Estación: ,C19009,CASILLAS. RAYONES
1998-06-02,4.92,CLIC
1998-06-03,4.28,CLIC
1998-06-04,1.65,CLIC
1998-06-05,8.38,CLIC
1998-06-06,5.26,CLIC
1998-06-07,4.43,CLIC
1998-06-08,3.97,CLIC
1998-06-09,3.92,CLIC
1998-06-10,1.56,CLIC
1998-06-11,2.23,CLIC
1998-06-12,4.72,CLIC
1998-06-13,3.47,CLIC
1998-06-14,4.91,CLIC
1998-06-15,4.62,CLIC
1998-06-16,3.15,CLIC
1998-06-17,4.03,CLIC
1998-06-18,3.34,CLIC
1998-06-19,4.4,CLIC
1998-06-20,3.38,CLIC
1998-06-21,1.82,CLIC
1998-06-22,4.08,CLIC
1998-06-23,2.49,CLIC
1998-06-24,4.5,CLIC
1998-06-25,3.48,CLIC
1998-06-26,4.42,CLIC
1998-06-27,5.06,CLIC
1998-06-28,7.86,CLIC
1998-06-29,7,CLIC
1998-06-30,9.14,CLIC
1998-07-01,6,CLIC
1998-07-02,5.8,CLIC
1998-07-03,7.22,CLIC
1998-07-04,7.57,CLIC
1998-07-05,4.34,CLIC
1998-07-06,9.1,CLIC
1998-07-07,5.36,CLIC
1998-07-08,3.86,CLIC
1998-07-09,4.98,CLIC
1998-07-10,5.82,CLIC
1998-07-11,4.44,CLIC
1998-07-12,4.95,CLIC
1998-07-13,6.55,CLIC
1998-07-14,0.16,CLIC
1998-07-15,4.31,CLIC
1998-07-16,0.61,CLIC
1998-07-17,4.9,CLIC
1998-07-18,3.57,CLIC
1998-07-19,4.65,CLIC
1998-07-20,4.81,CLIC
1998-07-21,4.05,CLIC
1998-07-22,4.94,CLIC
1998-07-23,4.75,CLIC
1998-07-24,3.6,CLIC
1998-07-25,4.67,CLIC
1998-07-26,4.84,CLIC
1998-07-27,5.95,CLIC
1998-07-28,4.61,CLIC
1998-07-29,4.64,CLIC
1998-07-30,4.73,CLIC
1998-07-31,4.23,CLIC
1998-08-01,5.04,CLIC
1998-08-02,4.19,CLIC
1998-08-03,6.73,CLIC
1998-08-04,4.52,CLIC
1998-08-05,4.19,CLIC
1998-08-06,5.85,CLIC
1998-08-07,6.31,CLIC
1998-08-08,5.25,CLIC
1998-08-09,3.25,CLIC
1998-08-10,7.82,CLIC
1998-08-11,4.92,CLIC
1998-08-12,4.57,CLIC
1998-08-13,4.15,CLIC
1998-08-14,4.9,CLIC
1998-08-15,4.87,CLIC
1998-08-16,4.84,CLIC
1998-08-17,0.51,CLIC
1998-08-18,3.69,CLIC
1998-08-19,4.36,CLIC
1998-08-20,2.47,CLIC
1998-08-21,0.58,CLIC
1998-08-22,1.53,CLIC
1998-08-23,2.16,CLIC
1998-08-24,2.79,CLIC
1998-08-25,3.42,CLIC
1998-08-26,3.55,CLIC
1998-08-27,4.07,CLIC
1998-08-28,4.04,CLIC
1998-08-29,3.81,CLIC
1998-08-30,4.11,CLIC
1998-08-31,3.96,CLIC
1998-09-01,4.76,CLIC
1998-09-02,3.44,CLIC
1998-09-03,4.18,CLIC
1998-09-04,5.38,CLIC
1998-09-05,2.17,CLIC
1998-09-06,3.83,CLIC
1998-09-07,3.05,CLIC
1998-09-08,3.93,CLIC
1998-09-09,4.03,CLIC
1998-09-10,3.93,CLIC
1998-09-11,3.52,CLIC
1998-09-12,4.5,CLIC
1998-09-13,4.03,CLIC
1998-09-14,3.94,CLIC
1998-09-15,3.58,CLIC
1998-09-16,4.15,CLIC
1998-09-17,3.76,CLIC
1998-09-18,5.24,CLIC
1998-09-19,3.87,CLIC
1998-09-20,3.98,CLIC
1998-09-21,6.6,CLIC
1998-09-22,4.04,CLIC
1998-09-23,3.92,CLIC
1998-09-24,4.98,CLIC
1998-09-25,4.72,CLIC
1998-09-26,4.46,CLIC
1998-09-27,4.22,CLIC
1998-09-28,3.98,CLIC
1998-09-29,4.04,CLIC
1998-09-30,6.01,CLIC
1998-10-01,3.82,CLIC
1998-10-02,3.64,CLIC
1998-10-03,5.5,CLIC
1998-10-04,4.85,CLIC
1998-10-05,4.2,CLIC
1998-10-06,4.33,CLIC
1998-10-07,4.06,CLIC
1998-10-08,3.53,CLIC
1998-10-09,4.42,CLIC
1998-10-10,4.04,CLIC
1998-10-11,4.03,CLIC
1998-10-12,3.11,CLIC
1998-10-13,4.82,CLIC
1998-10-14,4.04,CLIC
1998-10-15,3.95,CLIC
1998-10-16,4.92,CLIC
1998-10-17,4.07,CLIC
1998-10-18,3.78,CLIC
1998-10-19,3.49,CLIC
1998-10-20,3.36,CLIC
1998-10-21,3.62,CLIC
1998-10-22,2.69,CLIC
1998-10-23,3.32,CLIC
1998-10-24,3.03,CLIC
1998-10-25,2.53,CLIC
1998-10-26,4.22,CLIC
1998-10-27,3.84,CLIC
1998-10-28,3.45,CLIC
1998-10-29,4.52,CLIC
1998-10-30,3.57,CLIC
1998-10-31,4.05,CLIC
1998-11-01,2.21,CLIC
1998-11-02,2.2,CLIC
1998-11-03,2.88,CLIC
1998-11-04,4.82,CLIC
1998-11-05,2.6,CLIC
1998-11-06,3.55,CLIC
1998-11-07,6.85,CLIC
1998-11-08,10.4,CLIC
1998-11-09,6.1,CLIC
1998-11-10,6.1,CLIC
1998-11-11,1.72,CLIC
1998-11-12,4.1,CLIC
1998-11-13,3.01,CLIC
1998-11-14,3.6,CLIC
1998-11-15,4.26,CLIC
1998-11-16,3.85,CLIC
1998-11-17,4.79,CLIC
1998-11-18,3.69,CLIC
1998-11-19,3.96,CLIC
1998-11-20,4.38,CLIC
1998-11-21,4.07,CLIC
1998-11-22,2.96,CLIC
1998-11-23,3.95,CLIC
1998-11-24,4.01,CLIC
1998-11-25,3.37,CLIC
1998-11-26,4.16,CLIC
1998-11-27,4.41,CLIC
1998-11-28,4.1,CLIC
1998-11-29,2.98,CLIC
1998-11-30,3.4,CLIC
1998-12-01,1.92,CLIC
1998-12-02,3.39,CLIC
1998-12-03,4.69,CLIC
1998-12-04,4.54,CLIC
1998-12-05,3.52,CLIC
1998-12-06,4.54,CLIC
1998-12-07,4.21,CLIC
1998-12-08,2.91,CLIC
1998-12-09,4.15,CLIC
1998-12-10,2.99,CLIC
1998-12-11,2.17,CLIC
1998-12-12,3.83,CLIC
1998-12-13,2.93,CLIC
1998-12-14,2.93,CLIC
1998-12-15,2.67,CLIC
1998-12-16,4.45,CLIC
1998-12-17,3.06,CLIC
1998-12-18,2.59,CLIC
1998-12-19,3.64,CLIC
1998-12-20,3.89,CLIC
1998-12-21,4.52,CLIC
1998-12-22,2.49,CLIC
1998-12-23,3.48,CLIC
1998-12-24,2.53,CLIC
1998-12-25,2.06,CLIC
1998-12-26,1.98,CLIC
1998-12-27,3.25,CLIC
1998-12-28,2.9,CLIC
1998-12-29,4.02,CLIC
1998-12-30,3.06,CLIC
1998-12-31,4.32,CLIC
1999-01-01,2.72,CLIC
1999-01-02,3.65,CLIC
1999-01-03,2.25,CLIC
1999-01-04,4.76,CLIC
1999-01-05,5.97,CLIC
1999-01-06,4.04,CLIC
1999-01-07,4.03,CLIC
1999-01-08,3.51,CLIC
1999-01-09,3.5,CLIC
1999-01-10,2.93,CLIC
1999-01-11,3.13,CLIC
1999-01-12,3.89,CLIC
1999-01-13,3.04,CLIC
1999-01-14,4.54,CLIC
1999-01-15,4.85,CLIC
1999-01-16,2.96,CLIC
1999-01-17,4.59,CLIC
1999-01-18,2.35,CLIC
1999-01-19,2.46,CLIC
1999-01-20,4.55,CLIC
1999-01-21,2.22,CLIC
1999-01-22,4.18,CLIC
1999-01-23,4.41,CLIC
1999-01-24,2.74,CLIC
1999-01-25,4.29,CLIC
1999-01-26,3.19,CLIC
1999-01-27,4.51,CLIC
1999-01-28,4.57,CLIC
1999-01-29,3.59,CLIC
1999-01-30,4.57,CLIC
1999-01-31,3.55,CLIC
1999-02-01,3.57,CLIC
1999-02-02,3.92,CLIC
1999-02-03,4.27,CLIC
1999-02-04,4.02,CLIC
1999-02-05,3.93,CLIC
1999-02-06,3.03,CLIC
1999-02-07,3.27,CLIC
1999-02-08,4.81,CLIC
1999-02-09,2.93,CLIC
1999-02-10,3.31,CLIC
1999-02-11,4.76,CLIC
1999-02-12,1.59,CLIC
1999-02-13,3.59,CLIC
1999-02-14,4.72,CLIC
1999-02-15,3.28,CLIC
1999-02-16,2.74,CLIC
1999-02-17,3.72,CLIC
1999-02-18,3.54,CLIC
1999-02-19,5.24,CLIC
1999-02-20,2.95,CLIC
1999-02-21,3.04,CLIC
1999-02-22,3.4,CLIC
1999-02-23,3.76,CLIC
1999-02-24,4.18,CLIC
1999-02-25,4.01,CLIC
1999-02-26,2.8,CLIC
1999-02-27,4.22,CLIC
1999-03-01,4.45,CLIC
1999-03-02,2.85,CLIC
1999-03-03,4.11,CLIC
1999-03-04,3.07,CLIC
1999-03-05,2.97,CLIC
1999-03-06,3.64,CLIC
1999-03-07,4.47,CLIC
1999-03-08,5.91,CLIC
1999-03-09,4.04,CLIC
1999-03-10,4.43,CLIC
1999-03-11,4.31,CLIC
1999-03-12,4.31,CLIC
1999-03-13,5.45,CLIC
1999-03-14,3.2,CLIC
1999-03-15,4.74,CLIC
1999-03-16,7.03,CLIC
1999-03-17,2.18,CLIC
1999-03-18,4.4,CLIC
1999-03-19,4.47,CLIC
1999-03-20,4.9,CLIC
1999-03-21,4.05,CLIC
1999-03-22,3.19,CLIC
1999-03-23,5.78,CLIC
1999-03-24,3.19,CLIC
1999-03-25,5.18,CLIC
1999-03-26,4.25,CLIC
1999-03-27,0.18,CLIC
1999-03-28,3.95,CLIC
1999-03-29,4.32,CLIC
1999-03-30,4.25,CLIC
1999-03-31,2.37,CLIC
1999-04-01,2.4,CLIC
1999-04-02,5.55,CLIC
1999-04-03,5.03,CLIC
1999-04-04,4.26,CLIC
1999-04-05,5.78,CLIC
1999-04-06,3.58,CLIC
1999-04-07,6.38,CLIC
1999-04-08,5.26,CLIC
1999-04-09,6.74,CLIC
1999-04-10,4.96,CLIC
1999-04-11,4.09,CLIC
1999-04-12,3.25,CLIC
1999-04-13,5.74,CLIC
1999-04-14,2.02,CLIC
1999-04-15,4.3,CLIC
1999-04-16,3.98,CLIC
1999-04-17,5.36,CLIC
1999-04-18,3.03,CLIC
1999-04-19,2.62,CLIC
1999-04-20,3.66,CLIC
1999-04-21,4.59,CLIC
1999-04-22,4.55,CLIC
1999-04-23,4.54,CLIC
1999-04-24,5.05,CLIC
1999-04-25,3.88,CLIC
1999-04-26,1.14,CLIC
1999-04-27,5.04,CLIC
1999-04-28,4.18,CLIC
1999-04-29,5.74,CLIC
1999-05-01,4.78,CLIC
1999-05-02,4.34,CLIC
1999-05-03,3.63,CLIC
1999-05-04,3.55,CLIC
1999-05-05,5.67,CLIC
1999-05-06,5.16,CLIC
1999-05-07,4.27,CLIC
1999-05-08,5.45,CLIC
1999-05-09,5.32,CLIC
1999-05-10,5.04,CLIC
1999-05-11,4.34,CLIC
1999-05-12,5.4,CLIC
1999-05-13,5.18,CLIC
1999-05-14,4.26,CLIC
1999-05-15,5.78,CLIC
1999-05-16,4.68,CLIC
1999-05-17,4.3,CLIC
1999-05-18,3.87,CLIC
1999-05-19,5.19,CLIC
1999-05-20,4.75,CLIC
1999-05-21,5.29,CLIC
1999-05-22,4.14,CLIC
1999-05-23,4.89,CLIC
1999-05-24,5.83,CLIC
1999-05-25,5.95,CLIC
1999-05-26,1.56,CLIC
1999-05-27,0.23,CLIC
1999-05-28,5.19,CLIC
1999-05-29,4.24,CLIC
1999-05-30,5.84,CLIC
1999-05-31,3.78,CLIC
1999-06-01,4.46,CLIC
1999-06-02,4.25,CLIC
1999-06-03,4.47,CLIC
1999-06-04,5.29,CLIC
1999-06-05,3.41,CLIC
1999-06-06,5.66,CLIC
1999-06-07,3.24,CLIC
1999-06-08,5.67,CLIC
1999-06-09,5.31,CLIC
1999-06-10,4.94,CLIC
1999-06-11,4.92,CLIC
1999-06-12,4.03,CLIC
1999-06-13,4.99,CLIC
1999-06-14,1.94,CLIC
1999-06-15,4.72,CLIC
1999-06-16,5.32,CLIC
1999-06-17,5.02,CLIC
1999-06-18,8,CLIC
1999-06-19,4.78,CLIC
1999-06-20,5.24,CLIC
1999-06-21,4.88,CLIC
1999-06-22,5.18,CLIC
1999-06-23,4.89,CLIC
1999-06-24,5.28,CLIC
1999-06-25,5.75,CLIC
1999-06-26,5.04,CLIC
1999-06-27,4.53,CLIC
1999-06-28,4.6,CLIC
1999-06-29,5.08,CLIC
1999-07-01,5.57,CLIC
1999-07-02,5.04,CLIC
1999-07-03,1.35,CLIC
1999-07-04,1.15,CLIC
1999-07-05,2.3,CLIC
1999-07-06,3.54,CLIC
1999-07-07,1.79,CLIC
1999-07-08,2.45,CLIC
1999-07-09,5.61,CLIC
1999-07-10,5.88,CLIC
1999-07-11,4.36,CLIC
1999-07-12,3.75,CLIC
1999-07-13,2.59,CLIC
1999-07-14,3.85,CLIC
1999-07-15,4.91,CLIC
1999-07-16,5,CLIC
1999-07-17,2.03,CLIC
1999-07-18,4.97,CLIC
1999-07-19,4.81,CLIC
1999-07-20,3.48,CLIC
1999-07-21,5.63,CLIC
1999-07-22,4.31,CLIC
1999-07-23,5.77,CLIC
1999-07-24,6.03,CLIC
1999-07-25,5.04,CLIC
1999-07-26,3.15,CLIC
1999-07-27,6.87,CLIC
1999-07-28,5.36,CLIC
1999-07-29,6.04,CLIC
1999-07-30,7.63,CLIC
1999-07-31,6.17,CLIC
1999-08-01,6.08,CLIC
1999-08-02,5.25,CLIC
1999-08-03,3.51,CLIC
1999-08-04,1.75,CLIC
1999-08-05,5.54,CLIC
1999-08-06,5.74,CLIC
1999-08-07,4.86,CLIC
1999-08-08,6.13,CLIC
1999-08-09,6.03,CLIC
1999-08-10,5.98,CLIC
1999-08-11,5.4,CLIC
1999-08-12,3.18,CLIC
1999-08-13,4.3,CLIC
1999-08-14,6.23,CLIC
1999-08-15,6.36,CLIC
1999-08-16,3.76,CLIC
1999-08-17,2.12,CLIC
1999-08-18,5.88,CLIC
1999-08-19,6.22,CLIC
1999-08-20,5.21,CLIC
1999-08-21,6.82,CLIC
1999-08-22,5.94,CLIC
1999-08-23,6.95,CLIC
1999-08-24,6.35,CLIC
1999-08-25,5.7,CLIC
1999-08-26,5.84,CLIC
1999-08-27,5.36,CLIC
1999-08-28,6.36,CLIC
1999-08-29,5.7,CLIC
1999-08-30,5.73,CLIC
1999-08-31,5.37,CLIC
1999-10-01,4.93,CLIC
1999-10-02,4.93,CLIC
1999-10-03,5.13,CLIC
1999-10-04,5.03,CLIC
1999-10-05,5.07,CLIC
1999-10-06,5.11,CLIC
1999-10-07,4.54,CLIC
1999-10-08,5.25,CLIC
1999-10-09,5.92,CLIC
1999-10-10,4.53,CLIC
1999-10-11,4.62,CLIC
1999-10-12,4.98,CLIC
1999-10-13,3.89,CLIC
1999-10-14,5.1,CLIC
1999-10-15,4.98,CLIC
1999-10-16,4.2,CLIC
1999-10-17,4.77,CLIC
1999-10-18,4.22,CLIC
1999-10-19,3.66,CLIC
1999-10-20,3.82,CLIC
1999-10-21,4.08,CLIC
1999-10-22,3.88,CLIC
1999-10-23,3.46,CLIC
1999-10-24,3.77,CLIC
1999-10-25,4.82,CLIC
1999-10-26,4.06,CLIC
1999-10-27,3.93,CLIC
1999-10-28,3.97,CLIC
1999-10-29,4.21,CLIC
1999-10-30,3.03,CLIC
1999-10-31,4.76,CLIC
1999-11-01,3.77,CLIC
1999-11-02,2.31,CLIC
1999-11-03,3.42,CLIC
1999-11-04,4.55,CLIC
1999-11-05,4.09,CLIC
1999-11-06,3.16,CLIC
1999-11-07,4.82,CLIC
1999-11-08,3.43,CLIC
1999-11-09,3.72,CLIC
1999-11-10,4.83,CLIC
1999-11-11,3.07,CLIC
1999-11-12,2.68,CLIC
1999-11-13,3.62,CLIC
1999-11-14,4.65,CLIC
1999-11-15,4.3,CLIC
1999-11-16,3.11,CLIC
1999-11-17,3.13,CLIC
1999-11-18,4.87,CLIC
1999-11-19,3.88,CLIC
1999-11-20,4.05,CLIC
1999-11-21,3.89,CLIC
1999-11-22,5.96,CLIC
1999-11-23,3.8,CLIC
1999-11-24,3.97,CLIC
1999-11-25,3.91,CLIC
1999-11-26,1.4,CLIC
1999-11-27,1.73,CLIC
1999-11-28,1.29,CLIC
1999-11-29,1.33,CLIC
1999-12-01,2.43,CLIC
1999-12-02,1.86,CLIC
1999-12-03,2.35,CLIC
1999-12-04,1.85,CLIC
1999-12-05,1.63,CLIC
1999-12-06,1.75,CLIC
1999-12-07,0.81,CLIC
1999-12-08,1.14,CLIC
1999-12-09,0.95,CLIC
1999-12-10,1.3,CLIC
1999-12-11,1.85,CLIC
1999-12-12,1.15,CLIC
1999-12-13,1.27,CLIC
1999-12-14,0.45,CLIC
1999-12-15,0.35,CLIC
1999-12-16,1.14,CLIC
1999-12-17,1.18,CLIC
1999-12-18,1.07,CLIC
1999-12-19,0.45,CLIC
1999-12-20,1.38,CLIC
1999-12-21,1.05,CLIC
1999-12-22,1.3,CLIC
1999-12-23,0.86,CLIC
1999-12-24,1.45,CLIC
1999-12-25,1.45,CLIC
1999-12-26,0.42,CLIC
1999-12-27,0.35,CLIC
1999-12-28,1.48,CLIC
1999-12-29,1.95,CLIC
1999-12-30,1.13,CLIC
1999-12-31,2.19,CLIC
2000-01-01,3.35,CLIC
2000-01-02,2.48,CLIC
2000-01-03,1.96,CLIC
2000-01-04,3.18,CLIC
2000-01-05,2.14,CLIC
2000-01-06,1.8,CLIC
2000-01-07,1.75,CLIC
2000-01-08,1.29,CLIC
2000-01-09,2.2,CLIC
2000-01-10,3.5,CLIC
2000-01-11,3.3,CLIC
2000-01-12,4.4,CLIC
2000-01-13,3.29,CLIC
2000-01-14,3.9,CLIC
2000-01-15,2.01,CLIC
2000-01-16,3.01,CLIC
2000-01-17,3.16,CLIC
2000-01-18,3.1,CLIC
2000-01-19,3.26,CLIC
2000-01-20,2.35,CLIC
2000-01-21,2.14,CLIC
2000-01-22,2.9,CLIC
2000-01-23,2.18,CLIC
2000-01-24,2.95,CLIC
2000-01-25,2.19,CLIC
2000-01-26,2.1,CLIC
2000-01-27,2.2,CLIC
2000-01-28,1.26,CLIC
2000-01-29,1.9,CLIC
2000-01-30,1.15,CLIC
2000-01-31,2.23,CLIC
2000-02-01,4.43,CLIC
2000-02-02,5.77,CLIC
2000-02-03,4.37,CLIC
2000-02-04,3.56,CLIC
2000-02-05,4.88,CLIC
2000-02-06,4.26,CLIC
2000-02-07,4.68,CLIC
2000-02-08,5.14,CLIC
2000-02-09,4.22,CLIC
2000-02-10,6.74,CLIC
2000-02-11,4.04,CLIC
2000-02-12,5.39,CLIC
2000-02-13,5.57,CLIC
2000-02-14,5.09,CLIC
2000-02-15,4.98,CLIC
2000-02-16,6,CLIC
2000-02-17,5.01,CLIC
2000-02-18,4.24,CLIC
2000-02-19,5.81,CLIC
2000-02-20,5.82,CLIC
2000-02-21,6.02,CLIC
2000-02-22,5,CLIC
2000-02-23,4.88,CLIC
2000-02-24,4.42,CLIC
2000-02-25,5.61,CLIC
2000-02-26,4.94,CLIC
2000-02-27,4.98,CLIC
2000-02-28,4.67,CLIC
2000-02-29,5.43,CLIC
2000-03-01,5.02,CLIC
2000-03-02,4.28,CLIC
2000-03-03,5.71,CLIC
2000-03-04,3.92,CLIC
2000-03-05,1.07,CLIC
2000-03-06,4.03,CLIC
2000-03-07,4.6,CLIC
2000-03-08,4.44,CLIC
2000-03-09,5.04,CLIC
2000-03-10,4.89,CLIC
2000-03-11,4.35,CLIC
2000-03-12,5.37,CLIC
2000-03-13,4.53,CLIC
2000-03-14,0.15,CLIC
2000-03-15,5.68,CLIC
2000-03-16,4.97,CLIC
2000-03-17,4.4,CLIC
2000-03-18,5.6,CLIC
2000-03-19,4.57,CLIC
2000-03-20,6.3,CLIC
2000-03-21,5.35,CLIC
2000-03-22,3.89,CLIC
2000-03-23,4.92,CLIC
2000-03-24,5.16,CLIC
2000-03-25,4.14,CLIC
2000-03-26,5.7,CLIC
2000-03-27,5.07,CLIC
2000-03-28,4.62,CLIC
2000-03-29,5.43,CLIC
2000-03-30,4.52,CLIC
2000-03-31,5.11,CLIC
2000-04-01,5.29,CLIC
2000-04-02,4.31,CLIC
2000-04-03,5.81,CLIC
2000-04-04,5.16,CLIC
2000-04-05,4.65,CLIC
2000-04-06,5.29,CLIC
2000-04-07,4.94,CLIC
2000-04-08,5.14,CLIC
2000-04-09,4.17,CLIC
2000-04-10,5.84,CLIC
2000-04-11,5.35,CLIC
2000-04-12,5.57,CLIC
2000-04-13,4.04,CLIC
2000-04-14,3.2,CLIC
2000-04-15,5.85,CLIC
2000-04-16,3.5,CLIC
2000-04-17,4.88,CLIC
2000-04-18,4.56,CLIC
2000-04-19,6.42,CLIC
2000-04-20,5.09,CLIC
2000-04-21,5.54,CLIC
2000-04-22,7.64,CLIC
2000-04-23,6.75,CLIC
2000-04-24,5.98,CLIC
2000-04-25,6.04,CLIC
2000-04-26,5.39,CLIC
2000-04-27,3.95,CLIC
2000-04-28,5.67,CLIC
2000-04-29,5.53,CLIC
2000-04-30,4.29,CLIC
2000-05-01,5.51,CLIC
2000-05-02,5.24,CLIC
2000-05-03,5.04,CLIC
2000-05-04,5.82,CLIC
2000-05-05,6.16,CLIC
2000-05-06,6,CLIC
2000-05-07,5.61,CLIC
2000-05-08,5.38,CLIC
2000-05-09,5.59,CLIC
2000-05-10,6.44,CLIC
2000-05-11,5.66,CLIC
2000-05-12,5.86,CLIC
2000-05-13,5.89,CLIC
2000-05-14,6.05,CLIC
2000-05-15,4.35,CLIC
2000-05-16,6.61,CLIC
2000-05-17,6.25,CLIC
2000-05-18,6.42,CLIC
2000-05-19,7.38,CLIC
2000-05-20,5.69,CLIC
2000-05-21,4.66,CLIC
2000-05-22,1.3,CLIC
2000-05-23,1.28,CLIC
2000-05-24,3.73,CLIC
2000-05-25,6.02,CLIC
2000-05-26,5.21,CLIC
2000-05-27,2.45,CLIC
2000-05-28,4.9,CLIC
2000-05-29,4.96,CLIC
2000-05-30,4.25,CLIC
2000-05-31,4.94,CLIC
2000-06-01,0.82,CLIC
2000-06-02,5.63,CLIC
2000-06-03,5.26,CLIC
2000-06-04,2.27,CLIC
2000-06-05,3.78,CLIC
2000-06-06,4.24,CLIC
2000-06-07,5.87,CLIC
2000-06-08,3.98,CLIC
2000-06-09,1.98,CLIC
2000-06-10,2.96,CLIC
2000-06-11,1.96,CLIC
2000-06-12,1.95,CLIC
2000-06-13,3.74,CLIC
2000-06-14,3.32,CLIC
2000-06-15,3.05,CLIC
2000-06-16,3.86,CLIC
2000-06-17,4.12,CLIC
2000-06-18,3.82,CLIC
2000-06-19,5.4,CLIC
2000-06-20,4.86,CLIC
2000-06-21,2.59,CLIC
2000-06-22,3.75,CLIC
2000-06-23,4.66,CLIC
2000-06-24,4.88,CLIC
2000-06-25,4.41,CLIC
2000-06-26,3.17,CLIC
2000-06-27,4.47,CLIC
2000-06-28,4.86,CLIC
2000-06-29,5.87,CLIC
2000-06-30,5.65,CLIC
2000-07-01,1.22,CLIC
2000-07-02,5.16,CLIC
2000-07-03,6.21,CLIC
2000-07-04,4.64,CLIC
2000-07-05,5.22,CLIC
2000-07-06,4.26,CLIC
2000-07-07,5.04,CLIC
2000-07-08,5.13,CLIC
2000-07-09,5.24,CLIC
2000-07-10,4.77,CLIC
2000-07-11,5.92,CLIC
2000-07-12,5.26,CLIC
2000-07-13,5.03,CLIC
2000-07-14,6.06,CLIC
2000-07-15,5.91,CLIC
2000-07-16,4.4,CLIC
2000-07-17,5.9,CLIC
2000-07-18,6.34,CLIC
2000-07-19,6.11,CLIC
2000-07-20,5.91,CLIC
2000-07-21,6.08,CLIC
2000-07-22,5.89,CLIC
2000-07-23,5.38,CLIC
2000-07-24,6.35,CLIC
2000-07-25,0.12,CLIC
2000-07-26,4.52,CLIC
2000-07-27,5.74,CLIC
2000-07-28,5.12,CLIC
2000-07-29,4.9,CLIC
2000-07-30,4.81,CLIC
2000-07-31,5.16,CLIC
2000-08-01,4.86,CLIC
2000-08-02,4.6,CLIC
2000-08-03,0.2,CLIC
2000-08-04,5.36,CLIC
2000-08-05,5.03,CLIC
2000-08-06,5.42,CLIC
2000-08-07,5.55,CLIC
2000-08-08,6.72,CLIC
2000-08-09,0.3,CLIC
2000-08-10,4.55,CLIC
2000-08-11,5.84,CLIC
2000-08-12,5.32,CLIC
2000-08-13,6,CLIC
2000-08-14,6.6,CLIC
2000-08-15,5.54,CLIC
2000-08-16,0.8,CLIC
2000-08-17,5.4,CLIC
2000-08-18,5.44,CLIC
2000-08-19,5.15,CLIC
2000-08-20,5.4,CLIC
2000-08-21,4.41,CLIC
2000-08-22,5.91,CLIC
2000-08-23,6.39,CLIC
2000-08-24,5.93,CLIC
2000-08-25,5.67,CLIC
2000-08-26,6.32,CLIC
2000-08-27,3.23,CLIC
2000-08-28,6,CLIC
2000-08-29,4.87,CLIC
2000-08-30,6.43,CLIC
2000-08-31,5.2,CLIC
2000-09-01,5.2,CLIC
2000-09-02,5.12,CLIC
2000-09-03,6.42,CLIC
2000-09-04,5.5,CLIC
2000-09-05,6.44,CLIC
2000-09-06,5.96,CLIC
2000-09-07,0.72,CLIC
2000-09-08,0.81,CLIC
2000-09-09,5.21,CLIC
2000-09-10,5.55,CLIC
2000-09-11,4.84,CLIC
2000-09-12,5.4,CLIC
2000-09-13,6.31,CLIC
2000-09-14,0.04,CLIC
2000-09-15,0.91,CLIC
2000-09-16,2.14,CLIC
2000-09-17,5.35,CLIC
2000-09-18,5.54,CLIC
2000-09-19,5.04,CLIC
2000-09-20,4.97,CLIC
2000-09-21,6.81,CLIC
2000-09-22,5.07,CLIC
2000-09-23,5.42,CLIC
2000-09-24,5.7,CLIC
2000-09-25,0.13,CLIC
2000-09-26,4.39,CLIC
2000-09-27,5.75,CLIC
2000-09-28,5.06,CLIC
2000-09-29,4.9,CLIC
2000-09-30,4.26,CLIC
2000-10-01,5.81,CLIC
2000-10-02,4.97,CLIC
2000-10-03,4.96,CLIC
2000-10-04,4.69,CLIC
2000-10-05,5.26,CLIC
2000-10-06,5.76,CLIC
2000-10-07,5.88,CLIC
2000-10-08,5.99,CLIC
2000-10-09,2,CLIC
2000-10-10,2.24,CLIC
2000-10-11,0.31,CLIC
2000-10-12,4.8,CLIC
2000-10-13,4.69,CLIC
2000-10-14,4.32,CLIC
2000-10-15,3.65,CLIC
2000-10-16,4.68,CLIC
2000-10-17,4.97,CLIC
2000-10-18,5.05,CLIC
2000-10-19,5.02,CLIC
2000-10-20,4.85,CLIC
2000-10-21,4.72,CLIC
2000-10-22,5.3,CLIC
2000-10-23,4.51,CLIC
2000-10-24,4.94,CLIC
2000-10-25,4.64,CLIC
2000-10-26,3.97,CLIC
2000-10-27,3.7,CLIC
2000-10-28,4.36,CLIC
2000-10-29,3.65,CLIC
2000-10-30,2.64,CLIC
2000-10-31,3.65,CLIC
2000-11-01,4.34,CLIC
2000-11-02,3.61,CLIC
2000-11-03,1.48,CLIC
2000-11-04,0.21,CLIC
2000-11-05,1.93,CLIC
2000-11-06,3,CLIC
2000-11-07,4.19,CLIC
2000-11-08,3.92,CLIC
2000-11-09,3.96,CLIC
2000-11-10,3.65,CLIC
2000-11-11,4.39,CLIC
2000-11-12,3.42,CLIC
2000-11-13,5.05,CLIC
2000-11-14,4.55,CLIC
2000-11-15,3.98,CLIC
2000-11-16,3.99,CLIC
2000-11-17,2.35,CLIC
2000-11-18,4.37,CLIC
2000-11-19,3.03,CLIC
2000-11-20,2.68,CLIC
2000-11-21,3.1,CLIC
2000-11-22,1.93,CLIC
2000-11-23,3.78,CLIC
2000-11-24,3.96,CLIC
2000-11-25,3.89,CLIC
