Estación: ,C19147,LAS CRUCITAS. LINARES
2009-09-25,0.48,CLIC
2009-09-26,0.97,CLIC
2009-09-27,1.41,CLIC
2009-09-28,1.81,CLIC
2009-09-29,1.91,CLIC
2009-09-30,2.61,CLIC
2009-10-01,3.15,CLIC
2009-10-02,2,CLIC
2009-10-03,1.54,CLIC
2009-10-04,3.73,CLIC
2009-10-05,1.66,CLIC
2009-10-06,2.44,CLIC
2009-10-07,2.31,CLIC
2009-10-08,1.25,CLIC
2009-10-09,3.87,CLIC
2009-10-10,0.65,CLIC
2009-10-11,0.57,CLIC
2009-10-14,2.86,CLIC
2009-10-15,1.2,CLIC
2009-10-16,3.23,CLIC
2009-10-17,0.83,CLIC
2009-10-18,2.18,CLIC
2009-10-19,1.18,CLIC
2009-10-20,1.61,CLIC
2009-10-21,1.85,CLIC
2009-10-22,1.05,CLIC
2009-10-23,0.98,CLIC
2009-10-24,0.59,CLIC
2009-10-25,0.64,CLIC
2009-10-26,1.99,CLIC
2009-10-27,1.57,CLIC
2009-10-28,1.24,CLIC
2009-10-29,1.29,CLIC
2009-10-30,3.81,CLIC
2009-10-31,1.94,CLIC
2009-11-01,1.26,CLIC
2009-11-02,0.94,CLIC
2009-11-03,3.62,CLIC
2009-11-04,1.77,CLIC
2009-11-05,1.49,CLIC
2009-11-06,0.65,CLIC
2009-11-07,1.8,CLIC
2009-11-08,1.2,CLIC
2009-11-09,0.48,CLIC
2009-11-10,2.72,CLIC
2009-11-11,1.6,CLIC
2009-11-12,1.9,CLIC
2009-11-13,1.27,CLIC
2009-11-14,0.5,CLIC
2009-11-15,1.97,CLIC
2009-11-16,3.54,CLIC
2009-11-17,1.42,CLIC
2009-11-18,1.67,CLIC
2009-11-19,1.26,CLIC
2009-11-20,1.43,CLIC
2009-11-21,0.36,CLIC
2009-11-22,2.77,CLIC
2009-11-23,1.66,CLIC
2009-11-24,1.1,CLIC
2009-11-25,1.6,CLIC
2009-11-26,0.64,CLIC
2009-11-27,1.45,CLIC
2009-11-28,0.47,CLIC
2009-11-29,1.18,CLIC
2009-11-30,0.6,CLIC
2009-12-01,0.36,CLIC
2009-12-02,0.6,CLIC
2009-12-03,0.36,CLIC
2009-12-04,1.26,CLIC
2009-12-05,1.14,CLIC
2009-12-06,1.62,CLIC
2009-12-07,0.92,CLIC
2009-12-08,0.74,CLIC
2009-12-09,1.25,CLIC
2009-12-10,0.15,CLIC
2009-12-11,0.21,CLIC
2009-12-12,1.91,CLIC
2009-12-13,1.81,CLIC
2009-12-14,0.47,CLIC
2009-12-16,1.29,CLIC
2009-12-17,1.78,CLIC
2009-12-18,0.77,CLIC
2009-12-19,0.91,CLIC
2009-12-20,0.09,CLIC
2009-12-21,1.01,CLIC
2009-12-22,0.94,CLIC
2009-12-23,1.59,CLIC
2009-12-24,1.56,CLIC
2009-12-25,1.4,CLIC
2009-12-26,2.14,CLIC
2009-12-27,0.12,CLIC
2009-12-28,0.23,CLIC
2009-12-29,0.21,CLIC
2009-12-30,0.27,CLIC
2009-12-31,1.96,CLIC
2010-01-21,2.23,CLIC
2010-01-22,2.41,CLIC
2010-01-23,5.25,CLIC
2010-01-24,3.32,CLIC
2010-01-27,2.01,CLIC
2010-01-28,2.11,CLIC
2010-01-29,2.88,CLIC
2010-01-30,1.42,CLIC
2010-01-31,0.75,CLIC
2010-02-01,0.51,CLIC
2010-02-02,0.97,CLIC
2010-02-03,0.75,CLIC
2010-02-04,1.12,CLIC
2010-02-05,2.87,CLIC
2010-02-06,2.75,CLIC
2010-02-10,1.04,CLIC
2010-02-11,0.75,CLIC
2010-02-12,1.68,CLIC
2010-02-13,1.24,CLIC
2010-02-14,1.65,CLIC
2010-02-15,0.93,CLIC
2010-02-16,1.28,CLIC
2010-02-17,1.53,CLIC
2010-02-18,0.64,CLIC
2010-02-19,3.9,CLIC
2010-02-20,0.11,CLIC
2010-03-01,2.88,CLIC
2010-03-02,4.39,CLIC
2010-03-03,1.8,CLIC
2010-03-04,2.82,CLIC
2010-03-05,2.5,CLIC
2010-03-06,1.48,CLIC
2010-03-07,2.64,CLIC
2010-03-08,0.63,CLIC
2010-03-09,4.18,CLIC
2010-03-10,5.36,CLIC
2010-03-11,3.39,CLIC
2010-03-12,4.74,CLIC
2010-03-13,4.6,CLIC
2010-03-14,2.57,CLIC
2010-03-15,1.87,CLIC
2010-03-16,0.53,CLIC
2010-03-17,4.56,CLIC
2010-03-18,2.35,CLIC
2010-03-19,4.75,CLIC
2010-03-20,3.24,CLIC
2010-03-21,3.9,CLIC
2010-03-22,5.59,CLIC
2010-03-23,3.86,CLIC
2010-03-24,4.43,CLIC
2010-03-25,4.38,CLIC
2010-03-26,3.69,CLIC
2010-03-27,5.75,CLIC
2010-03-28,3.12,CLIC
2010-03-29,5.06,CLIC
2010-03-30,6.43,CLIC
2010-03-31,4.03,CLIC
2010-04-01,3.79,CLIC
2010-04-02,6.05,CLIC
2010-04-03,6.39,CLIC
2010-04-04,5,CLIC
2010-04-05,5.92,CLIC
2010-04-06,4.72,CLIC
2010-04-07,5.11,CLIC
2010-04-08,4.55,CLIC
2010-04-09,3.52,CLIC
2010-04-10,3.71,CLIC
2010-04-11,2.44,CLIC
2010-04-14,0.97,CLIC
2010-04-16,1.24,CLIC
2010-04-17,3.8,CLIC
2010-04-18,0.51,CLIC
2010-04-20,2.75,CLIC
2010-04-21,2.19,CLIC
2010-04-22,4.46,CLIC
2010-04-23,4.45,CLIC
2010-04-24,5.66,CLIC
2010-04-25,6.05,CLIC
2010-04-26,7.04,CLIC
2010-04-27,5.82,CLIC
2010-04-28,2.78,CLIC
2010-04-29,4.8,CLIC
2010-04-30,10.18,CLIC
2010-05-01,6.86,CLIC
2010-05-02,6.68,CLIC
2010-05-03,7.92,CLIC
2010-05-04,6.63,CLIC
2010-05-05,7.43,CLIC
2010-05-06,6.72,CLIC
2010-05-07,5.95,CLIC
2010-05-08,6.24,CLIC
2010-05-09,7.66,CLIC
2010-05-10,3.94,CLIC
2010-05-11,6.8,CLIC
2010-05-12,6.25,CLIC
2010-05-13,4.16,CLIC
2010-05-14,3.19,CLIC
2010-05-15,3.73,CLIC
2010-05-16,3,CLIC
2010-05-17,4.24,CLIC
2010-05-18,3.88,CLIC
2010-05-19,7.07,CLIC
2010-05-20,4.12,CLIC
2010-05-21,4.07,CLIC
2010-05-22,6.1,CLIC
2010-05-23,5.42,CLIC
2010-05-24,4.7,CLIC
2010-05-25,3.06,CLIC
2010-05-26,2.54,CLIC
2010-05-27,5.72,CLIC
2010-05-28,2.89,CLIC
2010-05-29,4.72,CLIC
2010-05-30,4.12,CLIC
2010-05-31,3.4,CLIC
2010-06-01,3.58,CLIC
2010-06-02,5.25,CLIC
2010-06-03,3.85,CLIC
2010-06-04,5.95,CLIC
2010-06-05,8.56,CLIC
2010-06-06,7.37,CLIC
2010-06-07,4.88,CLIC
2010-06-08,5.01,CLIC
2010-06-09,5.87,CLIC
2010-06-10,6.79,CLIC
2010-06-11,6.86,CLIC
2010-06-12,5.54,CLIC
2010-06-13,9.11,CLIC
2010-06-14,6.97,CLIC
2010-06-15,6.55,CLIC
2010-06-16,6.6,CLIC
2010-06-17,7.64,CLIC
2010-06-18,7.87,CLIC
2010-06-19,8.19,CLIC
2010-06-20,6.72,CLIC
2010-06-21,8.28,CLIC
2010-06-22,8.71,CLIC
2010-06-23,6.84,CLIC
2010-06-24,7.34,CLIC
2010-06-25,8.39,CLIC
2010-06-26,7.83,CLIC
2010-06-27,8.41,CLIC
2010-06-28,6.57,CLIC
2010-06-29,6.01,CLIC
2010-07-03,3.11,CLIC
2010-07-07,4.2,CLIC
2010-07-08,1.73,CLIC
2010-07-09,3.28,CLIC
2010-07-10,6.69,CLIC
2010-07-11,5.99,CLIC
2010-07-12,6.25,CLIC
2010-07-13,5.61,CLIC
2010-07-14,5.23,CLIC
2010-07-15,7.64,CLIC
2010-07-16,5.88,CLIC
2010-07-17,4.67,CLIC
2010-07-18,6.28,CLIC
2010-07-19,5.72,CLIC
2010-07-20,6.4,CLIC
2010-07-21,4.88,CLIC
2010-07-22,1.96,CLIC
2010-07-24,2.19,CLIC
2010-07-25,3.07,CLIC
2010-07-26,3.22,CLIC
2010-07-27,4.56,CLIC
2010-07-28,1.29,CLIC
2010-07-29,5.28,CLIC
2010-07-30,4.6,CLIC
2010-07-31,6.51,CLIC
2010-08-01,5.77,CLIC
2010-08-02,5.54,CLIC
2010-08-03,4.08,CLIC
2010-08-04,6.81,CLIC
2010-08-05,5.21,CLIC
2010-08-06,6.24,CLIC
2010-08-09,3.7,CLIC
2010-08-10,3.36,CLIC
2010-08-11,5.77,CLIC
2010-08-12,3.42,CLIC
2010-08-13,6.45,CLIC
2010-08-14,3.93,CLIC
2010-08-15,5.98,CLIC
2010-08-16,6.2,CLIC
2010-08-17,5.2,CLIC
2010-08-18,5.13,CLIC
2010-08-19,4.83,CLIC
2010-08-20,6.02,CLIC
2010-08-21,6.48,CLIC
2010-08-22,6.73,CLIC
2010-08-23,6.19,CLIC
2010-08-24,6.41,CLIC
2010-08-25,2.24,CLIC
2010-08-26,2.81,CLIC
2010-08-27,3.19,CLIC
2010-08-28,4.79,CLIC
2010-08-29,5.2,CLIC
2010-08-30,4.98,CLIC
2010-08-31,0.63,CLIC
2010-09-01,7.88,CLIC
2010-09-02,4.28,CLIC
2010-09-04,5.22,CLIC
2010-09-05,4.59,CLIC
2010-09-06,3.93,CLIC
2010-09-07,3.01,CLIC
2010-09-08,3.36,CLIC
2010-09-09,5.09,CLIC
2010-09-10,1.87,CLIC
2010-09-11,3.59,CLIC
2010-09-12,3.01,CLIC
2010-09-13,5.78,CLIC
2010-09-14,4.41,CLIC
2010-09-15,3.62,CLIC
2010-09-16,4.15,CLIC
2010-09-17,1.57,CLIC
2010-09-18,4.33,CLIC
2010-09-20,1.86,CLIC
2010-09-21,0.48,CLIC
2010-09-22,3.52,CLIC
2010-09-23,1.96,CLIC
2010-09-24,4.06,CLIC
2010-09-25,2.55,CLIC
2010-09-27,1.87,CLIC
2010-09-28,3.5,CLIC
2010-09-29,2.64,CLIC
2010-09-30,3.84,CLIC
2010-10-01,2.55,CLIC
2010-10-02,4.1,CLIC
2010-10-03,3.04,CLIC
2010-10-04,3.12,CLIC
2010-10-05,1.96,CLIC
2010-10-06,1.79,CLIC
2010-10-07,2.98,CLIC
2010-10-08,2.16,CLIC
2010-10-09,1.81,CLIC
2010-10-10,2.44,CLIC
2010-10-11,2.38,CLIC
2010-10-12,2.25,CLIC
2010-10-13,3.18,CLIC
2010-10-14,3.55,CLIC
2010-10-15,3.13,CLIC
2010-10-16,2.16,CLIC
2010-10-17,1.96,CLIC
2010-10-18,1.16,CLIC
2010-10-19,2.06,CLIC
2010-10-20,3.22,CLIC
2010-10-21,2.21,CLIC
2010-10-22,2.73,CLIC
2010-10-23,2.84,CLIC
2010-10-24,2.03,CLIC
2010-10-25,1.76,CLIC
2010-10-26,4.47,CLIC
2010-10-27,1.65,CLIC
2010-10-28,2.5,CLIC
2010-10-29,2.85,CLIC
2010-10-30,2.06,CLIC
2010-10-31,2.8,CLIC
2010-11-02,3.94,CLIC
2010-11-03,4.16,CLIC
2010-11-04,4.87,CLIC
2010-11-05,2.24,CLIC
2010-11-06,2.51,CLIC
2010-11-07,3.24,CLIC
2010-11-08,2.49,CLIC
2010-11-09,2.33,CLIC
2010-11-10,1.56,CLIC
2010-11-11,2.33,CLIC
2010-11-12,1.99,CLIC
2010-11-13,2.77,CLIC
2010-11-14,2.12,CLIC
2010-11-15,2.31,CLIC
2010-11-16,3.54,CLIC
2010-11-17,2.43,CLIC
2010-11-18,2.74,CLIC
2010-11-19,1.96,CLIC
2010-11-20,1.8,CLIC
2010-11-21,2.36,CLIC
2010-11-22,1.7,CLIC
2010-11-23,1.76,CLIC
2010-11-24,2.55,CLIC
2010-11-25,2.01,CLIC
2010-11-26,2.62,CLIC
2010-11-27,2.31,CLIC
2010-11-28,3.21,CLIC
2010-11-29,3.66,CLIC
2010-11-30,2.49,CLIC
2010-12-01,4.91,CLIC
2010-12-02,2.86,CLIC
2010-12-03,1.27,CLIC
2010-12-04,2.72,CLIC
2010-12-05,2.01,CLIC
2010-12-06,1.54,CLIC
2010-12-07,1.69,CLIC
2010-12-08,1.71,CLIC
2010-12-09,1.86,CLIC
2010-12-10,1.36,CLIC
2010-12-11,3.2,CLIC
2010-12-12,4.03,CLIC
2010-12-13,1.86,CLIC
2010-12-14,2.34,CLIC
2010-12-15,1.2,CLIC
2010-12-16,2.65,CLIC
2010-12-17,1.8,CLIC
2010-12-18,1.63,CLIC
2010-12-19,0.17,CLIC
2010-12-20,1.1,CLIC
2010-12-21,2.08,CLIC
2010-12-22,2.53,CLIC
2010-12-23,2.15,CLIC
2010-12-24,1.26,CLIC
2010-12-25,2.06,CLIC
2010-12-26,2.28,CLIC
2010-12-27,1.31,CLIC
2010-12-28,1.01,CLIC
2010-12-29,1.29,CLIC
2010-12-30,5.33,CLIC
2010-12-31,5.49,CLIC
2011-01-01,8.25,CLIC
2011-01-02,0.72,CLIC
2011-01-03,1.72,CLIC
2011-01-04,1.8,CLIC
2011-01-05,2.66,CLIC
2011-01-06,1.6,CLIC
2011-01-07,2.08,CLIC
2011-01-08,1.69,CLIC
2011-01-09,1.87,CLIC
2011-01-10,2.66,CLIC
2011-01-11,0.57,CLIC
2011-01-12,0.06,CLIC
2011-01-13,0.24,CLIC
2011-01-14,0.26,CLIC
2011-01-15,0.33,CLIC
2011-01-16,1.03,CLIC
2011-01-17,0.36,CLIC
2011-01-18,4.27,CLIC
2011-01-19,0.64,CLIC
2011-01-20,3.16,CLIC
2011-01-21,2.13,CLIC
2011-01-22,2.44,CLIC
2011-01-23,2.54,CLIC
2011-01-24,1.32,CLIC
2011-01-25,2.75,CLIC
2011-01-26,2.1,CLIC
2011-01-27,1.4,CLIC
2011-01-28,0.54,CLIC
2011-01-29,3.1,CLIC
2011-01-30,2.08,CLIC
2011-01-31,2.33,CLIC
2011-02-01,1.24,CLIC
2011-02-02,2.4,CLIC
2011-02-03,1.84,CLIC
2011-02-04,1.89,CLIC
2011-02-05,2.43,CLIC
2011-02-06,3.99,CLIC
2011-02-07,2.95,CLIC
2011-02-08,1.86,CLIC
2011-02-09,3.21,CLIC
2011-02-10,1.72,CLIC
2011-02-11,2.87,CLIC
2011-02-12,2.32,CLIC
2011-02-13,2.61,CLIC
2011-02-14,2.79,CLIC
2011-02-15,3.68,CLIC
2011-02-16,2.26,CLIC
2011-02-17,3.08,CLIC
2011-02-18,4.01,CLIC
2011-02-19,3.8,CLIC
2011-02-20,11.84,CLIC
2011-02-21,3.44,CLIC
2011-02-22,4.7,CLIC
2011-02-23,3.73,CLIC
2011-02-24,5.21,CLIC
2011-02-25,3.94,CLIC
2011-02-26,4.14,CLIC
2011-02-27,3.98,CLIC
2011-02-28,4.87,CLIC
2011-03-01,3.13,CLIC
2011-03-02,2.96,CLIC
2011-03-03,3.02,CLIC
2011-03-04,3.81,CLIC
2011-03-05,5.93,CLIC
2011-03-06,2.99,CLIC
2011-03-07,2.93,CLIC
2011-03-08,3.18,CLIC
2011-03-09,3.84,CLIC
2011-03-10,5.86,CLIC
2011-03-11,4.84,CLIC
2011-03-12,3.91,CLIC
2011-03-13,3.19,CLIC
2011-03-14,2.08,CLIC
2011-03-15,2.02,CLIC
2011-03-16,1.88,CLIC
2011-03-17,1.14,CLIC
2011-03-18,2.13,CLIC
2011-03-19,5.36,CLIC
2011-03-20,3.65,CLIC
2011-03-21,5.05,CLIC
2011-03-22,5.28,CLIC
2011-03-23,4.97,CLIC
2011-03-24,4.84,CLIC
2011-03-25,4.81,CLIC
2011-03-26,4.77,CLIC
2011-03-27,4.33,CLIC
2011-03-28,2.94,CLIC
2011-03-29,4.21,CLIC
2011-03-31,7.81,CLIC
2011-04-01,5.46,CLIC
2011-04-02,5.34,CLIC
2011-04-03,6.97,CLIC
2011-04-04,8.39,CLIC
2011-04-05,6.54,CLIC
2011-04-06,4.68,CLIC
2011-04-07,5.77,CLIC
2011-04-08,8.29,CLIC
2011-04-09,5.85,CLIC
2011-04-10,8.1,CLIC
2011-04-11,4.9,CLIC
2011-04-12,6.85,CLIC
2011-04-13,4.71,CLIC
2011-04-14,5.18,CLIC
2011-04-15,6.38,CLIC
2011-04-16,7.43,CLIC
2011-04-17,3.96,CLIC
2011-04-18,6.36,CLIC
2011-04-19,5.65,CLIC
2011-04-20,5.03,CLIC
2011-04-21,6.69,CLIC
2011-04-22,4.47,CLIC
2011-04-23,7.19,CLIC
2011-04-24,4.86,CLIC
2011-04-25,4.91,CLIC
2011-04-26,8.78,CLIC
2011-04-27,10.35,CLIC
2011-04-28,7.87,CLIC
2011-04-29,7.89,CLIC
2011-04-30,6.71,CLIC
2011-05-01,7.7,CLIC
2011-05-02,3.06,CLIC
2011-05-03,2.25,CLIC
2011-05-04,9.04,CLIC
2011-05-05,4.44,CLIC
2011-05-06,6.55,CLIC
2011-05-07,9.68,CLIC
2011-05-08,5.44,CLIC
2011-05-09,9.19,CLIC
2011-05-10,7.24,CLIC
2011-05-11,5.92,CLIC
2011-05-12,3.73,CLIC
2011-05-13,4.37,CLIC
2011-05-14,4.24,CLIC
2011-05-15,0.09,CLIC
2011-05-16,0.47,CLIC
2011-05-17,1.31,CLIC
2011-05-18,3.75,CLIC
2011-05-19,7.84,CLIC
2011-05-20,8.02,CLIC
2011-05-21,7.28,CLIC
2011-05-22,7.89,CLIC
2011-05-23,8.49,CLIC
2011-05-24,8.18,CLIC
2011-05-25,7.3,CLIC
2011-05-26,6.72,CLIC
2011-05-27,9.95,CLIC
2011-05-28,6.94,CLIC
2011-05-29,8.9,CLIC
2011-05-30,8.37,CLIC
2011-05-31,6.5,CLIC
2011-06-01,8.71,CLIC
2011-06-02,9.06,CLIC
2011-06-03,5.53,CLIC
2011-06-04,10,CLIC
2011-06-05,9.05,CLIC
2011-06-06,9.06,CLIC
2011-06-07,8.75,CLIC
2011-06-08,8.19,CLIC
2011-06-09,8.26,CLIC
2011-06-10,7.06,CLIC
2011-06-11,8.52,CLIC
2011-06-12,8.77,CLIC
2011-06-13,9.94,CLIC
2011-06-14,9.23,CLIC
2011-06-15,7.46,CLIC
2011-06-16,10.07,CLIC
2011-06-17,10.98,CLIC
2011-06-18,11.35,CLIC
2011-06-19,11.04,CLIC
2011-06-20,9.54,CLIC
2011-06-21,4.57,CLIC
2011-06-22,1.74,CLIC
2011-06-23,4.8,CLIC
2011-06-24,4.98,CLIC
2011-06-25,6.94,CLIC
2011-06-26,6.37,CLIC
2011-06-27,8.83,CLIC
2011-06-28,6.17,CLIC
2011-06-29,6.52,CLIC
2011-07-02,5.16,CLIC
2011-07-03,4.23,CLIC
2011-07-04,8.18,CLIC
2011-07-05,7.05,CLIC
2011-07-06,7.06,CLIC
2011-07-07,6.89,CLIC
2011-07-08,5.83,CLIC
2011-07-09,7.58,CLIC
2011-07-10,5.47,CLIC
2011-07-11,7.21,CLIC
2011-07-12,7.11,CLIC
2011-07-13,6.82,CLIC
2011-07-14,7.31,CLIC
2011-07-15,7.66,CLIC
2011-07-16,7.01,CLIC
2011-07-17,6.29,CLIC
2011-07-18,6.14,CLIC
2011-07-19,8.09,CLIC
2011-07-20,6.96,CLIC
2011-07-21,3.09,CLIC
2011-07-22,6.91,CLIC
2011-07-23,6.04,CLIC
2011-07-24,8.75,CLIC
2011-07-25,7.37,CLIC
2011-07-26,6.7,CLIC
2011-07-27,6.36,CLIC
2011-07-28,6.8,CLIC
2011-07-29,6.6,CLIC
2011-07-30,6.32,CLIC
2011-07-31,6.17,CLIC
2011-08-01,7.42,CLIC
2011-08-02,8.37,CLIC
2011-08-03,6.85,CLIC
2011-08-04,9.28,CLIC
2011-08-05,8.05,CLIC
2011-08-06,4.86,CLIC
2011-08-07,8.74,CLIC
2011-08-08,6.68,CLIC
2011-08-09,5.21,CLIC
2011-08-10,5.88,CLIC
2011-08-11,7.68,CLIC
2011-08-12,5.87,CLIC
2011-08-13,9,CLIC
2011-08-14,8.21,CLIC
2011-08-15,7.99,CLIC
2011-08-16,8,CLIC
2011-08-17,7.84,CLIC
2011-08-18,6.95,CLIC
2011-08-19,9.15,CLIC
2011-08-20,7.25,CLIC
2011-08-21,5.37,CLIC
2011-08-22,4.89,CLIC
2011-08-23,9.28,CLIC
2011-08-24,7.79,CLIC
2011-08-25,4.97,CLIC
2011-08-26,2.74,CLIC
2011-08-27,4.68,CLIC
2011-08-28,7.87,CLIC
2011-08-29,7.43,CLIC
2011-08-30,7.1,CLIC
2011-08-31,3.22,CLIC
2011-09-01,3.83,CLIC
2011-09-02,3.35,CLIC
2011-09-03,5.3,CLIC
2011-09-04,4.67,CLIC
2011-09-05,4.86,CLIC
2011-09-06,6.32,CLIC
2011-09-07,7.06,CLIC
2011-09-08,6.34,CLIC
2011-09-09,6.41,CLIC
2011-09-10,7.01,CLIC
2011-09-11,7.5,CLIC
2011-09-12,6.29,CLIC
2011-09-13,6.29,CLIC
2011-09-14,6.32,CLIC
2011-09-15,3.9,CLIC
2011-09-16,4.84,CLIC
2011-09-17,6.62,CLIC
2011-09-18,1.8,CLIC
2011-09-19,2.09,CLIC
2011-09-20,4.05,CLIC
2011-09-21,5.8,CLIC
2011-09-22,4.58,CLIC
2011-09-23,3.86,CLIC
2011-09-24,5.17,CLIC
2011-09-25,4.41,CLIC
2011-09-26,5.03,CLIC
2011-09-27,5.18,CLIC
2011-09-28,6.32,CLIC
2011-09-29,3.37,CLIC
2011-09-30,4.02,CLIC
2011-10-01,3.51,CLIC
2011-10-02,2.55,CLIC
2011-10-03,2.75,CLIC
2011-10-04,2.68,CLIC
2011-10-05,2.51,CLIC
2011-10-06,4.65,CLIC
2011-10-07,3.32,CLIC
2011-10-08,2.98,CLIC
2011-10-09,1.61,CLIC
2011-10-12,2.08,CLIC
2011-10-13,3.57,CLIC
2011-10-14,3.86,CLIC
2011-10-15,2.66,CLIC
2011-10-16,2.54,CLIC
2011-10-17,3.57,CLIC
2011-10-18,5.31,CLIC
2011-10-19,3.23,CLIC
2011-10-20,2.68,CLIC
2011-10-21,3.24,CLIC
2011-10-22,3.13,CLIC
2011-10-23,3.47,CLIC
2011-10-24,2.54,CLIC
2011-10-25,4.74,CLIC
2011-10-26,1.89,CLIC
2011-10-27,2.66,CLIC
2011-10-28,3.78,CLIC
2011-10-29,2.35,CLIC
2011-10-30,2.58,CLIC
2011-10-31,2.85,CLIC
2011-11-01,2.88,CLIC
2011-11-02,3.09,CLIC
2011-11-03,4.15,CLIC
2011-11-04,3.09,CLIC
2011-11-05,3.71,CLIC
2011-11-06,2.49,CLIC
2011-11-07,2.52,CLIC
2011-11-08,1.76,CLIC
2011-11-09,2.9,CLIC
2011-11-10,2.05,CLIC
2011-11-11,2.06,CLIC
2011-11-12,3.89,CLIC
2011-11-13,1.33,CLIC
2011-11-14,3.11,CLIC
2011-11-15,1.8,CLIC
2011-11-16,3.4,CLIC
2011-11-17,2.34,CLIC
2011-11-18,2.01,CLIC
2011-11-19,2.71,CLIC
2011-11-20,2.75,CLIC
2011-11-21,2.82,CLIC
2011-11-22,3.63,CLIC
2011-11-23,2.89,CLIC
2011-11-24,2,CLIC
2011-11-25,2.82,CLIC
2011-11-26,0.56,CLIC
2011-11-27,3.71,CLIC
2011-11-28,3.6,CLIC
2011-11-29,3.1,CLIC
2011-11-30,0.53,CLIC
2011-12-01,3.52,CLIC
2011-12-02,1.62,CLIC
2011-12-03,1.88,CLIC
2011-12-04,2.54,CLIC
2011-12-05,1.05,CLIC
2011-12-06,0.35,CLIC
2011-12-07,1.54,CLIC
2011-12-08,0.94,CLIC
2011-12-09,1.58,CLIC
2011-12-10,1.93,CLIC
2011-12-11,0.58,CLIC
2011-12-12,0.22,CLIC
2011-12-13,1.81,CLIC
2011-12-14,2.04,CLIC
2011-12-15,0.96,CLIC
2011-12-16,0.53,CLIC
2011-12-17,0.51,CLIC
2011-12-18,1,CLIC
2011-12-19,1.99,CLIC
2011-12-20,1.77,CLIC
2011-12-21,0.52,CLIC
2011-12-22,1.8,CLIC
2011-12-23,0.12,CLIC
2011-12-24,0.47,CLIC
2011-12-25,0.87,CLIC
2011-12-26,0.94,CLIC
2011-12-27,0.85,CLIC
2011-12-28,3.53,CLIC
2011-12-29,2.15,CLIC
2011-12-30,3.09,CLIC
2011-12-31,1.28,CLIC
2012-01-01,3.24,CLIC
2012-01-02,1.77,CLIC
2012-01-03,0.87,CLIC
2012-01-04,4.4,CLIC
2012-01-05,1.53,CLIC
2012-01-06,2.76,CLIC
2012-01-07,2.19,CLIC
2012-01-08,1.08,CLIC
2012-01-09,3.73,CLIC
2012-01-10,2.04,CLIC
2012-01-11,2.25,CLIC
2012-01-12,2.9,CLIC
2012-01-13,1.47,CLIC
2012-01-14,1.82,CLIC
2012-01-15,0.77,CLIC
2012-01-16,2.17,CLIC
2012-01-17,4.21,CLIC
2012-01-18,2.31,CLIC
2012-01-19,1.29,CLIC
2012-01-20,3.12,CLIC
2012-01-21,3.45,CLIC
2012-01-22,2.11,CLIC
2012-01-23,0.77,CLIC
2012-01-24,3.37,CLIC
2012-01-25,2.7,CLIC
2012-01-26,2.25,CLIC
2012-01-27,3.22,CLIC
2012-01-28,2.15,CLIC
2012-01-29,0.28,CLIC
2012-01-30,0.83,CLIC
2012-01-31,1,CLIC
2012-02-01,3,CLIC
2012-02-02,2.81,CLIC
2012-02-03,2.73,CLIC
2012-02-04,0.04,CLIC
2012-02-05,0.91,CLIC
2012-02-06,0.92,CLIC
2012-02-07,0.87,CLIC
2012-02-08,0.8,CLIC
2012-02-09,0.67,CLIC
2012-02-10,1.9,CLIC
2012-02-11,0.3,CLIC
2012-02-12,1.24,CLIC
2012-02-13,2.05,CLIC
2012-02-14,2.78,CLIC
2012-02-15,2.48,CLIC
2012-02-16,0.82,CLIC
2012-02-17,2.05,CLIC
2012-02-18,3.17,CLIC
2012-02-19,1.52,CLIC
2012-02-20,3.54,CLIC
2012-02-21,2.39,CLIC
2012-02-22,2.3,CLIC
2012-02-23,2.09,CLIC
2012-02-24,5.25,CLIC
2012-02-25,0.79,CLIC
2012-02-26,2.66,CLIC
2012-02-27,3.61,CLIC
2012-02-28,2.72,CLIC
2012-02-29,3.22,CLIC
2012-03-01,1.54,CLIC
2012-03-02,4.61,CLIC
2012-03-03,5.07,CLIC
2012-03-04,4.57,CLIC
2012-03-05,3.55,CLIC
2012-03-06,3.57,CLIC
2012-03-07,3.75,CLIC
2012-03-08,4.11,CLIC
2012-03-09,1.26,CLIC
2012-03-10,1.28,CLIC
2012-03-11,1.02,CLIC
2012-03-12,4.09,CLIC
2012-03-13,2.84,CLIC
2012-03-14,4.46,CLIC
2012-03-15,3.55,CLIC
2012-03-16,2.85,CLIC
2012-03-17,1.81,CLIC
2012-03-18,2.26,CLIC
2012-03-19,4.42,CLIC
2012-03-20,3.56,CLIC
2012-03-21,4.7,CLIC
2012-03-22,4.81,CLIC
2012-03-23,5.07,CLIC
2012-03-24,3.6,CLIC
2012-03-25,2.92,CLIC
2012-03-26,1.58,CLIC
2012-03-27,3.4,CLIC
2012-03-28,2.54,CLIC
2012-03-29,2.28,CLIC
2012-03-30,3.52,CLIC
2012-03-31,3.57,CLIC
2012-04-01,2.32,CLIC
2012-04-02,4.79,CLIC
2012-04-03,6.41,CLIC
2012-04-04,4.99,CLIC
2012-04-05,4.4,CLIC
2012-04-06,2.9,CLIC
2012-04-07,1.71,CLIC
2012-04-08,1.26,CLIC
2012-04-09,2.29,CLIC
2012-04-10,1.36,CLIC
2012-04-11,2.36,CLIC
2012-04-14,5.16,CLIC
2012-04-15,7.69,CLIC
