Estación: ,C19185,EL CANADA
2012-03-07,4.22,CLIC
2012-03-08,5.74,CLIC
2012-03-09,2.48,CLIC
2012-03-10,1.14,CLIC
2012-03-11,2.09,CLIC
2012-03-12,5.53,CLIC
2012-03-13,3.51,CLIC
2012-03-14,3.66,CLIC
2012-03-15,1.45,CLIC
2012-03-16,3.48,CLIC
2012-03-17,2,CLIC
2012-03-18,1.14,CLIC
2012-03-19,8.22,CLIC
2012-03-20,5.07,CLIC
2012-03-21,3.68,CLIC
2012-03-22,8.31,CLIC
2012-03-23,7.06,CLIC
2012-03-24,5.63,CLIC
2012-03-25,4.03,CLIC
2012-03-26,2.49,CLIC
2012-03-27,2.78,CLIC
2012-03-28,3.15,CLIC
2012-03-29,3,CLIC
2012-03-30,6.4,CLIC
2012-03-31,8.05,CLIC
2012-04-01,8.63,CLIC
2012-04-02,6.64,CLIC
2012-04-03,10.55,CLIC
2012-04-04,5.2,CLIC
2012-04-05,4.6,CLIC
2012-04-06,4.02,CLIC
2012-04-07,4.64,CLIC
2012-04-08,1.26,CLIC
2012-04-09,4.59,CLIC
2012-04-10,4.24,CLIC
2012-04-11,2.12,CLIC
2012-04-12,3.09,CLIC
2012-04-13,5.47,CLIC
2012-04-14,6.37,CLIC
2012-04-15,7.84,CLIC
2012-04-16,7.1,CLIC
2012-04-17,7.19,CLIC
2012-04-18,7.07,CLIC
2012-04-19,5.53,CLIC
2012-04-20,8.39,CLIC
2012-04-21,8.49,CLIC
2012-04-22,8.11,CLIC
2012-04-23,8.3,CLIC
2012-04-24,7.03,CLIC
2012-04-25,7.98,CLIC
2012-04-26,7.36,CLIC
2012-04-27,7.2,CLIC
2012-04-28,7.21,CLIC
2012-04-29,3.24,CLIC
2012-04-30,2.6,CLIC
2012-05-01,3.75,CLIC
2012-05-02,2.39,CLIC
2012-05-03,3.16,CLIC
2012-05-04,4.33,CLIC
2012-05-05,8.67,CLIC
2012-05-06,9.3,CLIC
2012-05-07,4.8,CLIC
2012-05-08,5.61,CLIC
2012-05-09,1.49,CLIC
2012-05-10,2.35,CLIC
2012-05-11,6.3,CLIC
2012-05-12,8.4,CLIC
2012-05-13,7.54,CLIC
2012-05-14,5.83,CLIC
2012-05-15,3.33,CLIC
2012-05-16,8.19,CLIC
2012-05-17,6.17,CLIC
2012-05-18,8.05,CLIC
2012-05-19,7.75,CLIC
2012-05-20,6.77,CLIC
2012-05-21,6.96,CLIC
2012-05-22,8.11,CLIC
2012-05-23,9.66,CLIC
2012-05-24,10.14,CLIC
2012-05-25,6.93,CLIC
2012-05-26,8.3,CLIC
2012-05-27,2.21,CLIC
2012-05-28,7.4,CLIC
2012-05-29,9.05,CLIC
2012-05-30,9.32,CLIC
2012-05-31,7.26,CLIC
2012-06-01,3.49,CLIC
2012-06-02,6.61,CLIC
2012-06-03,9.82,CLIC
2012-06-04,4.25,CLIC
2012-06-05,6.59,CLIC
2012-06-06,7.8,CLIC
2012-06-07,5.06,CLIC
2012-06-08,7.63,CLIC
2012-06-09,8.59,CLIC
2012-06-10,10.05,CLIC
2012-06-11,10.63,CLIC
2012-06-12,4.85,CLIC
2012-06-13,8.41,CLIC
2012-06-14,9.02,CLIC
2012-06-15,8.23,CLIC
2012-06-16,8.12,CLIC
2012-06-17,10.08,CLIC
2012-06-18,9.73,CLIC
2012-06-19,7.2,CLIC
2012-06-20,8.5,CLIC
2012-06-21,7.87,CLIC
2012-06-22,6.11,CLIC
2012-06-23,5.04,CLIC
2012-06-24,7.73,CLIC
2012-06-25,9.24,CLIC
2012-06-26,10.39,CLIC
2012-06-27,8.44,CLIC
2012-06-28,6.92,CLIC
2012-06-29,7.66,CLIC
2012-06-30,5.38,CLIC
2012-07-01,2.68,CLIC
2012-07-02,6.17,CLIC
2012-07-03,8.05,CLIC
2012-07-04,6.27,CLIC
2012-07-05,10.51,CLIC
2012-07-06,6.8,CLIC
2012-07-07,8.31,CLIC
2012-07-08,6.78,CLIC
2012-07-09,7.08,CLIC
2012-07-10,9.16,CLIC
2012-07-11,4.01,CLIC
2012-07-12,1.31,CLIC
2012-07-13,6.33,CLIC
2012-07-14,4.88,CLIC
2012-07-15,10.15,CLIC
2012-07-16,6.45,CLIC
2012-07-17,7.83,CLIC
2012-07-18,5.91,CLIC
2012-07-19,0.9,CLIC
2012-07-20,9.03,CLIC
2012-07-21,8.93,CLIC
2012-07-22,6.02,CLIC
2012-07-23,11.11,CLIC
2012-07-24,9.98,CLIC
2012-07-25,6.45,CLIC
2012-07-26,8.65,CLIC
2012-07-27,0.41,CLIC
2012-07-28,8.43,CLIC
2012-07-29,11.22,CLIC
2012-07-30,9.96,CLIC
2012-07-31,5.4,CLIC
2012-08-01,11.25,CLIC
2012-08-02,9.82,CLIC
2012-08-03,9.21,CLIC
2012-08-04,11.21,CLIC
2012-08-05,7.72,CLIC
2012-08-06,8.02,CLIC
2012-08-07,9.33,CLIC
2012-08-08,7.41,CLIC
2012-08-09,8.34,CLIC
2012-08-10,8.87,CLIC
2012-08-11,8.4,CLIC
2012-08-12,8.18,CLIC
2012-08-13,6.71,CLIC
2012-08-14,9.32,CLIC
2012-08-15,9.76,CLIC
2012-08-16,9.74,CLIC
2012-08-17,9.17,CLIC
2012-08-18,8.88,CLIC
2012-08-19,6.03,CLIC
2012-08-20,4.12,CLIC
2012-08-21,9.06,CLIC
2012-08-22,4.33,CLIC
2012-08-23,4.12,CLIC
2012-08-24,9.2,CLIC
2012-08-25,6.5,CLIC
2012-08-26,5.57,CLIC
2012-08-27,8.81,CLIC
2012-08-28,6.93,CLIC
2012-08-29,6.14,CLIC
2012-08-30,5.4,CLIC
2012-08-31,9.38,CLIC
2012-09-01,6.81,CLIC
2012-09-02,6.91,CLIC
2012-09-03,8.78,CLIC
2012-09-04,6.16,CLIC
2012-09-05,8.09,CLIC
2012-09-06,10.12,CLIC
2012-09-07,9.05,CLIC
2012-09-08,6.33,CLIC
2012-09-09,3.42,CLIC
2012-09-10,8.84,CLIC
2012-09-11,5.93,CLIC
2012-09-12,8.73,CLIC
2012-09-13,6.58,CLIC
2012-09-14,1.83,CLIC
2012-09-15,2.34,CLIC
2012-09-16,4.29,CLIC
2012-09-17,6.79,CLIC
2012-09-18,6,CLIC
2012-09-19,3.89,CLIC
2012-09-20,9.25,CLIC
2012-09-21,6.51,CLIC
2012-09-22,6.41,CLIC
2012-09-23,5.19,CLIC
2012-09-24,6.5,CLIC
2012-09-25,5.19,CLIC
2012-09-26,4.13,CLIC
2012-09-27,5.76,CLIC
2012-09-28,2.83,CLIC
2012-09-29,5.43,CLIC
2012-09-30,5.57,CLIC
2012-10-01,5.14,CLIC
2012-10-02,7.58,CLIC
2012-10-03,6.72,CLIC
2012-10-04,6.69,CLIC
2012-10-05,5.89,CLIC
2012-10-06,6.73,CLIC
2012-10-07,1.27,CLIC
2012-10-08,1.01,CLIC
2012-10-09,4.37,CLIC
2012-10-10,5.12,CLIC
2012-10-11,5.74,CLIC
2012-10-12,5.24,CLIC
2012-10-13,6.23,CLIC
2012-10-14,4.91,CLIC
2012-10-15,2.43,CLIC
2012-10-16,3.61,CLIC
2012-10-17,3.64,CLIC
2012-10-18,7.74,CLIC
2012-10-19,1.63,CLIC
2012-10-20,3.6,CLIC
2012-10-21,6.29,CLIC
2012-10-22,4.31,CLIC
2012-10-23,2.35,CLIC
2012-10-24,5.49,CLIC
2012-10-25,3.55,CLIC
2012-10-26,8.74,CLIC
2012-10-27,1.55,CLIC
2012-10-28,3.83,CLIC
2012-10-29,3.5,CLIC
2012-10-30,3.96,CLIC
2012-10-31,4.84,CLIC
2012-11-01,3.43,CLIC
2012-11-02,4.56,CLIC
2012-11-03,3.2,CLIC
2012-11-04,2.7,CLIC
2012-11-05,4.28,CLIC
2012-11-06,4.19,CLIC
2012-11-07,3.02,CLIC
2012-11-08,4.51,CLIC
2012-11-09,4.98,CLIC
2012-11-10,3.07,CLIC
2012-11-11,6.25,CLIC
2012-11-12,5.23,CLIC
2012-11-13,2.94,CLIC
2012-11-14,0.83,CLIC
2012-11-15,0.1,CLIC
2012-11-16,0.17,CLIC
2012-11-17,0.72,CLIC
2012-11-18,0.27,CLIC
2012-11-19,0.93,CLIC
2012-11-20,2.97,CLIC
2012-11-21,0.64,CLIC
2012-11-22,0.31,CLIC
2012-11-23,1.99,CLIC
2012-11-24,1.67,CLIC
2012-11-25,3.03,CLIC
2012-11-26,1.17,CLIC
2012-11-27,1.95,CLIC
2012-11-28,2.33,CLIC
2012-11-29,1.41,CLIC
2012-11-30,1.54,CLIC
2012-12-01,2.6,CLIC
2012-12-02,1.18,CLIC
2012-12-03,2,CLIC
2012-12-04,2.6,CLIC
2012-12-05,2.62,CLIC
2012-12-06,2.07,CLIC
2012-12-07,5.29,CLIC
2012-12-08,0.8,CLIC
2012-12-09,2.62,CLIC
2012-12-10,1.69,CLIC
2012-12-11,2.11,CLIC
2012-12-12,2.85,CLIC
2012-12-13,1.16,CLIC
2012-12-14,2.79,CLIC
2012-12-15,3.22,CLIC
2012-12-16,0.6,CLIC
2012-12-17,2.09,CLIC
2012-12-18,2.95,CLIC
2012-12-19,6.04,CLIC
2012-12-20,4.1,CLIC
2012-12-21,1.48,CLIC
2012-12-22,2.05,CLIC
2012-12-23,5.05,CLIC
2012-12-24,5.37,CLIC
2012-12-25,4.5,CLIC
2012-12-26,0.55,CLIC
2012-12-27,1.2,CLIC
2012-12-28,4.7,CLIC
2012-12-29,3.08,CLIC
2012-12-30,2.11,CLIC
2012-12-31,0.07,CLIC
2013-01-01,0.14,CLIC
2013-01-02,4.36,CLIC
2013-01-03,1.95,CLIC
2013-01-04,0.8,CLIC
2013-01-05,0.77,CLIC
2013-01-06,2.59,CLIC
2013-01-07,2.01,CLIC
2013-01-08,0.55,CLIC
2013-01-09,4.24,CLIC
2013-01-10,1.51,CLIC
2013-01-11,1.95,CLIC
2013-01-12,4.54,CLIC
2013-01-13,0.79,CLIC
2013-01-14,1.34,CLIC
2013-01-15,2.78,CLIC
2013-01-16,4.2,CLIC
2013-01-17,2.34,CLIC
2013-01-18,3.93,CLIC
2013-01-19,1.86,CLIC
2013-01-20,2.51,CLIC
2013-01-21,2.54,CLIC
2013-01-22,0.44,CLIC
2013-01-23,2.9,CLIC
2013-01-24,3.54,CLIC
2013-01-25,3.32,CLIC
2013-01-26,3.75,CLIC
2013-01-27,2.58,CLIC
2013-01-28,3.54,CLIC
2013-01-29,8.4,CLIC
2013-01-30,4.17,CLIC
2013-01-31,2.58,CLIC
2013-02-01,2.51,CLIC
2013-02-02,3.2,CLIC
2013-02-03,1.19,CLIC
2013-02-04,5.11,CLIC
2013-02-05,5.37,CLIC
2013-02-06,4.15,CLIC
2013-02-07,2.85,CLIC
2013-02-08,2.14,CLIC
2013-02-09,2.07,CLIC
2013-02-10,6.25,CLIC
2013-02-11,5.4,CLIC
2013-02-12,5.15,CLIC
2013-02-13,4.65,CLIC
2013-02-14,2.42,CLIC
2013-02-15,3,CLIC
2013-02-16,5.72,CLIC
2013-02-17,4.77,CLIC
2013-02-18,5.57,CLIC
2013-02-19,4.22,CLIC
2013-02-20,2,CLIC
2013-02-21,7.12,CLIC
2013-02-22,4.54,CLIC
2013-02-23,3.98,CLIC
2013-02-24,5.03,CLIC
2013-02-25,6.7,CLIC
2013-02-26,4.23,CLIC
2013-02-27,6.34,CLIC
2013-02-28,6.38,CLIC
2013-03-01,7.35,CLIC
2013-03-02,4.53,CLIC
2013-03-03,6.15,CLIC
2013-03-04,4.74,CLIC
2013-03-05,7.13,CLIC
2013-03-06,6.48,CLIC
2013-03-07,4.25,CLIC
2013-03-08,2.06,CLIC
2013-03-09,3.64,CLIC
2013-03-10,7.77,CLIC
2013-03-11,7.64,CLIC
2013-03-12,4,CLIC
2013-03-13,5.38,CLIC
2013-03-14,9.1,CLIC
2013-03-15,5.53,CLIC
2013-03-16,5.93,CLIC
2013-03-17,6.94,CLIC
2013-03-18,6.12,CLIC
2013-03-19,9.72,CLIC
2013-03-20,5.58,CLIC
2013-03-21,3,CLIC
2013-03-22,2.07,CLIC
2013-03-23,3.11,CLIC
2013-03-24,2.82,CLIC
2013-03-25,2.5,CLIC
2013-03-26,2.85,CLIC
2013-03-27,6.05,CLIC
2013-03-28,4,CLIC
2013-03-29,6,CLIC
2013-03-30,4.4,CLIC
2013-03-31,4.8,CLIC
2013-04-01,5.05,CLIC
2013-04-02,3.1,CLIC
2013-04-03,3.91,CLIC
2013-04-04,6.46,CLIC
2013-04-05,8.35,CLIC
2013-04-06,7.1,CLIC
2013-04-07,9.56,CLIC
2013-04-08,7.37,CLIC
2013-04-09,8.84,CLIC
2013-04-10,11.13,CLIC
2013-04-11,8.56,CLIC
2013-04-12,5.79,CLIC
2013-04-13,3.64,CLIC
2013-04-14,9.35,CLIC
2013-04-15,7.89,CLIC
2013-04-16,2.89,CLIC
2013-04-17,9.75,CLIC
2013-04-18,11.24,CLIC
2013-04-19,7.03,CLIC
2013-04-20,8.32,CLIC
2013-04-21,6.71,CLIC
2013-04-22,7.22,CLIC
2013-04-23,6.07,CLIC
2013-04-24,0.46,CLIC
2013-04-25,1.25,CLIC
2013-04-26,3.94,CLIC
2013-04-27,3.96,CLIC
2013-04-28,0.72,CLIC
2013-04-29,1.4,CLIC
2013-04-30,7.21,CLIC
2013-05-01,6.3,CLIC
2013-05-02,3.69,CLIC
2013-05-03,6.85,CLIC
2013-05-04,4.5,CLIC
2013-05-05,8.49,CLIC
2013-05-06,7.05,CLIC
2013-05-07,5.21,CLIC
2013-05-08,6.64,CLIC
2013-05-09,6.03,CLIC
2013-05-10,8.68,CLIC
2013-05-11,2.48,CLIC
2013-05-12,2.14,CLIC
2013-05-13,1.92,CLIC
2013-05-14,1.83,CLIC
2013-05-15,4.09,CLIC
2013-05-16,9.22,CLIC
2013-05-17,9.05,CLIC
2013-05-18,5.65,CLIC
2013-05-19,7.12,CLIC
2013-05-20,6.03,CLIC
2013-05-21,2.8,CLIC
2013-05-22,5.81,CLIC
2013-05-23,8.32,CLIC
2013-05-24,4.15,CLIC
2013-05-25,2.98,CLIC
2013-05-26,6.28,CLIC
2013-05-27,5.98,CLIC
2013-05-28,5.21,CLIC
2013-05-29,4.27,CLIC
2013-05-30,4.69,CLIC
2013-05-31,3.03,CLIC
2020-10-30,2181.6,CLIC
2020-11-30,1972.8,CLIC
