Estación: ,C19029,LA ARENA. PESQUERIA
1976-12-06,1.4,CLIC
1976-12-07,3.7,CLIC
1976-12-08,2.8,CLIC
1976-12-09,1.2,CLIC
1976-12-10,1.5,CLIC
1976-12-11,1,CLIC
1976-12-12,0.3,CLIC
1976-12-13,0.3,CLIC
1976-12-14,0.2,CLIC
1976-12-15,1.6,CLIC
1976-12-16,2,CLIC
1976-12-17,1.7,CLIC
1976-12-18,1.4,CLIC
1976-12-19,0.2,CLIC
1976-12-20,3,CLIC
1976-12-21,1.3,CLIC
1976-12-22,1.8,CLIC
1976-12-23,0.2,CLIC
1976-12-24,0.6,CLIC
1976-12-25,1.3,CLIC
1976-12-26,3.1,CLIC
1976-12-27,3.3,CLIC
1976-12-28,3.6,CLIC
1976-12-29,3.4,CLIC
1976-12-30,3.2,CLIC
1976-12-31,4.1,CLIC
1977-01-01,3,CLIC
1977-01-02,0.1,CLIC
1977-01-03,0.1,CLIC
1977-01-04,0.9,CLIC
1977-01-05,1,CLIC
1977-01-06,0.2,CLIC
1977-01-07,1.3,CLIC
1977-01-08,2.5,CLIC
1977-01-09,1.7,CLIC
1977-01-10,1.7,CLIC
1977-01-11,2.8,CLIC
1977-01-12,1.2,CLIC
1977-01-13,0.8,CLIC
1977-01-14,1,CLIC
1977-01-15,0.6,CLIC
1977-01-16,1,CLIC
1977-01-17,0.3,CLIC
1977-01-18,0.1,CLIC
1977-01-19,3.4,CLIC
1977-01-20,2.2,CLIC
1977-01-21,2.1,CLIC
1977-01-22,0.8,CLIC
1977-01-23,1,CLIC
1977-01-24,2.8,CLIC
1977-01-25,0.4,CLIC
1977-01-26,0.9,CLIC
1977-01-27,2.9,CLIC
1977-01-28,5.7,CLIC
1977-01-29,7.3,CLIC
1977-01-30,1.9,CLIC
1977-01-31,1.9,CLIC
1977-02-01,1.3,CLIC
1977-02-02,1.2,CLIC
1977-02-03,2.1,CLIC
1977-02-04,4.7,CLIC
1977-02-05,4.8,CLIC
1977-02-06,1.9,CLIC
1977-02-07,1.1,CLIC
1977-02-08,0.4,CLIC
1977-02-09,0.3,CLIC
1977-02-10,0.1,CLIC
1977-02-11,2.3,CLIC
1977-02-12,1.9,CLIC
1977-02-13,3.8,CLIC
1977-02-14,4.1,CLIC
1977-02-15,1.4,CLIC
1977-02-16,3.9,CLIC
1977-02-17,4.9,CLIC
1977-02-18,4.8,CLIC
1977-02-19,5.7,CLIC
1977-02-20,1.7,CLIC
1977-02-21,1.5,CLIC
1977-02-22,5.3,CLIC
1977-02-23,10.4,CLIC
1977-02-24,7.2,CLIC
1977-02-25,9.3,CLIC
1977-02-26,7.1,CLIC
1977-02-27,4.8,CLIC
1977-02-28,5.7,CLIC
1977-03-01,5.7,CLIC
1977-03-02,3.8,CLIC
1977-03-03,8.1,CLIC
1977-03-04,6.4,CLIC
1977-03-05,0.1,CLIC
1977-03-06,2.3,CLIC
1977-03-07,4.5,CLIC
1977-03-08,5.9,CLIC
1977-03-09,3,CLIC
1977-03-10,4.2,CLIC
1977-03-11,5.9,CLIC
1977-03-12,4.5,CLIC
1977-03-13,8.2,CLIC
1977-03-14,5.9,CLIC
1977-03-15,4.4,CLIC
1977-03-16,2.7,CLIC
1977-03-17,4.9,CLIC
1977-03-18,9,CLIC
1977-03-19,8.8,CLIC
1977-03-20,4.3,CLIC
1977-03-21,8.9,CLIC
1977-03-22,4.1,CLIC
1977-03-23,2,CLIC
1977-03-24,5.2,CLIC
1977-03-25,5.6,CLIC
1977-03-26,2,CLIC
1977-03-27,7.3,CLIC
1977-03-28,6.8,CLIC
1977-03-29,7,CLIC
1977-03-30,4.7,CLIC
1977-03-31,2.2,CLIC
1977-04-01,2.1,CLIC
1977-04-02,6,CLIC
1977-04-03,11.4,CLIC
1977-04-04,9.2,CLIC
1977-04-05,9,CLIC
1977-04-06,9.6,CLIC
1977-04-07,7.6,CLIC
1977-04-08,9.6,CLIC
1977-04-09,5.9,CLIC
1977-04-10,4.5,CLIC
1977-04-11,1.4,CLIC
1977-04-12,4.4,CLIC
1977-04-13,3.5,CLIC
1977-04-14,7.2,CLIC
1977-04-15,10,CLIC
1977-04-16,7.9,CLIC
1977-04-17,5,CLIC
1977-04-18,5.5,CLIC
1977-04-19,5.6,CLIC
1977-04-20,8.6,CLIC
1977-04-21,4.7,CLIC
1977-04-22,5.6,CLIC
1977-04-23,7.1,CLIC
1977-04-24,4.5,CLIC
1977-04-25,7.7,CLIC
1977-04-26,4.3,CLIC
1977-04-27,7,CLIC
1977-04-28,4.5,CLIC
1977-04-29,3.5,CLIC
1977-04-30,5.7,CLIC
1977-05-01,8.5,CLIC
1977-05-02,8.3,CLIC
1977-05-03,8.8,CLIC
1977-05-04,5.7,CLIC
1977-05-05,5.2,CLIC
1977-05-06,4.7,CLIC
1977-05-07,4.9,CLIC
1977-05-08,7.6,CLIC
1977-05-09,7.7,CLIC
1977-05-10,6.6,CLIC
1977-05-11,4.9,CLIC
1977-05-12,2.5,CLIC
1977-05-13,3.2,CLIC
1977-05-14,4.8,CLIC
1977-05-15,6,CLIC
1977-05-16,2.4,CLIC
1977-05-17,6.6,CLIC
1977-05-18,8,CLIC
1977-05-19,1.8,CLIC
1977-05-20,2.6,CLIC
1977-05-21,9,CLIC
1977-05-22,3.4,CLIC
1977-05-23,3.3,CLIC
1977-05-24,6,CLIC
1977-05-25,5.9,CLIC
1977-05-26,7.8,CLIC
1977-05-27,8.4,CLIC
1977-05-28,8.3,CLIC
1977-05-29,7.8,CLIC
1977-05-30,10.4,CLIC
1977-05-31,9.8,CLIC
1977-06-01,9.6,CLIC
1977-06-02,11.6,CLIC
1977-06-03,12,CLIC
1977-06-04,11,CLIC
1977-06-05,8.1,CLIC
1977-06-06,7.7,CLIC
1977-06-07,7.4,CLIC
1977-06-08,12.8,CLIC
1977-06-09,10.9,CLIC
1977-06-10,9.5,CLIC
1977-06-11,9.7,CLIC
1977-06-12,7.6,CLIC
1977-06-13,6.9,CLIC
1977-06-14,5.5,CLIC
1977-06-15,7.4,CLIC
1977-06-16,10.2,CLIC
1977-06-17,10.2,CLIC
1977-06-18,10.3,CLIC
1977-06-19,10.7,CLIC
1977-06-20,12.9,CLIC
1977-06-21,10.9,CLIC
1977-06-23,5.7,CLIC
1977-06-24,10.1,CLIC
1977-06-25,9.1,CLIC
1977-06-26,11.5,CLIC
1977-06-27,11.1,CLIC
1977-06-28,10.2,CLIC
1977-06-29,7.1,CLIC
1977-06-30,11.6,CLIC
1977-07-01,10.9,CLIC
1977-07-02,12.7,CLIC
1977-07-03,12.7,CLIC
1977-07-04,13.1,CLIC
1977-07-05,11,CLIC
1977-07-06,10.2,CLIC
1977-07-07,11.5,CLIC
1977-07-08,7.7,CLIC
1977-07-09,10.9,CLIC
1977-07-10,14.1,CLIC
1977-07-11,14.4,CLIC
1977-07-12,14.7,CLIC
1977-07-13,11.6,CLIC
1977-07-14,8.2,CLIC
1977-07-15,4.2,CLIC
1977-07-16,8.8,CLIC
1977-07-17,6.1,CLIC
1977-07-18,9,CLIC
1977-07-19,8.3,CLIC
1977-07-20,8.3,CLIC
1977-07-21,5.7,CLIC
1977-07-22,12.1,CLIC
1977-07-23,11.6,CLIC
1977-07-24,11.8,CLIC
1977-07-25,12,CLIC
1977-07-26,11.6,CLIC
1977-07-27,11.4,CLIC
1977-07-28,11.7,CLIC
1977-07-29,5.7,CLIC
1977-07-30,6.9,CLIC
1977-07-31,14.9,CLIC
1977-08-01,11.8,CLIC
1977-08-02,11.6,CLIC
1977-08-03,12.3,CLIC
1977-08-04,12.1,CLIC
1977-08-05,12.9,CLIC
1977-08-06,10.4,CLIC
1977-08-07,10.6,CLIC
1977-08-08,7.1,CLIC
1977-08-09,12.1,CLIC
1977-08-10,11.8,CLIC
1977-08-11,11.7,CLIC
1977-08-12,3.4,CLIC
1977-08-13,6.8,CLIC
1977-08-14,9.4,CLIC
1977-08-15,12,CLIC
1977-08-16,11.1,CLIC
1977-08-17,10.5,CLIC
1977-08-18,10.3,CLIC
1977-08-19,12.7,CLIC
1977-08-20,11.3,CLIC
1977-08-21,9.9,CLIC
1977-08-22,10.2,CLIC
1977-08-23,10.1,CLIC
1977-08-24,9.6,CLIC
1977-08-25,12.5,CLIC
1977-08-26,12.1,CLIC
1977-08-27,9.4,CLIC
1977-08-28,3.6,CLIC
1977-08-29,2.4,CLIC
1977-08-30,7.6,CLIC
1977-08-31,5.5,CLIC
1977-09-01,4.6,CLIC
1977-09-03,5.6,CLIC
1977-09-04,5.6,CLIC
1977-09-05,7.2,CLIC
1977-09-06,10,CLIC
1977-09-07,5,CLIC
1977-09-08,6.9,CLIC
1977-09-09,6.1,CLIC
1977-09-10,4.6,CLIC
1977-09-11,8,CLIC
1977-09-12,6,CLIC
1977-09-13,7.4,CLIC
1977-09-14,6,CLIC
1977-09-15,8.6,CLIC
1977-09-16,8.5,CLIC
1977-09-17,7.3,CLIC
1977-09-18,5.2,CLIC
1977-09-19,7,CLIC
1977-09-20,6.3,CLIC
1977-09-21,8.7,CLIC
1977-09-22,7.3,CLIC
1977-09-23,6.2,CLIC
1977-09-24,5.9,CLIC
1977-09-25,5.4,CLIC
1977-09-26,10.2,CLIC
1977-09-27,9.1,CLIC
1977-09-28,7.9,CLIC
1977-09-29,7.3,CLIC
1977-09-30,7.5,CLIC
1977-10-01,5.8,CLIC
1977-10-02,8.7,CLIC
1977-10-04,3.2,CLIC
1977-10-05,1.2,CLIC
1977-10-06,2.8,CLIC
1977-10-07,3.7,CLIC
1977-10-08,4.4,CLIC
1977-10-09,2.5,CLIC
1977-10-10,1.7,CLIC
1977-10-11,5,CLIC
1977-10-12,2.9,CLIC
1977-10-13,4.1,CLIC
1977-10-14,5.3,CLIC
1977-10-15,3.7,CLIC
1977-10-16,4.1,CLIC
1977-10-17,5.6,CLIC
1977-10-18,3,CLIC
1977-10-19,4.1,CLIC
1977-10-20,3.2,CLIC
1977-10-21,3.1,CLIC
1977-10-22,1,CLIC
1977-10-23,3.5,CLIC
1977-10-24,2.7,CLIC
1977-10-25,0.9,CLIC
1977-10-26,2.2,CLIC
1977-10-27,0.2,CLIC
1977-10-28,3,CLIC
1977-10-29,3.6,CLIC
1977-10-30,4.2,CLIC
1977-10-31,4.1,CLIC
1977-11-01,3.8,CLIC
1977-11-02,6.2,CLIC
1977-11-03,4.7,CLIC
1977-11-04,3,CLIC
1977-11-05,3.6,CLIC
1977-11-06,3.7,CLIC
1977-11-07,4.3,CLIC
1977-11-08,5.2,CLIC
1977-11-09,6.1,CLIC
1977-11-10,4.6,CLIC
1977-11-11,3,CLIC
1977-11-12,1.5,CLIC
1977-11-13,3.7,CLIC
1977-11-14,1.9,CLIC
1977-11-15,2.8,CLIC
1977-11-16,2.5,CLIC
1977-11-17,3.7,CLIC
1977-11-18,2.9,CLIC
1977-11-19,3.9,CLIC
1977-11-20,3.7,CLIC
1977-11-21,4.5,CLIC
1977-11-22,3.1,CLIC
1977-11-23,1.7,CLIC
1977-11-24,5.1,CLIC
1977-11-25,4.3,CLIC
1977-11-26,2.2,CLIC
1977-11-27,6.6,CLIC
1977-11-28,2.2,CLIC
1977-11-29,5.2,CLIC
1977-11-30,4.7,CLIC
1977-12-01,4.8,CLIC
1977-12-02,4.9,CLIC
1977-12-03,3.8,CLIC
1977-12-04,4.9,CLIC
1977-12-05,6.7,CLIC
1977-12-06,7,CLIC
1977-12-07,5.7,CLIC
1977-12-08,3.1,CLIC
1977-12-09,4,CLIC
1977-12-10,1.8,CLIC
1977-12-11,1.6,CLIC
1977-12-12,2.3,CLIC
1977-12-13,2.3,CLIC
1977-12-14,4.3,CLIC
1977-12-15,5.2,CLIC
1977-12-16,3.8,CLIC
1977-12-17,4.3,CLIC
1977-12-18,4.2,CLIC
1977-12-19,3.6,CLIC
1977-12-20,3.8,CLIC
1977-12-21,2.2,CLIC
1977-12-22,0.8,CLIC
1977-12-23,3.4,CLIC
1977-12-24,2.6,CLIC
1977-12-25,4.2,CLIC
1977-12-26,4.5,CLIC
1977-12-27,3.8,CLIC
1977-12-28,2.5,CLIC
1977-12-29,3.5,CLIC
1977-12-30,2.9,CLIC
1977-12-31,3.3,CLIC
1978-01-01,1,CLIC
1978-01-02,2.1,CLIC
1978-01-03,0.6,CLIC
1978-01-04,2.6,CLIC
1978-01-05,2.9,CLIC
1978-01-06,2.6,CLIC
1978-01-07,4,CLIC
1978-01-08,4.1,CLIC
1978-01-09,3.5,CLIC
1978-01-10,2.8,CLIC
1978-01-11,2.3,CLIC
1978-01-12,3.4,CLIC
1978-01-13,6.6,CLIC
1978-01-14,3.9,CLIC
1978-01-15,2.9,CLIC
1978-01-16,5.7,CLIC
1978-01-17,3.3,CLIC
1978-01-18,2,CLIC
1978-01-19,1.7,CLIC
1978-01-20,1.6,CLIC
1978-01-21,1.3,CLIC
1978-01-22,0.2,CLIC
1978-01-23,1.2,CLIC
1978-01-24,1.6,CLIC
1978-01-25,6.1,CLIC
1978-01-26,3.8,CLIC
1978-01-27,3.2,CLIC
1978-01-28,0.7,CLIC
1978-01-29,0.3,CLIC
1978-01-30,0.2,CLIC
1978-01-31,0.2,CLIC
1978-02-01,0.9,CLIC
1978-02-02,0.3,CLIC
1978-02-03,0.2,CLIC
1978-02-04,0.4,CLIC
1978-02-05,1.5,CLIC
1978-02-06,0.8,CLIC
1978-02-07,5.2,CLIC
1978-02-08,1.3,CLIC
1978-02-09,3.6,CLIC
1978-02-10,0.6,CLIC
1978-02-11,3.3,CLIC
1978-02-12,7.2,CLIC
1978-02-13,3.4,CLIC
1978-02-14,2,CLIC
1978-02-15,2.5,CLIC
1978-02-16,3.6,CLIC
1978-02-17,3.5,CLIC
1978-02-18,4.4,CLIC
1978-02-19,3.4,CLIC
1978-02-20,6.1,CLIC
1978-02-21,5.4,CLIC
1978-02-22,5.3,CLIC
1978-02-23,3.4,CLIC
1978-02-24,4.1,CLIC
1978-02-25,9.4,CLIC
1978-02-26,3.7,CLIC
1978-02-27,3.9,CLIC
1978-02-28,8.1,CLIC
1978-03-01,6.3,CLIC
1978-03-02,5.7,CLIC
1978-03-03,6.1,CLIC
1978-03-04,3.9,CLIC
1978-03-05,4.1,CLIC
1978-03-06,3.7,CLIC
1978-03-07,5.5,CLIC
1978-03-08,6.5,CLIC
1978-03-09,6.6,CLIC
1978-03-10,9.2,CLIC
1978-03-11,9.7,CLIC
1978-03-12,7.7,CLIC
1978-03-13,8.6,CLIC
1978-03-14,6.5,CLIC
1978-03-15,9.6,CLIC
1978-03-16,4.5,CLIC
1978-03-17,4.7,CLIC
1978-03-18,7.7,CLIC
1978-03-19,7.4,CLIC
1978-03-20,7,CLIC
1978-03-21,8,CLIC
1978-03-22,7.1,CLIC
1978-03-23,4.8,CLIC
1978-03-24,4.7,CLIC
1978-03-25,2.1,CLIC
1978-03-26,4,CLIC
1978-03-27,6.6,CLIC
1978-03-28,9.2,CLIC
1978-03-29,5,CLIC
1978-03-30,2.1,CLIC
1978-03-31,6.2,CLIC
1978-04-01,6.8,CLIC
1978-04-02,8.2,CLIC
1978-04-03,7.7,CLIC
1978-04-04,8.1,CLIC
1978-04-05,6.6,CLIC
1978-04-06,6.1,CLIC
1978-04-07,9.8,CLIC
1978-04-08,5.3,CLIC
1978-04-09,5.5,CLIC
1978-04-10,6.3,CLIC
1978-04-11,3.3,CLIC
1978-04-12,5.3,CLIC
1978-04-13,6.8,CLIC
1978-04-14,6.8,CLIC
1978-04-15,7,CLIC
1978-04-16,8.6,CLIC
1978-04-17,6.7,CLIC
1978-04-18,8.4,CLIC
1978-04-19,9.6,CLIC
1978-04-20,6.2,CLIC
1978-04-21,0.9,CLIC
1978-04-22,7.3,CLIC
1978-04-23,11.7,CLIC
1978-04-24,6.6,CLIC
1978-04-25,10.1,CLIC
1978-04-26,7.6,CLIC
1978-04-27,6.4,CLIC
1978-04-28,6.2,CLIC
1978-04-29,5.7,CLIC
1978-04-30,9.5,CLIC
1978-05-01,13.2,CLIC
1978-05-02,13.6,CLIC
1978-05-03,9.3,CLIC
1978-05-04,11,CLIC
1978-05-05,9.2,CLIC
1978-05-06,7.5,CLIC
1978-05-07,11,CLIC
1978-05-08,8.2,CLIC
1978-05-09,5.5,CLIC
1978-05-10,6,CLIC
1978-05-11,7.6,CLIC
1978-05-29,8.6,CLIC
1978-05-30,9,CLIC
1978-05-31,10.2,CLIC
1978-06-01,6.4,CLIC
1978-06-02,12.8,CLIC
1978-06-03,1.8,CLIC
1978-06-04,6.9,CLIC
1978-06-05,10.4,CLIC
1978-06-06,5.8,CLIC
1978-06-07,7.6,CLIC
1978-06-08,7.5,CLIC
1978-06-09,10.3,CLIC
1978-06-10,9.9,CLIC
1978-06-11,9.6,CLIC
1978-06-12,10.8,CLIC
1978-06-13,8.6,CLIC
1978-06-14,9.9,CLIC
1978-06-15,10.9,CLIC
1978-06-16,11.1,CLIC
1978-06-17,11.7,CLIC
1978-06-18,12.1,CLIC
1978-06-19,12.1,CLIC
1978-06-20,11.7,CLIC
1978-06-21,9.6,CLIC
1978-06-22,11.8,CLIC
1978-06-23,12.3,CLIC
1978-06-24,10.6,CLIC
1978-06-25,11.1,CLIC
1978-06-26,11.1,CLIC
1978-06-27,9.9,CLIC
1978-06-28,9,CLIC
1978-06-29,11.1,CLIC
1978-06-30,10.1,CLIC
1978-07-01,10.5,CLIC
1978-07-02,11.8,CLIC
1978-07-03,10.1,CLIC
1978-07-04,9.1,CLIC
1978-07-05,15.6,CLIC
1978-07-06,14.1,CLIC
1978-07-07,12.6,CLIC
1978-07-08,13.2,CLIC
1978-07-09,12.6,CLIC
1978-07-10,11.9,CLIC
1978-07-11,10.4,CLIC
1978-07-12,13.3,CLIC
1978-07-13,12.6,CLIC
1978-07-14,10.6,CLIC
1978-07-15,10.7,CLIC
1978-07-16,13.1,CLIC
1978-07-17,12.5,CLIC
1978-07-18,12.7,CLIC
1978-07-19,10.9,CLIC
1978-07-20,9.8,CLIC
1978-07-21,9.3,CLIC
1978-07-22,14,CLIC
1978-07-23,8.8,CLIC
1978-07-24,9.4,CLIC
1978-07-25,8.2,CLIC
1978-07-26,11,CLIC
1978-07-27,3.7,CLIC
1978-07-28,10,CLIC
1978-07-29,6.6,CLIC
1978-07-30,6.5,CLIC
1978-07-31,5.9,CLIC
1978-08-01,5.3,CLIC
1978-08-02,7.7,CLIC
1978-08-03,9.6,CLIC
1978-08-04,8.4,CLIC
1978-08-05,8.5,CLIC
1978-08-06,10.1,CLIC
1978-08-07,3.6,CLIC
1978-08-08,8.3,CLIC
1978-08-09,9.4,CLIC
1978-08-10,9.8,CLIC
1978-08-11,8.8,CLIC
1978-08-12,5.6,CLIC
1978-08-13,9.7,CLIC
1978-08-14,11.9,CLIC
1978-08-15,10.6,CLIC
1978-08-16,11,CLIC
1978-08-17,12.9,CLIC
1978-08-18,10.3,CLIC
1978-08-19,12.6,CLIC
1978-08-20,10,CLIC
1978-08-21,7.2,CLIC
1978-08-22,5.9,CLIC
1978-08-23,7,CLIC
1978-08-24,7.9,CLIC
1978-08-25,9.3,CLIC
1978-08-26,10.1,CLIC
1978-08-27,8.9,CLIC
1978-08-28,9.4,CLIC
1978-08-29,7.4,CLIC
1978-08-30,5.9,CLIC
1978-08-31,4.7,CLIC
1978-09-01,3.8,CLIC
1978-09-02,6.3,CLIC
1978-09-03,6.5,CLIC
1978-09-04,3.7,CLIC
1978-09-05,1.1,CLIC
1978-09-06,1.2,CLIC
1978-09-07,2.3,CLIC
1978-09-08,2.3,CLIC
1978-09-09,2.4,CLIC
1978-09-10,3.5,CLIC
1978-09-11,2.5,CLIC
1978-09-12,4.2,CLIC
1978-09-13,6.8,CLIC
1978-09-14,6.5,CLIC
1978-09-15,3.2,CLIC
1978-09-16,4.8,CLIC
1978-09-17,3.9,CLIC
1978-09-18,5,CLIC
1978-09-19,2.4,CLIC
1978-09-20,1,CLIC
1978-09-21,0.3,CLIC
1978-09-22,3.8,CLIC
1978-09-23,1.5,CLIC
1978-09-24,1.2,CLIC
1978-09-25,2.3,CLIC
1978-09-26,0.9,CLIC
1978-09-27,0.2,CLIC
1978-09-28,1.2,CLIC
1978-09-29,3.5,CLIC
1978-09-30,3.7,CLIC
1978-10-01,2.9,CLIC
1978-10-02,3.7,CLIC
1978-10-03,6.3,CLIC
1978-10-04,0.4,CLIC
1978-10-05,1.2,CLIC
1978-10-06,0.9,CLIC
1978-10-07,0.7,CLIC
1978-10-08,0.3,CLIC
1978-10-09,2.1,CLIC
1978-10-10,0.7,CLIC
1978-10-11,3.8,CLIC
1978-10-12,5.8,CLIC
1978-10-13,9.3,CLIC
1978-10-14,2.4,CLIC
1978-10-15,1.6,CLIC
1978-10-16,1.3,CLIC
1978-10-17,1.8,CLIC
1978-10-18,3.9,CLIC
1978-10-19,4.9,CLIC
1978-10-20,3.9,CLIC
1978-10-21,4.6,CLIC
1978-10-22,2.7,CLIC
1978-10-23,1.4,CLIC
1978-10-24,4.3,CLIC
1978-10-25,6.5,CLIC
1978-10-26,3.5,CLIC
1978-10-27,3.3,CLIC
1978-10-28,2.8,CLIC
1978-10-29,5.3,CLIC
1978-10-30,2.3,CLIC
1978-10-31,5.4,CLIC
1978-11-01,3.9,CLIC
1978-11-02,3.7,CLIC
1978-11-03,2.3,CLIC
1978-11-04,2.3,CLIC
1978-11-05,2.7,CLIC
1978-11-06,2.1,CLIC
1978-11-07,0.9,CLIC
1978-11-08,2,CLIC
1978-11-09,1,CLIC
1978-11-10,1.1,CLIC
1978-11-11,1,CLIC
1978-11-12,2.1,CLIC
1978-11-13,3.6,CLIC
1978-11-14,1.3,CLIC
1978-11-15,3.7,CLIC
1978-11-16,0.4,CLIC
1978-11-17,2.8,CLIC
1978-11-18,2.3,CLIC
1978-11-19,0.7,CLIC
1978-11-20,1.3,CLIC
1978-11-21,0.6,CLIC
1978-11-22,1.5,CLIC
1978-11-23,0.9,CLIC
1978-11-24,2.1,CLIC
1978-11-25,1.9,CLIC
1978-11-26,1.8,CLIC
1978-11-27,3.5,CLIC
1978-11-28,0.7,CLIC
1978-11-29,0.8,CLIC
1978-11-30,0.8,CLIC
1978-12-01,3.4,CLIC
1978-12-02,4,CLIC
1978-12-03,4.4,CLIC
1978-12-04,2.5,CLIC
1978-12-05,3.3,CLIC
1978-12-06,3.8,CLIC
1978-12-07,1.5,CLIC
1978-12-08,1.8,CLIC
1978-12-09,0.5,CLIC
1978-12-10,0.1,CLIC
1978-12-11,0.2,CLIC
1978-12-12,0.2,CLIC
1978-12-13,0.8,CLIC
1978-12-14,0.8,CLIC
1978-12-15,1.3,CLIC
1978-12-16,2.5,CLIC
1978-12-17,2,CLIC
1978-12-18,3.7,CLIC
1978-12-19,5.8,CLIC
1978-12-20,5.8,CLIC
1978-12-21,3.7,CLIC
1978-12-22,3.8,CLIC
1978-12-23,2.2,CLIC
1978-12-24,2.5,CLIC
1978-12-25,2.8,CLIC
1978-12-26,3.6,CLIC
1978-12-27,0.5,CLIC
1978-12-28,0.7,CLIC
1978-12-29,0.4,CLIC
1978-12-30,0.7,CLIC
1978-12-31,3.1,CLIC
1979-01-01,1.7,CLIC
1979-01-02,2.8,CLIC
1979-01-03,0.9,CLIC
1979-01-04,3.4,CLIC
1979-01-05,3.8,CLIC
1979-01-06,2,CLIC
1979-01-07,0.4,CLIC
1979-01-08,0.6,CLIC
1979-01-09,0.4,CLIC
1979-01-10,0.5,CLIC
1979-01-11,1.2,CLIC
1979-01-12,2.7,CLIC
1979-01-13,4.9,CLIC
1979-01-14,4,CLIC
1979-01-15,2.8,CLIC
1979-01-16,2.7,CLIC
1979-01-17,1.5,CLIC
1979-01-18,3.6,CLIC
1979-01-19,5.6,CLIC
1979-01-20,5,CLIC
1979-01-21,3.3,CLIC
1979-01-22,4.7,CLIC
1979-01-23,5.3,CLIC
1979-01-24,1.9,CLIC
1979-01-25,2.9,CLIC
1979-01-26,8.2,CLIC
1979-01-27,2.7,CLIC
1979-01-28,0.9,CLIC
1979-01-29,0.8,CLIC
1979-01-30,1.4,CLIC
1979-01-31,1.6,CLIC
1979-02-01,3.2,CLIC
1979-02-02,3.8,CLIC
1979-02-03,3.9,CLIC
1979-02-04,3.3,CLIC
1979-02-05,4.5,CLIC
1979-02-06,1.7,CLIC
1979-02-07,3.6,CLIC
1979-02-08,2.3,CLIC
1979-02-09,2.7,CLIC
1979-02-10,2.9,CLIC
1979-02-11,2.1,CLIC
1979-02-12,2.2,CLIC
1979-02-13,2.3,CLIC
1979-02-14,2.7,CLIC
1979-02-15,1.5,CLIC
1979-02-16,1.3,CLIC
1979-02-17,3.9,CLIC
1979-02-18,1.9,CLIC
1979-02-19,2.4,CLIC
1979-02-20,2.2,CLIC
1979-02-21,3.8,CLIC
1979-02-22,4.6,CLIC
1979-02-23,5.8,CLIC
1979-02-24,10.3,CLIC
1979-02-25,5.7,CLIC
1979-02-26,7.1,CLIC
1979-02-27,4,CLIC
1979-02-28,5.5,CLIC
1979-03-01,2.8,CLIC
1979-03-02,2.1,CLIC
1979-03-03,2.5,CLIC
1979-03-04,1.9,CLIC
1979-03-05,1.9,CLIC
1979-03-06,3.8,CLIC
1979-03-07,6.9,CLIC
1979-03-08,7.1,CLIC
1979-03-09,7.7,CLIC
1979-03-10,5.7,CLIC
1979-03-11,4.6,CLIC
1979-03-12,2.6,CLIC
1979-03-13,5.7,CLIC
1979-03-14,5.2,CLIC
1979-03-15,1.6,CLIC
1979-03-16,1.5,CLIC
1979-03-17,1,CLIC
1979-03-18,6,CLIC
1979-03-19,5.5,CLIC
1979-03-20,3.1,CLIC
1979-03-21,3.9,CLIC
1979-03-22,5,CLIC
1979-03-23,6.8,CLIC
1979-03-24,7,CLIC
1979-03-25,6.9,CLIC
1979-03-26,6.4,CLIC
1979-03-27,4.1,CLIC
1979-03-28,5.8,CLIC
1979-03-29,5.4,CLIC
1979-03-30,3.7,CLIC
1979-03-31,4.2,CLIC
1979-04-01,6.8,CLIC
1979-04-02,7.7,CLIC
1979-04-03,0.9,CLIC
1979-04-04,8.6,CLIC
1979-04-05,7.5,CLIC
1979-04-06,3.4,CLIC
1979-04-07,2.3,CLIC
1979-04-08,6.1,CLIC
1979-04-09,7.1,CLIC
1979-04-10,8.2,CLIC
1979-04-11,4,CLIC
1979-04-12,8.3,CLIC
1979-04-13,5.4,CLIC
1979-04-14,4.3,CLIC
1979-04-15,4,CLIC
1979-04-16,2.3,CLIC
1979-04-17,7.7,CLIC
1979-04-18,5.8,CLIC
1979-04-19,5.1,CLIC
1979-04-20,7.2,CLIC
1979-04-21,6.1,CLIC
1979-04-22,5.8,CLIC
1979-04-23,6.8,CLIC
1979-04-24,7.8,CLIC
1979-04-25,9.3,CLIC
1979-04-26,8.8,CLIC
1979-04-27,4.1,CLIC
1979-04-28,5,CLIC
1979-04-29,2.5,CLIC
1979-04-30,0.5,CLIC
1979-05-01,1.6,CLIC
1979-05-02,7.6,CLIC
1979-05-03,8.8,CLIC
1979-05-04,10.5,CLIC
1979-05-05,6,CLIC
1979-05-06,7.9,CLIC
1979-05-07,10.1,CLIC
1979-05-08,8.5,CLIC
1979-05-09,10.2,CLIC
1979-05-10,8.9,CLIC
1979-05-11,9.8,CLIC
1979-05-12,9.6,CLIC
1979-05-13,5.9,CLIC
1979-05-14,2.8,CLIC
1979-05-15,6.1,CLIC
1979-05-16,5.3,CLIC
1979-05-17,1.5,CLIC
1979-05-18,4.7,CLIC
1979-05-19,8.3,CLIC
1979-05-20,5.1,CLIC
1979-05-21,8.8,CLIC
1979-05-22,7.5,CLIC
1979-05-23,7.5,CLIC
1979-05-24,7.8,CLIC
1979-05-25,7,CLIC
1979-05-26,1.8,CLIC
1979-05-27,6.9,CLIC
