Estación: ,C19096,LA HUASTECA.STA.CATARINA
2006-12-12,0.35,CLIC
2006-12-13,1.03,CLIC
2006-12-14,1.55,CLIC
2006-12-15,1.68,CLIC
2006-12-16,3.79,CLIC
2006-12-17,1.51,CLIC
2006-12-18,0.43,CLIC
2006-12-19,1.51,CLIC
2006-12-20,0.34,CLIC
2006-12-21,2.76,CLIC
2006-12-22,0.81,CLIC
2006-12-23,0.68,CLIC
2006-12-24,1.35,CLIC
2006-12-25,2.47,CLIC
2006-12-26,3.07,CLIC
2006-12-27,1.95,CLIC
2006-12-28,0.65,CLIC
2006-12-29,0.61,CLIC
2006-12-30,1.38,CLIC
2006-12-31,2.11,CLIC
2007-01-01,2.19,CLIC
2007-01-02,1.34,CLIC
2007-01-03,0.47,CLIC
2007-01-04,1.83,CLIC
2007-01-05,3.35,CLIC
2007-01-06,1.1,CLIC
2007-01-07,2.29,CLIC
2007-01-08,0.78,CLIC
2007-01-09,2.81,CLIC
2007-01-10,2.05,CLIC
2007-01-11,3.11,CLIC
2007-01-12,3.57,CLIC
2007-01-13,1.85,CLIC
2007-01-14,1.63,CLIC
2007-01-15,1.2,CLIC
2007-01-16,0.3,CLIC
2007-01-17,0.17,CLIC
2007-01-18,2.73,CLIC
2007-01-19,2.96,CLIC
2007-01-20,2.83,CLIC
2007-01-21,2.65,CLIC
2007-01-22,3.54,CLIC
2007-01-23,3.09,CLIC
2007-01-24,3.39,CLIC
2007-01-25,3.11,CLIC
2007-01-26,3.41,CLIC
2007-01-27,2.04,CLIC
2007-01-28,3.81,CLIC
2007-01-29,0.65,CLIC
2007-01-30,2.38,CLIC
2007-01-31,2.86,CLIC
2007-02-01,3.95,CLIC
2007-02-02,2.5,CLIC
2007-02-03,0.73,CLIC
2007-02-04,1.87,CLIC
2007-02-05,1.4,CLIC
2007-02-06,3.5,CLIC
2007-02-07,2.07,CLIC
2007-02-08,2.96,CLIC
2007-02-09,2.35,CLIC
2007-02-10,2.04,CLIC
2007-02-11,1.44,CLIC
2007-02-12,3.34,CLIC
2007-02-13,2.88,CLIC
2007-02-14,2.18,CLIC
2007-02-15,2.55,CLIC
2007-02-16,2.34,CLIC
2007-02-17,3.54,CLIC
2007-02-18,3.24,CLIC
2007-02-19,2.87,CLIC
2007-02-20,3.83,CLIC
2007-02-21,2.83,CLIC
2007-02-22,3.51,CLIC
2007-02-23,2.68,CLIC
2007-02-24,3.14,CLIC
2007-02-25,2.51,CLIC
2007-02-26,3.71,CLIC
2007-02-27,4.78,CLIC
2007-02-28,2.28,CLIC
2007-03-01,6.03,CLIC
2007-03-02,5.41,CLIC
2007-03-03,5.66,CLIC
2007-03-04,1.24,CLIC
2007-03-05,4.26,CLIC
2007-03-06,2.33,CLIC
2007-03-07,3.99,CLIC
2007-03-08,2.99,CLIC
2007-03-09,4.53,CLIC
2007-03-10,4.23,CLIC
2007-03-11,3.34,CLIC
2007-03-12,3.33,CLIC
2007-03-13,4.21,CLIC
2007-03-14,6.44,CLIC
2007-03-15,3.72,CLIC
2007-03-16,3.6,CLIC
2007-03-17,3.4,CLIC
2007-03-18,3.71,CLIC
2007-03-19,3.08,CLIC
2007-03-20,3.81,CLIC
2007-03-21,2.08,CLIC
2007-03-22,3.01,CLIC
2007-03-23,1.94,CLIC
2007-03-24,2.32,CLIC
2007-03-25,1.78,CLIC
2007-03-26,1.97,CLIC
2007-03-27,6.31,CLIC
2007-03-28,4.62,CLIC
2007-03-29,3.58,CLIC
2007-03-30,3.49,CLIC
2007-03-31,3.63,CLIC
2007-04-01,2.95,CLIC
2007-04-02,1.85,CLIC
2007-04-03,4.1,CLIC
2007-04-04,4.03,CLIC
2007-04-05,3.92,CLIC
2007-04-06,2.07,CLIC
2007-04-07,3.86,CLIC
2007-04-08,6.1,CLIC
2007-04-09,4.2,CLIC
2007-04-10,3.84,CLIC
2007-04-11,7.03,CLIC
2007-04-12,3.3,CLIC
2007-04-13,3.38,CLIC
2007-04-14,2.86,CLIC
2007-04-15,3.51,CLIC
2007-04-16,2.15,CLIC
2007-04-17,2.84,CLIC
2007-04-18,4.98,CLIC
2007-04-19,3.67,CLIC
2007-04-20,5.28,CLIC
2007-04-21,4.44,CLIC
2007-04-22,2.82,CLIC
2007-04-23,4.18,CLIC
2007-04-24,5,CLIC
2007-04-25,4.32,CLIC
2007-04-26,3.6,CLIC
2007-04-27,3.5,CLIC
2007-04-28,2.9,CLIC
2007-04-29,2.1,CLIC
2007-04-30,1,CLIC
2007-05-01,4.89,CLIC
2007-05-02,2.06,CLIC
2007-05-03,3.79,CLIC
2007-05-04,4.85,CLIC
2007-05-05,3.6,CLIC
2007-05-06,8.46,CLIC
2007-05-07,4.09,CLIC
2007-05-08,4.2,CLIC
2007-05-09,4.35,CLIC
2007-05-10,4.49,CLIC
2007-05-11,4.37,CLIC
2007-05-12,5.97,CLIC
2007-05-13,4.66,CLIC
2007-05-14,5.46,CLIC
2007-05-15,5.75,CLIC
2007-05-16,4.95,CLIC
2007-05-17,3.37,CLIC
2007-05-18,2.2,CLIC
2007-05-19,1.72,CLIC
2007-05-20,3.8,CLIC
2007-05-21,4.92,CLIC
2007-05-22,5.21,CLIC
2007-05-23,4.13,CLIC
2007-05-24,3.73,CLIC
2007-05-25,2.3,CLIC
2007-05-26,4.62,CLIC
2007-05-27,6.52,CLIC
2007-05-28,5.92,CLIC
2007-05-29,5.3,CLIC
2007-05-30,8.08,CLIC
2007-05-31,8.29,CLIC
2007-06-01,5.24,CLIC
2007-06-02,6.54,CLIC
2007-06-03,7.63,CLIC
2007-06-04,5.27,CLIC
2007-06-05,7.14,CLIC
2007-06-06,8.18,CLIC
2007-06-07,4.95,CLIC
2007-06-08,5.51,CLIC
2007-06-09,5.98,CLIC
2007-06-10,6.39,CLIC
2007-06-11,8.14,CLIC
2007-06-12,6.95,CLIC
2007-06-13,7.87,CLIC
2007-06-14,8.1,CLIC
2007-06-15,6.73,CLIC
2007-06-16,7.22,CLIC
2007-06-17,7.85,CLIC
2007-06-18,3.54,CLIC
2007-06-19,6.04,CLIC
2007-06-20,0.59,CLIC
2007-06-21,1.4,CLIC
2007-06-22,0.74,CLIC
2007-06-23,2.88,CLIC
2007-06-24,5.9,CLIC
2007-06-25,5.01,CLIC
2007-06-26,6.72,CLIC
2007-06-27,4.58,CLIC
2007-06-28,4.42,CLIC
2007-06-29,2.07,CLIC
2007-06-30,5.39,CLIC
2007-07-01,4.04,CLIC
2007-07-02,5.63,CLIC
2007-07-03,5.51,CLIC
2007-07-04,4.08,CLIC
2007-07-05,4.16,CLIC
2007-07-06,5.04,CLIC
2007-07-07,5.22,CLIC
2007-07-08,6.58,CLIC
2007-07-09,5.36,CLIC
2007-07-10,5.7,CLIC
2007-07-11,5.48,CLIC
2007-07-12,6.03,CLIC
2007-07-13,6.02,CLIC
2007-07-14,5.4,CLIC
2007-07-15,8.07,CLIC
2007-07-16,5.3,CLIC
2007-07-17,4.08,CLIC
2007-07-18,1.83,CLIC
2007-07-19,2.57,CLIC
2007-07-20,4.12,CLIC
2007-07-21,2.32,CLIC
2007-07-22,4.17,CLIC
2007-07-23,5.57,CLIC
2007-07-24,3.85,CLIC
2007-07-25,3.07,CLIC
2007-07-26,3.31,CLIC
2007-07-27,4.23,CLIC
2007-07-28,4.98,CLIC
2007-07-29,3.09,CLIC
2007-07-30,4.08,CLIC
2007-07-31,5.84,CLIC
2007-08-01,6.94,CLIC
2007-08-02,4.5,CLIC
2007-08-03,7.6,CLIC
2007-08-04,6.08,CLIC
2007-08-05,2.87,CLIC
2007-08-06,4.65,CLIC
2007-08-07,5.97,CLIC
2007-08-08,7.03,CLIC
2007-08-09,4.71,CLIC
2007-08-10,5.1,CLIC
2007-08-11,5.43,CLIC
2007-08-12,5.07,CLIC
2007-08-13,8.46,CLIC
2007-08-14,5.52,CLIC
2007-08-15,3.38,CLIC
2007-08-16,5.04,CLIC
2007-08-17,6.06,CLIC
2007-08-18,6.28,CLIC
2007-08-19,5.68,CLIC
2007-08-20,4.59,CLIC
2007-08-21,4.7,CLIC
2007-08-22,2.6,CLIC
2007-08-23,5.24,CLIC
2007-08-24,4.68,CLIC
2007-08-25,6.29,CLIC
2007-08-26,3.03,CLIC
2007-08-27,1.43,CLIC
2007-08-28,1.24,CLIC
2007-08-29,2.25,CLIC
2007-08-30,4.25,CLIC
2007-08-31,2.36,CLIC
2007-09-01,2.23,CLIC
2007-09-02,4.35,CLIC
2007-09-03,3.57,CLIC
2007-09-04,4.16,CLIC
2007-09-05,4.21,CLIC
2007-09-06,5.07,CLIC
2007-09-07,4.08,CLIC
2007-09-08,4.5,CLIC
2007-09-09,5.8,CLIC
2007-09-10,4.26,CLIC
2007-09-11,4.07,CLIC
2007-09-12,3.51,CLIC
2007-09-13,6.54,CLIC
2007-09-14,4.52,CLIC
2007-09-15,2.92,CLIC
2007-09-16,2.71,CLIC
2007-09-17,4.5,CLIC
2007-09-18,2.36,CLIC
2007-09-19,3.21,CLIC
2007-09-20,3.47,CLIC
2007-09-21,6.03,CLIC
2007-09-22,4.04,CLIC
2007-09-23,3.92,CLIC
2007-09-24,2.84,CLIC
2007-09-25,4.06,CLIC
2007-09-26,2.4,CLIC
2007-09-27,6.48,CLIC
2007-09-28,3.43,CLIC
2007-09-29,5.42,CLIC
2007-09-30,3.7,CLIC
2007-10-01,3.52,CLIC
2007-10-02,4.08,CLIC
2007-10-03,4.51,CLIC
2007-10-04,3.69,CLIC
2007-10-05,3.15,CLIC
2007-10-06,5.38,CLIC
2007-10-07,2.36,CLIC
2007-10-08,1.91,CLIC
2007-10-09,2.98,CLIC
2007-10-10,4.58,CLIC
2007-10-11,3.05,CLIC
2007-10-12,3.68,CLIC
2007-10-13,3.26,CLIC
2007-10-14,4.16,CLIC
2007-10-15,2.99,CLIC
2007-10-16,3.75,CLIC
2007-10-17,4.85,CLIC
2007-10-18,4.39,CLIC
2007-10-19,3.24,CLIC
2007-10-20,5.1,CLIC
2007-10-21,2.7,CLIC
2007-10-22,2.3,CLIC
2007-10-23,5.08,CLIC
2007-10-24,3.6,CLIC
2007-10-25,3.71,CLIC
2007-10-26,4.09,CLIC
2007-10-27,3.45,CLIC
2007-10-28,4.1,CLIC
2007-10-29,3.22,CLIC
2007-10-30,3.96,CLIC
2007-10-31,4.08,CLIC
2007-11-01,4.02,CLIC
2007-11-02,1.9,CLIC
2007-11-03,1.93,CLIC
2007-11-04,3.17,CLIC
2007-11-05,2.01,CLIC
2007-11-06,2.89,CLIC
2007-11-07,1.63,CLIC
2007-11-08,2.97,CLIC
2007-11-09,3.51,CLIC
2007-11-10,1.74,CLIC
2007-11-11,4.25,CLIC
2007-11-12,2.91,CLIC
2007-11-13,2.99,CLIC
2007-11-14,3.97,CLIC
2007-11-15,1.96,CLIC
2007-11-16,1.36,CLIC
2007-11-17,0.72,CLIC
2007-11-18,1.01,CLIC
2007-11-19,3.08,CLIC
2007-11-20,3.97,CLIC
2007-11-21,3.7,CLIC
2007-11-22,3.47,CLIC
2007-11-23,0.94,CLIC
2007-11-24,0.76,CLIC
2007-11-25,1.77,CLIC
2007-11-26,2.4,CLIC
2007-11-27,1.96,CLIC
2007-11-28,1.93,CLIC
2007-11-29,3.07,CLIC
2007-11-30,1.5,CLIC
2007-12-01,2.15,CLIC
2007-12-02,1.68,CLIC
2007-12-03,2.9,CLIC
2007-12-04,4.07,CLIC
2007-12-05,3.91,CLIC
2007-12-06,3.48,CLIC
2007-12-07,2.26,CLIC
2007-12-08,3.29,CLIC
2007-12-09,2.71,CLIC
2007-12-10,1.95,CLIC
2007-12-11,1.96,CLIC
2007-12-12,3.24,CLIC
2007-12-13,0.85,CLIC
2007-12-14,0.95,CLIC
2007-12-15,2.47,CLIC
2007-12-16,3.18,CLIC
2007-12-17,1.62,CLIC
2007-12-18,4.08,CLIC
2007-12-19,1.5,CLIC
2007-12-20,3.3,CLIC
2007-12-21,2.9,CLIC
2007-12-22,4.3,CLIC
2007-12-23,3.05,CLIC
2007-12-24,2.95,CLIC
2007-12-25,2.42,CLIC
2007-12-26,3.68,CLIC
2007-12-27,2.82,CLIC
2007-12-28,4.03,CLIC
2007-12-29,2.1,CLIC
2007-12-30,1.64,CLIC
2007-12-31,2.3,CLIC
2008-02-01,2.93,CLIC
2008-02-02,4.13,CLIC
2008-02-03,3.91,CLIC
2008-02-04,5.89,CLIC
2008-02-05,4.1,CLIC
2008-02-06,5.17,CLIC
2008-02-07,3.76,CLIC
2008-02-08,4.24,CLIC
2008-02-09,4.05,CLIC
2008-02-10,1.68,CLIC
2008-02-11,2.13,CLIC
2008-02-12,3,CLIC
2008-02-13,3.17,CLIC
2008-02-14,2.5,CLIC
2008-02-15,3.82,CLIC
2008-02-16,4.41,CLIC
2008-02-17,4.3,CLIC
2008-02-18,1.67,CLIC
2008-02-19,2.04,CLIC
2008-02-20,1.96,CLIC
2008-02-21,3.1,CLIC
2008-02-22,4.07,CLIC
2008-02-23,2.93,CLIC
2008-02-24,4.74,CLIC
2008-02-25,6.25,CLIC
2008-02-26,3.04,CLIC
2008-02-27,3.67,CLIC
2008-02-28,5.4,CLIC
2008-02-29,3.6,CLIC
2008-03-01,4.49,CLIC
2008-03-02,3.05,CLIC
2008-03-03,4.75,CLIC
2008-03-04,6.94,CLIC
2008-03-05,6.23,CLIC
2008-03-06,7.08,CLIC
2008-03-07,3.75,CLIC
2008-03-08,3.04,CLIC
2008-03-09,2.96,CLIC
2008-03-10,2.17,CLIC
2008-03-11,2.86,CLIC
2008-03-12,3.67,CLIC
2008-03-13,5.02,CLIC
2008-03-14,7.18,CLIC
2008-03-15,8.82,CLIC
2008-03-16,7.45,CLIC
2008-03-17,5.06,CLIC
2008-03-18,4.89,CLIC
2008-03-19,4,CLIC
2008-03-20,3.8,CLIC
2008-03-21,3.9,CLIC
2008-03-22,3.82,CLIC
2008-03-23,2.22,CLIC
2008-03-24,3.96,CLIC
2008-03-25,4.27,CLIC
2008-03-26,4.87,CLIC
2008-03-27,4.96,CLIC
2008-03-28,4.17,CLIC
2008-03-29,6.85,CLIC
2008-03-30,6.02,CLIC
2008-03-31,7.1,CLIC
2008-08-01,3.4,CLIC
2008-08-02,8.02,CLIC
2008-08-03,7.22,CLIC
2008-08-04,7.68,CLIC
2008-08-05,5.7,CLIC
2008-08-06,4.55,CLIC
2008-08-07,7.01,CLIC
2008-08-08,6.41,CLIC
2008-08-09,5.26,CLIC
2008-08-10,7.21,CLIC
2008-08-11,8.51,CLIC
2008-08-12,6.53,CLIC
2008-08-13,7.55,CLIC
2008-08-14,4.97,CLIC
2008-08-15,4.83,CLIC
2008-08-16,3.97,CLIC
2008-08-17,4.08,CLIC
2008-08-18,0.75,CLIC
2008-08-19,4.38,CLIC
2008-08-20,6.38,CLIC
2008-08-21,3.74,CLIC
2008-08-22,2.56,CLIC
2008-08-23,1.12,CLIC
2008-08-24,2.25,CLIC
2008-08-25,3.19,CLIC
2008-08-26,4.91,CLIC
2008-08-27,1.1,CLIC
2008-08-28,1.78,CLIC
2008-08-29,5.59,CLIC
2008-08-30,2.01,CLIC
2008-08-31,3.57,CLIC
2008-09-01,4.86,CLIC
2008-09-02,4,CLIC
2008-09-03,5.11,CLIC
2008-09-04,2.78,CLIC
2008-09-05,0.49,CLIC
2008-09-06,5.3,CLIC
2008-09-07,2.95,CLIC
2008-09-08,4.2,CLIC
2008-09-09,1.84,CLIC
2008-09-10,2.13,CLIC
2008-09-11,4.01,CLIC
2008-09-12,6.08,CLIC
2008-09-13,3.45,CLIC
2008-09-14,2.5,CLIC
2008-09-15,0.71,CLIC
2008-09-16,3.03,CLIC
2008-09-17,3.47,CLIC
2008-09-18,3.26,CLIC
2008-09-19,4.04,CLIC
2008-09-20,5.97,CLIC
2008-09-21,4.42,CLIC
2008-09-22,3.58,CLIC
2008-09-23,3.08,CLIC
2008-09-24,4.16,CLIC
2008-09-25,3.18,CLIC
2008-09-26,3.97,CLIC
2008-09-27,3.8,CLIC
2008-09-28,4.92,CLIC
2008-09-29,5.26,CLIC
2008-09-30,4,CLIC
2008-10-01,3.97,CLIC
2008-10-02,5.88,CLIC
2008-10-03,4.65,CLIC
2008-10-04,3.95,CLIC
2008-10-05,4.6,CLIC
2008-10-06,2.21,CLIC
2008-10-07,0.69,CLIC
2008-10-08,2.07,CLIC
2008-10-09,2.01,CLIC
2008-10-10,2.89,CLIC
2008-10-11,0.64,CLIC
2008-10-12,2.99,CLIC
2008-10-13,2.61,CLIC
2008-10-14,2.82,CLIC
2008-10-15,1.02,CLIC
2008-10-16,0.19,CLIC
2008-10-17,1.86,CLIC
2008-10-18,2,CLIC
2008-10-19,2.9,CLIC
2008-10-20,2.95,CLIC
2008-10-21,3.04,CLIC
2008-10-22,3.56,CLIC
2008-10-23,2.94,CLIC
2008-10-24,3.53,CLIC
2008-10-25,2.9,CLIC
2008-10-26,2.93,CLIC
2008-10-27,0.28,CLIC
2008-10-28,1.31,CLIC
2008-10-29,2.41,CLIC
2008-10-30,2.05,CLIC
2008-10-31,1.31,CLIC
2008-11-01,3.02,CLIC
2008-11-02,1.42,CLIC
2008-11-03,1.75,CLIC
2008-11-04,3.45,CLIC
2008-11-05,2.85,CLIC
2008-11-06,2.97,CLIC
2008-11-07,2.86,CLIC
2008-11-08,3.19,CLIC
2008-11-09,2.99,CLIC
2008-11-10,2.96,CLIC
2008-11-11,2.97,CLIC
2008-11-12,2.5,CLIC
2008-11-13,2.87,CLIC
2008-11-14,3.6,CLIC
2008-11-15,3.06,CLIC
2008-11-16,2.9,CLIC
2008-11-17,1.05,CLIC
2008-11-18,2.92,CLIC
2008-11-19,3.13,CLIC
2008-11-20,2.06,CLIC
2008-11-21,3.02,CLIC
2008-11-22,3.98,CLIC
2008-11-23,3.83,CLIC
2008-11-24,3.11,CLIC
2008-11-25,3.08,CLIC
2008-11-26,1.92,CLIC
2008-11-27,2.03,CLIC
2008-11-28,2.01,CLIC
2008-11-29,3.04,CLIC
2008-11-30,1.95,CLIC
2008-12-01,2.05,CLIC
2008-12-02,1.95,CLIC
2008-12-03,2.02,CLIC
2008-12-04,0.95,CLIC
2008-12-05,1.03,CLIC
2008-12-06,1.97,CLIC
2008-12-07,1.48,CLIC
2008-12-08,1.9,CLIC
2008-12-09,1.7,CLIC
2008-12-10,1.94,CLIC
2008-12-11,1.98,CLIC
2008-12-12,1.85,CLIC
2008-12-13,2,CLIC
2008-12-14,2.97,CLIC
2008-12-15,2.03,CLIC
2008-12-16,2.99,CLIC
2008-12-17,3.01,CLIC
2008-12-18,1.97,CLIC
2008-12-19,2.98,CLIC
2008-12-20,3.02,CLIC
2008-12-21,2.02,CLIC
2008-12-22,2.98,CLIC
2008-12-23,4.08,CLIC
2008-12-24,3.94,CLIC
2008-12-25,2.98,CLIC
2008-12-26,3.08,CLIC
2008-12-27,3.93,CLIC
2008-12-28,1.99,CLIC
2008-12-29,4.03,CLIC
2008-12-30,3.05,CLIC
2008-12-31,2.92,CLIC
2009-01-01,3.04,CLIC
2009-01-02,4.04,CLIC
2009-01-03,2.85,CLIC
2009-01-04,4.09,CLIC
2009-01-05,3.01,CLIC
2009-01-06,3.02,CLIC
2009-01-07,2.94,CLIC
2009-01-08,2.94,CLIC
2009-01-09,3.15,CLIC
2009-01-10,3.03,CLIC
2009-01-11,1.97,CLIC
2009-01-12,1.05,CLIC
2009-01-13,1.95,CLIC
2009-01-14,2.03,CLIC
2009-01-15,2.98,CLIC
2009-01-16,0.69,CLIC
2009-01-17,2.91,CLIC
2009-01-18,3.36,CLIC
2009-01-19,4.08,CLIC
2009-01-20,1.94,CLIC
2009-01-21,3.98,CLIC
2009-01-22,3.08,CLIC
2009-01-23,2.92,CLIC
2009-01-24,3.08,CLIC
2009-01-25,2.94,CLIC
2009-01-26,2.88,CLIC
2009-01-27,3.12,CLIC
2009-01-28,1.97,CLIC
2009-01-29,3.09,CLIC
2009-01-30,2.92,CLIC
2009-01-31,3.06,CLIC
2009-02-01,2.96,CLIC
2009-02-02,5,CLIC
2009-02-03,3.04,CLIC
2009-02-04,2.46,CLIC
2009-02-05,2.55,CLIC
2009-02-06,2.35,CLIC
2009-02-07,3.63,CLIC
2009-02-08,1.94,CLIC
2009-02-09,1.28,CLIC
2009-02-10,4.72,CLIC
2009-02-11,3.43,CLIC
2009-02-12,4.6,CLIC
2009-02-13,3.45,CLIC
2009-02-14,2.52,CLIC
2009-02-15,5.08,CLIC
2009-02-16,1.93,CLIC
2009-02-17,2.01,CLIC
2009-02-18,3.06,CLIC
2009-02-19,2.95,CLIC
2009-02-20,1.05,CLIC
2009-02-21,5.79,CLIC
2009-02-22,3.15,CLIC
2009-02-23,3.06,CLIC
2009-02-24,3.68,CLIC
2009-02-25,6.28,CLIC
2009-02-26,4.99,CLIC
2009-02-27,4.05,CLIC
2009-02-28,2.15,CLIC
2009-03-01,2.83,CLIC
2009-03-02,2.98,CLIC
2009-03-03,3.03,CLIC
2009-03-04,3.09,CLIC
2009-03-05,4.06,CLIC
2009-03-06,1.85,CLIC
2009-03-07,0.16,CLIC
2009-03-08,0.9,CLIC
2009-03-09,3.96,CLIC
2009-03-10,4.04,CLIC
2009-03-11,3.85,CLIC
2009-03-12,1.15,CLIC
2009-03-13,1,CLIC
2009-03-14,1.98,CLIC
2009-03-15,1.98,CLIC
2009-03-16,3.02,CLIC
2009-03-17,4.97,CLIC
2009-03-18,3.99,CLIC
2009-03-19,3.98,CLIC
2009-03-20,4.06,CLIC
2009-03-21,3.99,CLIC
2009-03-22,2.97,CLIC
2009-03-23,4.97,CLIC
2009-03-24,5.01,CLIC
2009-03-25,4.99,CLIC
2009-03-26,6.03,CLIC
2009-03-27,6.06,CLIC
2009-03-28,3,CLIC
2009-03-29,1.99,CLIC
2009-03-30,5.04,CLIC
2009-03-31,3,CLIC
2009-04-01,6.01,CLIC
2009-04-02,2.99,CLIC
2009-04-03,4.8,CLIC
2009-04-04,9.12,CLIC
2009-04-05,3.94,CLIC
2009-04-06,2.14,CLIC
2009-04-07,1,CLIC
2009-04-08,2.93,CLIC
2009-04-09,5.01,CLIC
2009-04-10,4.06,CLIC
2009-04-11,4.01,CLIC
2009-04-12,4.96,CLIC
2009-04-13,4.96,CLIC
2009-04-14,4.06,CLIC
2009-04-15,4.02,CLIC
2009-04-16,2.98,CLIC
2009-04-17,3.88,CLIC
2009-04-18,3.13,CLIC
2009-04-19,4.45,CLIC
2009-04-20,4.58,CLIC
2009-04-21,4.98,CLIC
2009-04-22,5.04,CLIC
2009-04-23,5.92,CLIC
2009-04-24,7.03,CLIC
2009-04-25,5.96,CLIC
2009-04-26,10.24,CLIC
2009-04-27,7.83,CLIC
2009-04-28,5.91,CLIC
2009-04-29,7.1,CLIC
2009-04-30,3.97,CLIC
2009-05-01,5.98,CLIC
2009-05-02,8.06,CLIC
2009-05-03,4.85,CLIC
2009-05-04,7.03,CLIC
2009-05-05,8.02,CLIC
2009-05-06,9.98,CLIC
2009-05-07,7.87,CLIC
2009-05-08,7.13,CLIC
2009-05-09,6.22,CLIC
2009-05-10,5.75,CLIC
2009-05-11,5.84,CLIC
2009-05-12,5.17,CLIC
2009-05-13,4.19,CLIC
2009-05-14,8.71,CLIC
2009-05-15,4.14,CLIC
2009-05-16,5.97,CLIC
2009-05-17,3.01,CLIC
2009-05-18,4.84,CLIC
2009-05-19,3.13,CLIC
2009-05-20,4.85,CLIC
2009-05-21,6.05,CLIC
2009-05-22,3.95,CLIC
2009-05-23,4.7,CLIC
2009-05-24,4.9,CLIC
2009-05-25,6.37,CLIC
2009-05-26,6.03,CLIC
2009-05-27,3.02,CLIC
2009-05-28,5.23,CLIC
2009-05-29,5.78,CLIC
2009-05-30,3.84,CLIC
2009-05-31,5.11,CLIC
2009-06-01,5.05,CLIC
2009-06-02,3.02,CLIC
2009-06-03,4.83,CLIC
2009-06-04,4.09,CLIC
2009-06-05,7.06,CLIC
2009-06-06,5.97,CLIC
2009-06-07,5.02,CLIC
2009-06-08,4.95,CLIC
2009-06-09,4.85,CLIC
2009-06-10,5.03,CLIC
2009-06-11,11.94,CLIC
2009-06-12,10.06,CLIC
2009-06-13,6.87,CLIC
2009-06-14,7.07,CLIC
2009-06-15,4.85,CLIC
2009-06-16,7.03,CLIC
2009-06-17,5.91,CLIC
2009-06-18,6.96,CLIC
2009-06-19,6.07,CLIC
2009-06-20,7.08,CLIC
2009-06-21,5.91,CLIC
2009-06-22,5.9,CLIC
2009-06-23,8.17,CLIC
2009-06-24,1.92,CLIC
2009-06-25,5.7,CLIC
2009-06-26,6.38,CLIC
2009-06-27,7,CLIC
2009-06-28,6.92,CLIC
2009-06-29,7.1,CLIC
2009-06-30,6.95,CLIC
2009-07-01,6.95,CLIC
2009-07-02,7.02,CLIC
2009-07-03,6.93,CLIC
2009-07-04,6.02,CLIC
2009-07-05,7.05,CLIC
2009-07-06,7.06,CLIC
2009-07-07,4.19,CLIC
2009-07-08,7.8,CLIC
2009-07-09,6.95,CLIC
2009-07-10,5.96,CLIC
2009-07-11,2.12,CLIC
2009-07-12,6.92,CLIC
2009-07-13,7.98,CLIC
2009-07-14,7.08,CLIC
2009-07-15,7.92,CLIC
2009-07-16,7.95,CLIC
2009-07-17,5.05,CLIC
2009-07-18,4.95,CLIC
2009-07-19,6.95,CLIC
2009-07-20,8.13,CLIC
2009-07-21,6.99,CLIC
2009-07-22,7.93,CLIC
2009-07-23,6.65,CLIC
2009-07-24,8.26,CLIC
2009-07-25,5.94,CLIC
2009-07-26,6.9,CLIC
2009-07-27,6.33,CLIC
2009-07-28,7.8,CLIC
2009-07-29,6.17,CLIC
2009-07-30,4.03,CLIC
2009-07-31,4.85,CLIC
2009-08-01,6.95,CLIC
2009-08-02,6.5,CLIC
2009-08-03,7.09,CLIC
2009-08-04,5.89,CLIC
2009-08-05,8.47,CLIC
2009-08-06,6.96,CLIC
2009-08-07,7.04,CLIC
2009-08-08,7.13,CLIC
2009-08-09,6.37,CLIC
2009-08-10,5.63,CLIC
2009-08-11,5.92,CLIC
2009-08-12,6.1,CLIC
2009-08-13,5.05,CLIC
2009-08-14,5.94,CLIC
2009-08-15,4.96,CLIC
2009-08-16,7.8,CLIC
2009-08-17,2.2,CLIC
2009-08-18,5.32,CLIC
2009-08-19,5.81,CLIC
2009-08-20,5.44,CLIC
2009-08-21,6.43,CLIC
2009-08-22,5.05,CLIC
2009-08-23,6.02,CLIC
2009-08-24,5.98,CLIC
2009-08-25,6.4,CLIC
2009-08-26,7.64,CLIC
2009-08-27,6.01,CLIC
2009-08-28,5.99,CLIC
2009-08-29,2.66,CLIC
2009-08-30,3.3,CLIC
2009-08-31,0.8,CLIC
2009-09-01,0.95,CLIC
2009-09-02,1.95,CLIC
2009-09-03,2.4,CLIC
2009-09-04,1.98,CLIC
2009-09-05,1,CLIC
2009-09-06,0.61,CLIC
2009-09-07,2.41,CLIC
2009-09-08,1.3,CLIC
2009-09-09,2.05,CLIC
2009-09-10,2.15,CLIC
2009-09-11,3.57,CLIC
2009-09-12,2.1,CLIC
2009-09-13,2.56,CLIC
2009-09-14,4.56,CLIC
2009-09-15,4.06,CLIC
2009-09-16,4.32,CLIC
2009-09-17,5.52,CLIC
2009-09-18,2.87,CLIC
2009-09-19,2.73,CLIC
2009-09-20,2.33,CLIC
2009-09-21,2.3,CLIC
2009-09-22,2.47,CLIC
2009-09-23,2.44,CLIC
2009-09-24,1.11,CLIC
2009-09-25,2.56,CLIC
2009-09-26,2.29,CLIC
2009-09-27,2.42,CLIC
2009-09-28,2.61,CLIC
2009-09-29,1.74,CLIC
2009-09-30,2.77,CLIC
2009-10-01,4.29,CLIC
2009-10-02,5.06,CLIC
2009-10-03,4.02,CLIC
2009-10-04,4.03,CLIC
