Estación: ,C19121,GATOS GUEROS. LINARES
2016-02-19,3.95,CLIC
2016-02-20,4.85,CLIC
2016-02-21,4.75,CLIC
2016-02-22,6.45,CLIC
2016-02-23,4.85,CLIC
2016-02-24,5.2,CLIC
2016-02-25,4.72,CLIC
2016-02-26,2.75,CLIC
2016-02-27,3.58,CLIC
2016-02-28,3.61,CLIC
2016-02-29,4.69,CLIC
2016-03-01,6.55,CLIC
2016-03-02,4.87,CLIC
2016-03-03,6.96,CLIC
2016-03-04,6.64,CLIC
2016-03-05,3.8,CLIC
2016-03-06,12.4,CLIC
2016-03-07,6.68,CLIC
2016-03-08,2.19,CLIC
2016-03-09,8.73,CLIC
2016-03-10,5.2,CLIC
2016-03-11,5.9,CLIC
2016-03-12,1.55,CLIC
2016-03-13,2.55,CLIC
2016-03-14,0.48,CLIC
2016-03-15,4.85,CLIC
2016-03-16,2.94,CLIC
2016-03-17,3.93,CLIC
2016-03-18,11.32,CLIC
2016-03-19,0.98,CLIC
2016-03-20,1.86,CLIC
2016-03-21,3.64,CLIC
2016-03-22,1.8,CLIC
2016-03-23,5.75,CLIC
2016-03-24,2.95,CLIC
2016-03-25,1.56,CLIC
2016-03-26,4.84,CLIC
2016-03-27,8.5,CLIC
2016-03-28,3.68,CLIC
2016-03-29,7.62,CLIC
2016-03-30,4.2,CLIC
2016-03-31,6.89,CLIC
2016-04-01,7.6,CLIC
2016-04-02,6.11,CLIC
2016-04-03,6.4,CLIC
2016-04-04,6.8,CLIC
2016-04-05,5.6,CLIC
2016-04-06,3.8,CLIC
2016-04-07,5.2,CLIC
2016-04-08,4.49,CLIC
2016-04-09,2.9,CLIC
2016-04-10,6.1,CLIC
2016-04-11,7.2,CLIC
2016-04-12,4.6,CLIC
2016-04-13,0.5,CLIC
2016-04-14,1.7,CLIC
2016-04-15,2.1,CLIC
2016-04-16,5.2,CLIC
2016-04-17,4.7,CLIC
2016-04-18,2.5,CLIC
2016-04-19,7.9,CLIC
2016-04-20,5.65,CLIC
2016-04-21,3.6,CLIC
2016-04-22,3.7,CLIC
2016-04-23,3.1,CLIC
2016-04-24,7.2,CLIC
2016-04-25,7.6,CLIC
2016-04-26,9.59,CLIC
2016-04-27,8.01,CLIC
2016-04-28,7.6,CLIC
2016-04-29,5.6,CLIC
2016-04-30,10.66,CLIC
2016-05-01,9.94,CLIC
2016-05-02,3.79,CLIC
2016-05-03,3.61,CLIC
2016-05-04,4.96,CLIC
2016-05-05,3.88,CLIC
2016-05-06,13.19,CLIC
2016-05-07,4.88,CLIC
2016-05-08,5.45,CLIC
2016-05-09,5.38,CLIC
2016-05-10,3.56,CLIC
2016-05-11,10.1,CLIC
2016-05-12,8.29,CLIC
2016-05-13,3.81,CLIC
2016-05-14,7.29,CLIC
2016-05-15,1.81,CLIC
2016-05-16,8.3,CLIC
2016-05-17,3,CLIC
2016-05-18,3.4,CLIC
2016-05-19,11.2,CLIC
2016-05-20,2.6,CLIC
2016-05-21,4.59,CLIC
2016-05-22,2.7,CLIC
2016-05-23,6.19,CLIC
2016-05-24,4.32,CLIC
2016-05-25,7.69,CLIC
2016-05-26,6.1,CLIC
2016-05-27,6.72,CLIC
2016-05-28,3.38,CLIC
2016-05-29,1.11,CLIC
2016-05-30,4.89,CLIC
2016-05-31,1.11,CLIC
2016-06-01,1.7,CLIC
2016-06-02,1.8,CLIC
2016-06-03,9,CLIC
2016-06-04,4,CLIC
2016-06-05,10.2,CLIC
2016-06-06,3.59,CLIC
2016-06-07,4.72,CLIC
2016-06-08,11.99,CLIC
2016-06-09,6.6,CLIC
2016-06-10,6.68,CLIC
2016-06-11,3.84,CLIC
2016-06-12,4.7,CLIC
2016-06-13,9.68,CLIC
2016-06-14,6.3,CLIC
2016-06-15,8.89,CLIC
2016-06-16,5.89,CLIC
2016-06-17,2.32,CLIC
2016-06-18,3.18,CLIC
2016-06-19,5.82,CLIC
2016-06-20,2.9,CLIC
2016-06-21,7.1,CLIC
2016-06-22,9.8,CLIC
2016-06-23,5.29,CLIC
2016-06-24,7.68,CLIC
2016-06-25,6.52,CLIC
2016-06-26,7.31,CLIC
2016-06-27,3.1,CLIC
2016-06-28,9.6,CLIC
2016-06-29,7.5,CLIC
2016-06-30,6.9,CLIC
2016-07-01,6.85,CLIC
2016-07-02,8.85,CLIC
2016-07-03,10.3,CLIC
2016-07-04,12.3,CLIC
2016-07-05,10.3,CLIC
2016-07-06,10.4,CLIC
2016-07-07,9.1,CLIC
2016-07-08,9.4,CLIC
2016-07-09,8.7,CLIC
2016-07-10,5.37,CLIC
2016-07-11,12,CLIC
2016-07-12,5.4,CLIC
2016-07-13,8.8,CLIC
2016-07-14,13.4,CLIC
2016-07-15,10.08,CLIC
2016-07-16,9.1,CLIC
2016-07-17,7.72,CLIC
2016-07-18,7.2,CLIC
2016-07-19,3.3,CLIC
2016-07-20,6.6,CLIC
2016-07-21,4.78,CLIC
2016-07-22,6.32,CLIC
2016-07-23,5.86,CLIC
2016-07-24,10.92,CLIC
2016-07-25,8.22,CLIC
2016-07-26,10.69,CLIC
2016-07-27,7.3,CLIC
2016-07-28,6.31,CLIC
2016-07-29,8,CLIC
2016-07-30,11,CLIC
2016-07-31,9.39,CLIC
2016-08-01,12.51,CLIC
2016-08-02,8.1,CLIC
2016-08-03,10.09,CLIC
2016-08-04,7.2,CLIC
2016-08-05,5.71,CLIC
2016-08-06,3.9,CLIC
2016-08-07,8.2,CLIC
2016-08-08,5.7,CLIC
2016-08-09,2.99,CLIC
2016-08-10,10.3,CLIC
2016-08-11,10.29,CLIC
2016-08-12,9.8,CLIC
2016-08-13,6.88,CLIC
2016-08-14,2.43,CLIC
2016-08-15,9.79,CLIC
2016-08-16,1.81,CLIC
2016-08-17,8.49,CLIC
2016-08-18,7.81,CLIC
2016-08-19,9.19,CLIC
2016-08-20,7.11,CLIC
2016-08-21,6.3,CLIC
2016-08-22,10.1,CLIC
2016-08-23,8.3,CLIC
2016-08-24,9.69,CLIC
2016-08-25,7.1,CLIC
2016-08-26,4.19,CLIC
2016-08-27,8.19,CLIC
2016-08-28,8.5,CLIC
2016-08-29,6.81,CLIC
2016-08-30,3.68,CLIC
2016-08-31,4.82,CLIC
2016-09-01,9.36,CLIC
2016-09-02,3.84,CLIC
2016-09-03,8.7,CLIC
2016-09-04,4.3,CLIC
2016-09-05,3.69,CLIC
2016-09-06,8.3,CLIC
2016-09-07,8.81,CLIC
2016-09-08,7.5,CLIC
2016-09-09,6.79,CLIC
2016-09-10,4.21,CLIC
2016-09-11,7.89,CLIC
2016-09-12,6.7,CLIC
2016-09-13,6.41,CLIC
2016-09-14,6.09,CLIC
2016-09-15,1.15,CLIC
2016-09-16,4.26,CLIC
2016-09-17,13.3,CLIC
2016-09-18,7.75,CLIC
2016-09-19,8.45,CLIC
2016-09-20,6.49,CLIC
2016-09-21,5.4,CLIC
2016-09-22,5.11,CLIC
2016-09-23,2.68,CLIC
2016-09-24,8.58,CLIC
2016-09-25,2,CLIC
2016-09-26,0.5,CLIC
2016-09-27,3.72,CLIC
2016-09-28,2.9,CLIC
2016-09-29,7.11,CLIC
2016-09-30,3.02,CLIC
2016-10-01,1.86,CLIC
2016-10-02,5.4,CLIC
2016-10-03,3.01,CLIC
2016-10-04,2.4,CLIC
2016-10-05,10.66,CLIC
2016-10-06,4.31,CLIC
2016-10-07,2.58,CLIC
2016-10-08,4.44,CLIC
2016-10-09,3.86,CLIC
2016-10-10,3.85,CLIC
2016-10-11,2.94,CLIC
2016-10-12,9.33,CLIC
2016-10-13,4.79,CLIC
2016-10-14,7.47,CLIC
2016-10-15,3.88,CLIC
2016-10-16,7.74,CLIC
2016-10-17,8.91,CLIC
2016-10-18,1.87,CLIC
2016-10-19,7.72,CLIC
2016-10-20,9.74,CLIC
2016-10-21,3.66,CLIC
2016-10-22,1.74,CLIC
2016-10-23,2.86,CLIC
2016-10-24,3.84,CLIC
2016-10-25,4.53,CLIC
2016-10-26,5.54,CLIC
2016-10-27,4.11,CLIC
2016-10-28,3.85,CLIC
2016-10-29,5.65,CLIC
2016-10-30,2.3,CLIC
2016-10-31,1.52,CLIC
2016-11-01,3.4,CLIC
2016-11-02,3.79,CLIC
2016-11-03,3.5,CLIC
2016-11-04,0.51,CLIC
2016-11-05,3.59,CLIC
2016-11-06,1.91,CLIC
2016-11-07,1,CLIC
2016-11-08,1,CLIC
2016-11-09,0.85,CLIC
2016-11-10,4.15,CLIC
2016-11-11,1.9,CLIC
2016-11-12,2.1,CLIC
2016-11-13,2,CLIC
2016-11-14,0.9,CLIC
2016-11-15,0.3,CLIC
2016-11-16,3.19,CLIC
2016-11-17,1.9,CLIC
2016-11-18,3.91,CLIC
2016-11-19,4.7,CLIC
2016-11-20,3.1,CLIC
2016-11-21,2,CLIC
2016-11-22,2.5,CLIC
2016-11-23,2.08,CLIC
2016-11-24,2.82,CLIC
2016-11-25,4.88,CLIC
2016-11-26,3.92,CLIC
2016-11-27,4.55,CLIC
2016-11-28,2.78,CLIC
2016-11-29,3.23,CLIC
2016-11-30,3.33,CLIC
2016-12-01,1.99,CLIC
2016-12-02,2.77,CLIC
2016-12-03,0.95,CLIC
2016-12-04,0.8,CLIC
2016-12-05,2.21,CLIC
2016-12-06,2.09,CLIC
2016-12-07,1.1,CLIC
2016-12-08,5.5,CLIC
2016-12-09,1.25,CLIC
2016-12-10,1.2,CLIC
2016-12-11,0.23,CLIC
2016-12-12,3.62,CLIC
2016-12-13,2.6,CLIC
2016-12-14,1.89,CLIC
2016-12-15,1.51,CLIC
2016-12-16,1.7,CLIC
2016-12-17,1.9,CLIC
2016-12-18,0.35,CLIC
2016-12-19,1.85,CLIC
2016-12-20,2.96,CLIC
2016-12-21,2.66,CLIC
2016-12-22,1.96,CLIC
2016-12-23,5.91,CLIC
2016-12-24,2.92,CLIC
2016-12-25,3.58,CLIC
2016-12-26,2.62,CLIC
2016-12-27,3.88,CLIC
2016-12-28,3.52,CLIC
2016-12-29,3.57,CLIC
2016-12-30,3.84,CLIC
2016-12-31,4.68,CLIC
2017-01-01,1.26,CLIC
2017-01-02,3.95,CLIC
2017-01-03,3.27,CLIC
2017-01-04,1.62,CLIC
2017-01-05,1,CLIC
2017-01-06,0.9,CLIC
2017-01-07,0.86,CLIC
2017-01-08,2.78,CLIC
2017-01-09,2.7,CLIC
2017-01-10,3.26,CLIC
2017-01-11,4.39,CLIC
2017-01-12,4.61,CLIC
2017-01-13,2.31,CLIC
2017-01-14,3.49,CLIC
2017-01-15,6.5,CLIC
2017-01-16,2.49,CLIC
2017-01-17,2,CLIC
2017-01-18,2.21,CLIC
2017-01-19,3.85,CLIC
2017-01-20,4.9,CLIC
2017-01-21,5.64,CLIC
2017-01-22,5.81,CLIC
2017-01-23,5.9,CLIC
2017-01-24,4.78,CLIC
2017-01-25,5.12,CLIC
2017-01-26,2.75,CLIC
2017-01-27,2.78,CLIC
2017-01-28,1.74,CLIC
2017-01-29,0.73,CLIC
2017-01-30,0.8,CLIC
2017-01-31,1.78,CLIC
2017-02-01,0.86,CLIC
2017-02-02,6,CLIC
2017-02-03,3.5,CLIC
2017-02-04,3.82,CLIC
2017-02-05,4.88,CLIC
2017-02-06,3.7,CLIC
2017-02-07,8.6,CLIC
2017-02-08,4.5,CLIC
2017-02-09,4.85,CLIC
2017-02-10,3.7,CLIC
2017-02-11,3.85,CLIC
2017-02-12,6.79,CLIC
2017-02-13,7.11,CLIC
2017-02-14,5.98,CLIC
2017-02-15,1.92,CLIC
2017-02-16,2.8,CLIC
2017-02-17,2.9,CLIC
2017-02-18,7,CLIC
2017-02-19,4.9,CLIC
2017-02-20,7.69,CLIC
2017-02-21,7.72,CLIC
2017-02-22,6.49,CLIC
2017-02-23,8.72,CLIC
2017-02-24,6.66,CLIC
2017-02-25,6.54,CLIC
2017-02-26,6.08,CLIC
2017-02-27,4.1,CLIC
2017-02-28,7.28,CLIC
2017-03-01,7.29,CLIC
2017-03-02,5.52,CLIC
2017-03-03,1.82,CLIC
2017-03-04,2.96,CLIC
2017-03-05,2.68,CLIC
2017-03-06,4.9,CLIC
2017-03-07,3.41,CLIC
2017-03-08,4.55,CLIC
2017-03-09,4.88,CLIC
2017-03-10,5.19,CLIC
2017-03-11,4.18,CLIC
2017-03-12,3.85,CLIC
2017-03-13,3.96,CLIC
2017-03-14,4.01,CLIC
2017-03-15,2.56,CLIC
2017-03-16,7.34,CLIC
2017-03-17,5.9,CLIC
2017-03-18,4.59,CLIC
2017-03-19,7.67,CLIC
2017-03-20,5.68,CLIC
2017-03-21,6.82,CLIC
2017-03-22,5.95,CLIC
2017-03-23,6.88,CLIC
2017-03-24,6.82,CLIC
2017-03-25,6.58,CLIC
2017-03-26,8.8,CLIC
2017-03-27,7.75,CLIC
2017-03-28,8.75,CLIC
2017-03-29,9.6,CLIC
2017-03-30,6.58,CLIC
2017-03-31,5.91,CLIC
2017-05-01,6.84,CLIC
2017-05-02,6.35,CLIC
2017-05-03,6.6,CLIC
2017-05-04,3.9,CLIC
2017-05-05,6.6,CLIC
2017-05-06,6.6,CLIC
2017-05-07,5.85,CLIC
2017-05-08,6.81,CLIC
2017-05-09,6.58,CLIC
2017-05-10,4.96,CLIC
2017-05-11,8.1,CLIC
2017-05-12,4.89,CLIC
2017-05-13,7.81,CLIC
2017-05-14,6.8,CLIC
2017-05-15,7.49,CLIC
2017-05-16,8.11,CLIC
2017-05-17,8.1,CLIC
2017-05-18,5.6,CLIC
2017-05-19,7.2,CLIC
2017-05-20,6.6,CLIC
2017-05-21,4.05,CLIC
2017-05-22,3.65,CLIC
2017-05-23,2.1,CLIC
2017-05-24,6.5,CLIC
2017-05-25,5.25,CLIC
2017-05-26,8.54,CLIC
2017-05-27,7.76,CLIC
2017-05-28,9.73,CLIC
2017-05-29,3.92,CLIC
2017-05-30,5.2,CLIC
2017-05-31,6.3,CLIC
2017-06-01,6.7,CLIC
2017-06-02,3.3,CLIC
2017-06-03,7.8,CLIC
2017-06-04,4.99,CLIC
2017-06-05,3.1,CLIC
2017-06-06,9.9,CLIC
2017-06-07,10.9,CLIC
2017-06-08,8.6,CLIC
2017-06-09,8.79,CLIC
2017-06-10,7.71,CLIC
2017-06-11,8,CLIC
2017-06-12,7.6,CLIC
2017-06-13,8,CLIC
2017-06-14,4.2,CLIC
2017-06-15,8.73,CLIC
2017-06-16,8.87,CLIC
2017-06-17,10.95,CLIC
2017-06-18,10.34,CLIC
2017-06-19,10.01,CLIC
2017-06-20,8.6,CLIC
2017-06-21,9,CLIC
2017-06-22,9.08,CLIC
2017-06-23,4.7,CLIC
2017-06-24,4.5,CLIC
2017-06-25,6.55,CLIC
2017-06-26,3.3,CLIC
2017-06-27,9.13,CLIC
2017-06-28,6.72,CLIC
2017-06-29,8.9,CLIC
2017-06-30,8.4,CLIC
2017-07-01,9.2,CLIC
2017-07-02,10.3,CLIC
2017-07-03,9.4,CLIC
2017-07-04,10.7,CLIC
2017-07-05,8.99,CLIC
2017-07-06,7.01,CLIC
2017-07-07,5.14,CLIC
2017-07-08,3,CLIC
2017-07-09,5.55,CLIC
2017-07-10,8,CLIC
2017-07-11,3.3,CLIC
2017-07-12,3.5,CLIC
2017-07-13,5.6,CLIC
2017-07-14,9.2,CLIC
2017-07-15,8.81,CLIC
2017-07-16,7.08,CLIC
2017-07-17,5.81,CLIC
2017-07-18,9.4,CLIC
2017-07-19,9.4,CLIC
2017-07-20,7.1,CLIC
2017-07-21,8.38,CLIC
2017-07-22,8.96,CLIC
2017-07-23,8.73,CLIC
2017-07-24,9.82,CLIC
2017-07-25,8.7,CLIC
2017-07-26,8.08,CLIC
2017-07-27,8.95,CLIC
2017-07-28,9.99,CLIC
2017-07-29,7.6,CLIC
2017-07-30,8.66,CLIC
2017-07-31,8.14,CLIC
2017-08-01,7,CLIC
2017-08-02,8.14,CLIC
2017-08-03,8.21,CLIC
2017-08-04,5.18,CLIC
2017-08-05,7.88,CLIC
2017-08-06,8.93,CLIC
2017-08-07,8.29,CLIC
2017-08-08,7.62,CLIC
2017-08-09,6.89,CLIC
2017-08-10,5.1,CLIC
2017-08-11,6.14,CLIC
2017-08-12,8.6,CLIC
2017-08-13,7.93,CLIC
2017-08-14,7.21,CLIC
2017-08-15,8.14,CLIC
2017-08-16,8.03,CLIC
2017-08-17,8.45,CLIC
2017-08-18,8.26,CLIC
2017-08-19,7.82,CLIC
2017-08-20,7.91,CLIC
2017-08-21,6.45,CLIC
2017-08-22,6.23,CLIC
2017-08-23,5.26,CLIC
2017-08-24,7.21,CLIC
2017-08-25,7.26,CLIC
2017-08-26,7.56,CLIC
2017-08-27,7.39,CLIC
2017-08-28,6.12,CLIC
2017-08-29,6.14,CLIC
2017-08-30,6.24,CLIC
2017-08-31,4.09,CLIC
2017-09-01,5.31,CLIC
2017-09-02,7.8,CLIC
2017-09-03,6.2,CLIC
2017-09-04,3.1,CLIC
2017-09-05,6.7,CLIC
2017-09-06,3,CLIC
2017-09-07,7.7,CLIC
2017-09-08,2.74,CLIC
2017-09-09,4.82,CLIC
2017-09-10,4.38,CLIC
2017-09-11,6.6,CLIC
2017-09-12,7,CLIC
2017-09-13,10.1,CLIC
2017-09-14,6.49,CLIC
2017-09-15,5.91,CLIC
2017-09-16,8.5,CLIC
2017-09-17,3.6,CLIC
2017-09-18,6.9,CLIC
2017-09-19,8,CLIC
2017-09-20,4.7,CLIC
2017-09-21,5,CLIC
2017-09-22,4.3,CLIC
2017-09-23,4.9,CLIC
2017-09-24,6.3,CLIC
2017-09-25,7.3,CLIC
2017-09-26,2.39,CLIC
2017-09-27,4.77,CLIC
2017-09-30,2.03,CLIC
2017-10-01,4.03,CLIC
2017-10-02,4.54,CLIC
2017-10-03,3.25,CLIC
2017-10-04,3.66,CLIC
2017-10-05,5.08,CLIC
2017-10-06,2.91,CLIC
2017-10-07,6.38,CLIC
2017-10-08,3.42,CLIC
2017-10-09,5.8,CLIC
2017-10-10,1.1,CLIC
2017-10-11,3.4,CLIC
2017-10-12,2.9,CLIC
2017-10-13,3.7,CLIC
2017-10-14,3.7,CLIC
2017-10-15,2.9,CLIC
2017-10-16,7.7,CLIC
2017-10-17,2.29,CLIC
2017-10-18,4.1,CLIC
2017-10-19,4.6,CLIC
2017-10-20,5.11,CLIC
2017-10-21,2.69,CLIC
2017-10-22,4.82,CLIC
2017-10-23,3.78,CLIC
2017-10-24,4.42,CLIC
2017-10-25,3.89,CLIC
2017-10-26,4.9,CLIC
2017-10-27,2.87,CLIC
2017-10-28,2.78,CLIC
2017-10-29,2.9,CLIC
2017-10-30,4.86,CLIC
2017-10-31,9.28,CLIC
2017-11-01,2.24,CLIC
2017-11-02,5.6,CLIC
2017-11-03,3.85,CLIC
2017-11-04,4.5,CLIC
2017-11-05,5.8,CLIC
2017-11-06,2.75,CLIC
2017-11-07,4.4,CLIC
2017-11-08,1.2,CLIC
2017-11-09,3,CLIC
2017-11-10,2.4,CLIC
2017-11-11,1.8,CLIC
2017-11-12,5.85,CLIC
2017-11-13,2.5,CLIC
2017-11-14,1.8,CLIC
2017-11-15,4.75,CLIC
2017-11-16,3.25,CLIC
2017-11-17,3.8,CLIC
2017-11-18,2.84,CLIC
2017-11-19,4.52,CLIC
2017-11-20,2.43,CLIC
2017-11-21,3.8,CLIC
2017-11-22,1.79,CLIC
2017-11-23,2.72,CLIC
2017-11-24,6.19,CLIC
2017-11-25,5.69,CLIC
2017-11-26,1.36,CLIC
2017-11-27,2.97,CLIC
2017-11-28,3.86,CLIC
2017-11-29,2.85,CLIC
2017-11-30,2.97,CLIC
2017-12-01,4.64,CLIC
2017-12-02,3.87,CLIC
2017-12-03,4.88,CLIC
2017-12-04,3.92,CLIC
2017-12-05,3.98,CLIC
2017-12-06,2.01,CLIC
2017-12-07,1.7,CLIC
2017-12-08,4.8,CLIC
2017-12-09,2.29,CLIC
2017-12-10,5.03,CLIC
2017-12-11,0.96,CLIC
2017-12-12,0.72,CLIC
2017-12-13,0.9,CLIC
2017-12-14,2.6,CLIC
2017-12-15,1.9,CLIC
2017-12-16,0.85,CLIC
2017-12-17,2.15,CLIC
2017-12-18,1.52,CLIC
2017-12-19,2.87,CLIC
2017-12-20,3.11,CLIC
2017-12-21,1.9,CLIC
2017-12-22,1.7,CLIC
2017-12-23,0.88,CLIC
2017-12-24,1.9,CLIC
2017-12-25,2.82,CLIC
2017-12-26,1.7,CLIC
2017-12-27,1.75,CLIC
2017-12-28,2.05,CLIC
2017-12-29,3.15,CLIC
2017-12-30,2.07,CLIC
2017-12-31,6.08,CLIC
2018-01-01,3,CLIC
2018-01-02,2,CLIC
2018-01-03,1.32,CLIC
2018-01-04,2.87,CLIC
2018-01-05,3.71,CLIC
2018-01-06,1.95,CLIC
2018-01-07,1.52,CLIC
2018-01-08,2.28,CLIC
2018-01-09,2.67,CLIC
2018-01-10,3.8,CLIC
2018-01-11,3.48,CLIC
2018-01-12,3.95,CLIC
2018-01-13,3.85,CLIC
2018-01-14,3.85,CLIC
2018-01-15,3.5,CLIC
2018-01-16,2.8,CLIC
2018-01-17,1.59,CLIC
2018-01-18,0.85,CLIC
2018-01-19,0.84,CLIC
2018-01-20,0.98,CLIC
2018-01-21,1.9,CLIC
2018-01-22,1.88,CLIC
2018-01-23,3.81,CLIC
2018-01-24,2.99,CLIC
2018-01-25,0.92,CLIC
2018-01-26,1.1,CLIC
2018-01-27,1.89,CLIC
2018-01-28,1.86,CLIC
2018-01-29,1.35,CLIC
2018-01-30,2.8,CLIC
2018-01-31,1.32,CLIC
2018-02-01,3.92,CLIC
2018-02-02,1.95,CLIC
2018-02-03,2.24,CLIC
2018-02-04,1.59,CLIC
2018-02-05,2.88,CLIC
2018-02-06,2.61,CLIC
2018-02-07,2.98,CLIC
2018-02-08,1.52,CLIC
2018-02-09,2.95,CLIC
2018-02-10,3.33,CLIC
2018-02-11,1.32,CLIC
2018-02-12,2.88,CLIC
2018-02-13,2.61,CLIC
2018-02-14,1.58,CLIC
2018-02-15,3.3,CLIC
2018-02-16,4.3,CLIC
2018-02-17,4.34,CLIC
2018-02-18,4.96,CLIC
2018-02-19,2.83,CLIC
2018-02-20,4.24,CLIC
2018-02-21,3.75,CLIC
2018-02-22,3.6,CLIC
2018-02-23,1.9,CLIC
2018-02-24,2.33,CLIC
2018-02-25,1.99,CLIC
2018-02-26,1.91,CLIC
2018-02-27,2.8,CLIC
2018-02-28,3.86,CLIC
2018-03-01,2.88,CLIC
2018-03-02,6.86,CLIC
2018-03-03,5.89,CLIC
2018-03-04,8.07,CLIC
2018-03-05,7.33,CLIC
2018-03-06,1.35,CLIC
2018-03-07,2.94,CLIC
2018-03-08,2.67,CLIC
2018-03-09,3.25,CLIC
2018-03-10,2.69,CLIC
2018-03-11,5.6,CLIC
2018-03-12,4.14,CLIC
2018-03-13,5.45,CLIC
2018-03-14,4.42,CLIC
2018-03-15,2.38,CLIC
2018-03-16,3.57,CLIC
2018-03-17,7.45,CLIC
2018-03-18,7.9,CLIC
2018-03-19,9.89,CLIC
2018-03-20,7.21,CLIC
2018-03-21,4.6,CLIC
2018-03-22,3.1,CLIC
2018-03-23,6.3,CLIC
2018-03-24,4.28,CLIC
2018-03-25,9.52,CLIC
2018-03-26,6.9,CLIC
2018-03-27,6.2,CLIC
2018-03-28,4.05,CLIC
2018-03-29,4.85,CLIC
2018-03-30,3.76,CLIC
2018-03-31,3.79,CLIC
2018-04-01,4.9,CLIC
2018-04-02,4.77,CLIC
2018-04-03,6.96,CLIC
2018-04-04,4.67,CLIC
2018-04-05,6.86,CLIC
2018-04-06,4.88,CLIC
2018-04-07,5.52,CLIC
2018-04-08,5.74,CLIC
2018-04-09,5.01,CLIC
2018-04-10,6.81,CLIC
2018-04-11,2.88,CLIC
2018-04-12,6.71,CLIC
2018-04-13,6.48,CLIC
2018-04-14,7.82,CLIC
2018-04-15,6.12,CLIC
2018-04-16,2.68,CLIC
2018-04-17,5.8,CLIC
2018-04-18,4.56,CLIC
2018-04-19,8.74,CLIC
2018-04-20,6.55,CLIC
2018-04-21,4.95,CLIC
2018-04-22,4.86,CLIC
2018-04-23,5.48,CLIC
2018-04-24,5.83,CLIC
2018-04-25,1.91,CLIC
2018-04-26,1.92,CLIC
2018-04-27,1.55,CLIC
2018-04-28,2.03,CLIC
2018-04-29,2.42,CLIC
2018-04-30,0.9,CLIC
2018-05-01,9.6,CLIC
2018-05-02,9.72,CLIC
2018-05-03,9.81,CLIC
2018-05-04,1.1,CLIC
2018-05-05,1,CLIC
2018-05-06,6.69,CLIC
2018-05-07,6.53,CLIC
2018-05-08,5.85,CLIC
2018-05-09,6.84,CLIC
2018-05-10,6.19,CLIC
2018-05-11,6.9,CLIC
2018-05-12,5.6,CLIC
2018-05-13,5,CLIC
2018-05-14,4.76,CLIC
2018-05-15,4.88,CLIC
2018-05-16,4.92,CLIC
2018-05-17,5.58,CLIC
2018-05-18,3.96,CLIC
2018-05-19,4.99,CLIC
2018-05-20,1.32,CLIC
2018-05-21,5.59,CLIC
2018-05-22,3.8,CLIC
2018-05-23,4.51,CLIC
2018-05-24,5.29,CLIC
2018-05-25,5.91,CLIC
2018-05-26,7.3,CLIC
2018-05-27,5.99,CLIC
2018-05-28,9.2,CLIC
2018-05-29,7.61,CLIC
2018-05-30,6.6,CLIC
2018-05-31,5.8,CLIC
2018-06-01,6.09,CLIC
2018-06-02,2.01,CLIC
2018-06-03,7.09,CLIC
2018-06-04,8.91,CLIC
2018-06-05,9.7,CLIC
2018-06-06,7.1,CLIC
2018-06-07,7.7,CLIC
2018-06-08,6.59,CLIC
2018-06-09,7.91,CLIC
2018-06-10,10.5,CLIC
2018-06-11,4.7,CLIC
2018-06-12,4.4,CLIC
2018-06-13,7,CLIC
2018-06-14,7.7,CLIC
2018-06-15,5.1,CLIC
2018-06-16,7.6,CLIC
2018-06-17,10.1,CLIC
2018-06-18,1.8,CLIC
2018-06-19,5.09,CLIC
2018-06-20,6.33,CLIC
2018-06-21,4.96,CLIC
2018-06-22,5.17,CLIC
2018-06-23,5.9,CLIC
2018-06-24,8.8,CLIC
2018-06-25,11.95,CLIC
2018-06-26,7.25,CLIC
2018-06-27,6.8,CLIC
2018-06-28,4.86,CLIC
2018-06-29,6.79,CLIC
2018-06-30,8.9,CLIC
2018-07-01,7.76,CLIC
2018-07-02,11.78,CLIC
2018-07-03,6.92,CLIC
2018-07-04,6.99,CLIC
2018-07-05,11.2,CLIC
2018-07-06,8.22,CLIC
2018-07-07,3.38,CLIC
2018-07-08,4.3,CLIC
2018-07-09,9.7,CLIC
2018-07-10,3.59,CLIC
2018-07-11,11.1,CLIC
2018-07-12,8.6,CLIC
2018-07-13,7.19,CLIC
2018-07-14,8.32,CLIC
2018-07-15,11.2,CLIC
2018-07-16,8.1,CLIC
2018-07-17,11.88,CLIC
2018-07-18,11.11,CLIC
2018-07-19,10.3,CLIC
2018-07-20,11.71,CLIC
2018-07-21,10.78,CLIC
2018-07-22,7.74,CLIC
2018-07-23,7.86,CLIC
2018-07-24,7.58,CLIC
2018-07-25,5,CLIC
2018-07-26,7.8,CLIC
2018-07-27,10.82,CLIC
2018-07-28,10.96,CLIC
2018-07-29,10.84,CLIC
2018-07-30,10.94,CLIC
2018-07-31,8.88,CLIC
2018-08-01,8.74,CLIC
2018-08-02,11.29,CLIC
2018-08-03,3.91,CLIC
2018-08-04,8.56,CLIC
2018-08-05,7.88,CLIC
2018-08-06,7.62,CLIC
2018-08-07,9.44,CLIC
2018-08-08,8.99,CLIC
2018-08-09,6.82,CLIC
2018-08-10,10.71,CLIC
2018-08-11,10.49,CLIC
2018-08-12,13.09,CLIC
2018-08-13,12.52,CLIC
2018-08-14,8.7,CLIC
2018-08-15,8.5,CLIC
