Estación: ,C19173,LOS PALMITOS. CADEREYTA
1995-05-13,3.9,CLIC
1995-05-14,4.89,CLIC
1995-05-15,5.11,CLIC
1995-05-16,5.08,CLIC
1995-05-17,5.07,CLIC
1995-05-18,4.84,CLIC
1995-05-19,5.13,CLIC
1995-05-20,5.08,CLIC
1995-05-21,4.93,CLIC
1995-05-22,4.82,CLIC
1995-05-23,4.65,CLIC
1995-05-24,5.2,CLIC
1995-05-25,2,CLIC
1995-05-26,3.49,CLIC
1995-05-27,4.8,CLIC
1995-05-28,5.15,CLIC
1995-05-29,5.04,CLIC
1995-05-30,4.91,CLIC
1995-05-31,5.19,CLIC
1995-06-01,4.22,CLIC
1995-06-02,5.56,CLIC
1995-06-03,5.17,CLIC
1995-06-04,4.48,CLIC
1995-06-05,5.59,CLIC
1995-06-06,5.57,CLIC
1995-06-07,5.1,CLIC
1995-06-08,4.92,CLIC
1995-06-09,6.13,CLIC
1995-06-10,8.97,CLIC
1995-06-11,3.16,CLIC
1995-06-12,4.62,CLIC
1995-06-13,4.81,CLIC
1995-06-14,4.63,CLIC
1995-06-15,5.34,CLIC
1995-06-16,5.37,CLIC
1995-06-17,5.07,CLIC
1995-06-18,4.51,CLIC
1995-06-19,4.87,CLIC
1995-06-20,4.22,CLIC
1995-06-21,1.06,CLIC
1995-06-22,1.83,CLIC
1995-06-23,4.37,CLIC
1995-06-24,4.62,CLIC
1995-06-25,5.18,CLIC
1995-06-26,3.61,CLIC
1995-06-27,6.3,CLIC
1995-06-28,4.89,CLIC
1995-06-29,6.92,CLIC
1995-06-30,5.62,CLIC
1995-07-01,4.33,CLIC
1995-07-02,6.32,CLIC
1995-07-03,5.8,CLIC
1995-07-04,3.2,CLIC
1995-07-05,8.01,CLIC
1995-07-06,9.31,CLIC
1995-07-07,0.29,CLIC
1995-07-08,3.52,CLIC
1995-07-09,3.89,CLIC
1995-07-10,4.96,CLIC
1995-07-11,5.26,CLIC
1995-07-12,4.81,CLIC
1995-07-13,3.4,CLIC
1995-07-14,4.73,CLIC
1995-07-15,4.89,CLIC
1995-07-16,5.44,CLIC
1995-07-17,4.89,CLIC
1995-07-18,4.91,CLIC
1995-07-19,6.19,CLIC
1995-07-20,5.93,CLIC
1995-07-21,5.47,CLIC
1995-07-22,6.54,CLIC
1995-07-23,5.95,CLIC
1995-07-24,6.1,CLIC
1995-07-25,5.21,CLIC
1995-07-26,6.8,CLIC
1995-07-27,5.98,CLIC
1995-07-28,5.89,CLIC
1995-07-29,6.06,CLIC
1995-07-30,5.27,CLIC
1995-07-31,6.75,CLIC
1995-08-01,5.83,CLIC
1995-08-02,3,CLIC
1995-08-03,6.42,CLIC
1995-08-04,5.93,CLIC
1995-08-05,5.37,CLIC
1995-08-06,5.93,CLIC
1995-08-07,5.86,CLIC
1995-08-08,6.2,CLIC
1995-08-09,5.96,CLIC
1995-08-10,1.05,CLIC
1995-08-11,3.49,CLIC
1995-08-12,0.4,CLIC
1995-08-13,5.49,CLIC
1995-08-14,5.91,CLIC
1995-08-15,6.13,CLIC
1995-08-16,6.06,CLIC
1995-08-17,5.92,CLIC
1995-08-18,5.83,CLIC
1995-08-19,6.21,CLIC
1995-08-20,5.25,CLIC
1995-08-21,6.63,CLIC
1995-08-22,1.32,CLIC
1995-08-23,4.83,CLIC
1995-08-24,1.5,CLIC
1995-08-25,3.13,CLIC
1995-08-26,3.94,CLIC
1995-08-27,4.65,CLIC
1995-08-28,2.2,CLIC
1995-08-29,1.7,CLIC
1995-08-30,1.1,CLIC
1995-08-31,3.5,CLIC
1995-09-01,0.5,CLIC
1995-09-02,1.41,CLIC
1995-09-03,2.88,CLIC
1995-09-04,4.61,CLIC
1995-09-05,3.89,CLIC
1995-09-06,4.08,CLIC
1995-09-07,3.88,CLIC
1995-09-08,3.94,CLIC
1995-09-09,4.16,CLIC
1995-09-10,5.04,CLIC
1995-09-11,3.21,CLIC
1995-09-12,5.6,CLIC
1995-09-13,5.13,CLIC
1995-09-14,4.84,CLIC
1995-09-15,5.14,CLIC
1995-09-16,4.29,CLIC
1995-09-17,5.73,CLIC
1995-09-18,5.04,CLIC
1995-09-19,4.63,CLIC
1995-09-20,6.39,CLIC
1995-09-21,0.12,CLIC
1995-09-22,5.07,CLIC
1995-09-23,4.41,CLIC
1995-09-24,5.48,CLIC
1995-09-25,7.08,CLIC
1995-09-26,4.99,CLIC
1995-09-27,4.87,CLIC
1995-09-28,5.09,CLIC
1995-09-29,6.07,CLIC
1995-09-30,4.87,CLIC
1995-10-01,5.11,CLIC
1995-10-02,5.3,CLIC
1995-10-03,6.63,CLIC
1995-10-04,6.07,CLIC
1995-10-05,9.89,CLIC
1995-10-06,6.1,CLIC
1995-10-07,5.8,CLIC
1995-10-08,6.12,CLIC
1995-10-09,5.8,CLIC
1995-10-10,5.8,CLIC
1995-10-11,6.35,CLIC
1995-10-12,5.82,CLIC
1995-10-13,4.14,CLIC
1995-10-14,6.06,CLIC
1995-10-15,5.33,CLIC
1995-10-16,6.65,CLIC
1995-10-17,3.93,CLIC
1995-10-18,5.96,CLIC
1995-10-19,4.11,CLIC
1995-10-20,1.1,CLIC
1995-10-21,4.5,CLIC
1995-10-22,5.59,CLIC
1995-10-23,4.93,CLIC
1995-10-24,4.28,CLIC
1995-10-25,5.69,CLIC
1995-10-26,4.89,CLIC
1995-10-27,5.19,CLIC
1995-10-28,8.53,CLIC
1995-10-29,4.18,CLIC
1995-10-30,5.04,CLIC
1995-10-31,3.94,CLIC
1995-11-01,6,CLIC
1995-11-02,4.92,CLIC
1995-11-03,4.19,CLIC
1995-11-04,0.5,CLIC
1995-11-05,3.89,CLIC
1995-11-06,3.97,CLIC
1995-11-07,5.94,CLIC
1995-11-08,5.11,CLIC
1995-11-09,4.98,CLIC
1995-11-10,4.87,CLIC
1995-11-11,4.94,CLIC
1995-11-12,5.21,CLIC
1995-11-13,4.95,CLIC
1995-11-14,4.97,CLIC
1995-11-15,1.08,CLIC
1995-11-16,4.4,CLIC
1995-11-17,8.25,CLIC
1995-11-18,4.25,CLIC
1995-11-19,3.91,CLIC
1995-11-20,3.98,CLIC
1995-11-21,4.08,CLIC
1995-11-22,3.33,CLIC
1995-11-23,5.3,CLIC
1995-11-24,4.29,CLIC
1995-11-25,4.1,CLIC
1995-11-26,3.83,CLIC
1995-11-27,3.37,CLIC
1995-11-28,4.73,CLIC
1995-11-29,4.12,CLIC
1995-11-30,4.02,CLIC
1995-12-01,3.85,CLIC
1995-12-02,4.03,CLIC
1995-12-03,5.03,CLIC
1995-12-04,4.32,CLIC
1995-12-05,5.57,CLIC
1995-12-06,4.8,CLIC
1995-12-07,5.6,CLIC
1995-12-08,4.56,CLIC
1995-12-09,1.94,CLIC
1995-12-10,1.79,CLIC
1995-12-11,3.11,CLIC
1995-12-12,2.88,CLIC
1995-12-13,3.11,CLIC
1995-12-14,3.21,CLIC
1995-12-15,2.85,CLIC
1995-12-16,2.45,CLIC
1995-12-17,5.59,CLIC
1995-12-18,3.71,CLIC
1995-12-19,6.19,CLIC
1995-12-20,2.9,CLIC
1995-12-21,2.3,CLIC
1995-12-22,4.73,CLIC
1995-12-23,4.07,CLIC
1995-12-24,0.12,CLIC
1995-12-25,0.28,CLIC
1995-12-26,1.2,CLIC
1995-12-27,1,CLIC
1995-12-28,0.96,CLIC
1995-12-29,1.83,CLIC
1995-12-30,1.07,CLIC
1995-12-31,1.16,CLIC
1996-02-01,3.16,CLIC
1996-02-02,2.95,CLIC
1996-02-03,2.95,CLIC
1996-02-04,2.43,CLIC
1996-02-05,2.91,CLIC
1996-02-06,3.7,CLIC
1996-02-07,3.05,CLIC
1996-02-08,2.84,CLIC
1996-02-09,6.92,CLIC
1996-02-10,3.08,CLIC
1996-02-11,2.88,CLIC
1996-02-12,3.03,CLIC
1996-02-13,2.89,CLIC
1996-02-14,2.9,CLIC
1996-02-15,2.6,CLIC
1996-02-16,5.49,CLIC
1996-02-17,2.9,CLIC
1996-02-18,2.87,CLIC
1996-02-19,3.31,CLIC
1996-02-20,3.73,CLIC
1996-02-21,4.19,CLIC
1996-02-22,3.6,CLIC
1996-02-23,4.4,CLIC
1996-02-24,3.94,CLIC
1996-02-25,3.97,CLIC
1996-02-26,3.79,CLIC
1996-02-27,3.18,CLIC
1996-02-28,3.07,CLIC
1996-02-29,3.96,CLIC
1996-03-01,4.09,CLIC
1996-03-02,3.86,CLIC
1996-03-03,3.92,CLIC
1996-03-04,4.19,CLIC
1996-03-05,3.9,CLIC
1996-03-06,3.89,CLIC
1996-03-07,6.16,CLIC
1996-03-08,3.74,CLIC
1996-03-09,4.2,CLIC
1996-03-10,3.89,CLIC
1996-03-11,4.21,CLIC
1996-03-12,3.71,CLIC
1996-03-13,4.2,CLIC
1996-03-14,4.05,CLIC
1996-03-15,3.85,CLIC
1996-03-16,3.99,CLIC
1996-03-17,3.61,CLIC
1996-03-18,2.4,CLIC
1996-03-19,3.89,CLIC
1996-03-20,4.04,CLIC
1996-03-21,3.98,CLIC
1996-03-22,3.89,CLIC
1996-03-23,4.2,CLIC
1996-03-24,3.78,CLIC
1996-03-25,3.52,CLIC
1996-03-26,4.58,CLIC
1996-03-27,2.9,CLIC
1996-03-28,2.5,CLIC
1996-03-29,4.47,CLIC
1996-03-30,3.93,CLIC
1996-03-31,8.3,CLIC
1996-04-01,4.85,CLIC
1996-04-02,4.45,CLIC
1996-04-03,5.5,CLIC
1996-04-04,0.55,CLIC
1996-04-05,0.35,CLIC
1996-04-06,4.4,CLIC
1996-04-07,5.53,CLIC
1996-04-08,4.86,CLIC
1996-04-09,5.2,CLIC
1996-04-10,4.92,CLIC
1996-04-11,4.99,CLIC
1996-04-12,4.88,CLIC
1996-04-13,4.73,CLIC
1996-04-14,5.32,CLIC
1996-04-15,4.48,CLIC
1996-04-16,6.3,CLIC
1996-04-17,5.8,CLIC
1996-04-18,6.34,CLIC
1996-04-19,5.3,CLIC
1996-04-20,6.5,CLIC
1996-04-21,6.15,CLIC
1996-04-22,6.02,CLIC
1996-04-23,5.82,CLIC
1996-04-24,5.41,CLIC
1996-04-25,6.77,CLIC
1996-04-26,5.93,CLIC
1996-04-27,5.8,CLIC
1996-04-28,6.13,CLIC
1996-04-29,5.47,CLIC
1996-04-30,4.33,CLIC
1996-05-01,6.2,CLIC
1996-05-02,6.32,CLIC
1996-05-03,5.78,CLIC
1996-05-04,6.3,CLIC
1996-05-05,5.8,CLIC
1996-05-06,5.99,CLIC
1996-05-07,5.76,CLIC
1996-05-08,6.65,CLIC
1996-05-09,5.49,CLIC
1996-05-10,6.9,CLIC
1996-05-11,6.91,CLIC
1996-05-12,7.23,CLIC
1996-05-13,6.9,CLIC
1996-05-14,7,CLIC
1996-05-15,6.85,CLIC
1996-05-16,7.25,CLIC
1996-05-17,6.79,CLIC
1996-05-18,5.95,CLIC
1996-05-19,7.66,CLIC
1996-05-20,8.34,CLIC
1996-05-21,6.8,CLIC
1996-05-22,8.17,CLIC
1996-05-23,7.83,CLIC
1996-05-24,8.15,CLIC
1996-05-25,7.93,CLIC
1996-05-26,8,CLIC
1996-05-27,8.07,CLIC
1996-05-28,6.75,CLIC
1996-05-29,8.2,CLIC
1996-05-30,7.91,CLIC
1996-05-31,9.94,CLIC
1996-06-01,7.26,CLIC
1996-06-02,8.79,CLIC
1996-06-03,7.91,CLIC
1996-06-04,11.1,CLIC
1996-06-05,8.6,CLIC
1996-06-06,9.35,CLIC
1996-06-07,7.55,CLIC
1996-06-08,10.49,CLIC
1996-06-09,7.79,CLIC
1996-06-10,8.4,CLIC
1996-06-11,9.39,CLIC
1996-06-12,9.01,CLIC
1996-06-13,8.7,CLIC
1996-06-14,9.41,CLIC
1996-06-15,7.12,CLIC
1996-06-16,8.78,CLIC
1996-06-17,7.27,CLIC
1996-06-18,8.63,CLIC
1996-06-19,8.15,CLIC
1996-06-20,5.9,CLIC
1996-06-21,8,CLIC
1996-06-22,8.7,CLIC
1996-06-23,7.27,CLIC
1996-06-24,7.93,CLIC
1996-06-25,0.9,CLIC
1996-06-26,6.67,CLIC
1996-06-27,6.53,CLIC
1996-06-28,6.89,CLIC
1996-06-29,6.41,CLIC
1996-06-30,0.76,CLIC
1996-07-01,6.89,CLIC
1996-07-02,6.91,CLIC
1996-07-03,7.34,CLIC
1996-07-04,8.57,CLIC
1996-07-05,11.17,CLIC
1996-07-06,9.92,CLIC
1996-07-07,10.07,CLIC
1996-07-08,5.75,CLIC
1996-07-09,6.65,CLIC
1996-07-10,0.9,CLIC
1996-07-11,6.09,CLIC
1996-07-12,6.8,CLIC
1996-07-13,6.61,CLIC
1996-07-14,7.55,CLIC
1996-07-15,6.78,CLIC
1996-07-16,7.27,CLIC
1996-07-17,7.74,CLIC
1996-07-18,7.69,CLIC
1996-07-19,8.27,CLIC
1996-07-20,7.9,CLIC
1996-07-21,8.13,CLIC
1996-07-22,8.11,CLIC
1996-07-23,7.8,CLIC
1996-07-24,2.2,CLIC
1996-07-25,7.83,CLIC
1996-07-26,8.12,CLIC
1996-07-27,7.9,CLIC
1996-07-28,9.07,CLIC
1996-07-29,8.81,CLIC
1996-07-30,9.17,CLIC
1996-07-31,12.86,CLIC
1996-08-01,8.96,CLIC
1996-08-02,9,CLIC
1996-08-03,8.87,CLIC
1996-08-04,9.06,CLIC
1996-08-05,8.87,CLIC
1996-08-06,8.94,CLIC
1996-08-07,8.6,CLIC
1996-08-08,1.82,CLIC
1996-08-09,6.23,CLIC
1996-08-10,9.85,CLIC
1996-08-11,8.91,CLIC
1996-08-12,1.99,CLIC
1996-08-13,1.31,CLIC
1996-08-14,3.39,CLIC
1996-08-15,9.23,CLIC
1996-08-16,8.76,CLIC
1996-08-17,8.41,CLIC
1996-08-18,7.79,CLIC
1996-08-19,9.61,CLIC
1996-08-20,1.1,CLIC
1996-08-21,6.93,CLIC
1996-08-22,1.06,CLIC
1996-08-23,7.55,CLIC
1996-08-24,4.53,CLIC
1996-08-25,4.65,CLIC
1996-08-26,3.94,CLIC
1996-08-27,2.56,CLIC
1996-08-28,2.83,CLIC
1996-08-29,2.72,CLIC
1996-08-30,4.49,CLIC
1996-08-31,3,CLIC
1996-09-01,2.41,CLIC
1996-09-02,2.91,CLIC
1996-09-03,4.84,CLIC
1996-09-04,1.79,CLIC
1996-09-05,5.98,CLIC
1996-09-06,5.16,CLIC
1996-09-07,4.81,CLIC
1996-09-08,4.88,CLIC
1996-09-09,4.51,CLIC
1996-09-10,5.06,CLIC
1996-09-11,5.58,CLIC
1996-09-12,4.77,CLIC
1996-09-13,5.4,CLIC
1996-09-14,4.79,CLIC
1996-09-15,5.16,CLIC
1996-09-16,4.65,CLIC
1996-09-17,5.1,CLIC
1996-09-18,4.1,CLIC
1996-09-19,5.09,CLIC
1996-09-20,5,CLIC
1996-09-21,4.87,CLIC
1996-09-22,4.52,CLIC
1996-09-23,5.31,CLIC
1996-09-24,5.2,CLIC
1996-09-25,5.03,CLIC
1996-09-26,4.87,CLIC
1996-09-27,5.19,CLIC
1996-09-28,5.61,CLIC
1996-09-29,4.95,CLIC
1996-09-30,3.03,CLIC
1996-10-01,6.9,CLIC
1996-10-02,2,CLIC
1996-10-03,2,CLIC
1996-10-04,2.91,CLIC
1996-10-05,1,CLIC
1996-10-06,2.06,CLIC
1996-10-07,2.97,CLIC
1996-10-08,5.51,CLIC
1996-10-09,3.38,CLIC
1996-10-10,3.31,CLIC
1996-10-11,3.78,CLIC
1996-10-12,2.8,CLIC
1996-10-13,3.19,CLIC
1996-10-14,2.95,CLIC
1996-10-15,3.15,CLIC
1996-10-16,2.8,CLIC
1996-10-17,3.2,CLIC
1996-10-18,2.75,CLIC
1996-10-19,4.23,CLIC
1996-10-20,2.92,CLIC
1996-10-21,2.3,CLIC
1996-10-22,3.55,CLIC
1996-10-23,3.25,CLIC
1996-10-24,2.9,CLIC
1996-10-25,3.07,CLIC
1996-10-26,3.51,CLIC
1996-10-27,3.27,CLIC
1996-10-28,3.22,CLIC
1996-10-29,2.78,CLIC
1996-10-30,3.24,CLIC
1996-10-31,3.01,CLIC
1996-11-01,2.85,CLIC
1996-11-02,2.9,CLIC
1996-11-03,3.17,CLIC
1996-11-04,2.87,CLIC
1996-11-05,3.16,CLIC
1996-11-06,2.76,CLIC
1996-11-07,2.99,CLIC
1996-11-08,3.18,CLIC
1996-11-09,2.95,CLIC
1996-11-10,2.27,CLIC
1996-11-11,4.3,CLIC
1996-11-12,3.15,CLIC
1996-11-13,2.98,CLIC
1996-11-14,2.92,CLIC
1996-11-15,2.9,CLIC
1996-11-16,3.4,CLIC
1996-11-17,2.99,CLIC
1996-11-18,3.16,CLIC
1996-11-19,2.92,CLIC
1996-11-20,3.12,CLIC
1996-11-21,2.9,CLIC
1996-11-22,3.04,CLIC
1996-11-23,2.46,CLIC
1996-11-24,3.6,CLIC
1996-11-25,2.78,CLIC
1996-11-26,2.88,CLIC
1996-11-27,3,CLIC
1996-11-28,0.74,CLIC
1996-11-29,2.19,CLIC
1996-11-30,4.6,CLIC
1996-12-01,3.06,CLIC
1996-12-02,2.73,CLIC
1996-12-03,4.03,CLIC
1996-12-04,3.29,CLIC
1996-12-05,6.89,CLIC
1996-12-06,3.02,CLIC
1996-12-07,2.85,CLIC
1996-12-08,7.98,CLIC
1996-12-09,7.47,CLIC
1996-12-10,3.47,CLIC
1996-12-11,2.48,CLIC
1996-12-12,3.75,CLIC
1996-12-13,3.79,CLIC
1996-12-14,2.41,CLIC
1996-12-15,3.72,CLIC
1996-12-16,3.05,CLIC
1996-12-17,2.9,CLIC
1996-12-18,2.58,CLIC
1996-12-19,3.02,CLIC
1996-12-20,3.25,CLIC
1996-12-21,2.92,CLIC
1996-12-22,3.22,CLIC
1996-12-23,2.41,CLIC
1996-12-24,3.39,CLIC
1996-12-25,2.91,CLIC
1996-12-26,2.5,CLIC
1996-12-27,3.59,CLIC
1996-12-28,3.2,CLIC
1996-12-29,2.86,CLIC
1996-12-30,3.08,CLIC
1996-12-31,2.92,CLIC
1997-01-01,2.5,CLIC
1997-01-02,4.08,CLIC
1997-01-03,3.07,CLIC
1997-01-04,4.65,CLIC
1997-01-05,7.7,CLIC
1997-01-06,7.15,CLIC
1997-01-07,1.85,CLIC
1997-01-08,3.95,CLIC
1997-01-09,2.45,CLIC
1997-01-10,3,CLIC
1997-01-11,3.4,CLIC
1997-01-12,5.06,CLIC
1997-01-13,3.9,CLIC
1997-01-14,3.2,CLIC
1997-01-15,4.69,CLIC
1997-01-16,3.65,CLIC
1997-01-17,4.44,CLIC
1997-01-18,3.85,CLIC
1997-01-19,3.57,CLIC
1997-01-20,4.3,CLIC
1997-01-21,4.3,CLIC
1997-01-22,2.6,CLIC
1997-01-23,3.03,CLIC
1997-01-24,3.17,CLIC
1997-01-25,2.6,CLIC
1997-01-26,2.25,CLIC
1997-01-27,3.7,CLIC
1997-01-28,2.96,CLIC
1997-01-29,3.99,CLIC
1997-01-30,3.42,CLIC
1997-01-31,3.66,CLIC
1997-02-01,0.97,CLIC
1997-02-02,2.47,CLIC
1997-02-03,5.76,CLIC
1997-02-04,5,CLIC
1997-02-05,0.35,CLIC
1997-02-06,0.82,CLIC
1997-02-07,3.15,CLIC
1997-02-08,2.66,CLIC
1997-02-09,3.82,CLIC
1997-02-10,2.02,CLIC
1997-02-11,0.48,CLIC
1997-02-12,3.3,CLIC
1997-02-13,4.02,CLIC
1997-02-14,1.82,CLIC
1997-02-15,2.78,CLIC
1997-02-16,4.35,CLIC
1997-02-17,3.91,CLIC
1997-02-18,3.19,CLIC
1997-02-19,5.59,CLIC
1997-02-20,3.47,CLIC
1997-02-21,4.75,CLIC
1997-02-22,2.59,CLIC
1997-02-23,3.37,CLIC
1997-02-24,6.19,CLIC
1997-02-25,1.23,CLIC
1997-02-26,4.22,CLIC
1997-02-27,3.98,CLIC
1997-02-28,5.12,CLIC
1997-03-01,3.78,CLIC
1997-03-02,4.22,CLIC
1997-03-03,4,CLIC
1997-03-04,3.89,CLIC
1997-03-05,4.06,CLIC
1997-03-06,3.79,CLIC
1997-03-07,4.16,CLIC
1997-03-08,3.7,CLIC
1997-03-09,4.23,CLIC
1997-03-10,0.4,CLIC
1997-03-11,0.27,CLIC
1997-03-12,0.9,CLIC
1997-03-13,1.87,CLIC
1997-03-14,2.53,CLIC
1997-03-15,3.49,CLIC
1997-03-16,2.31,CLIC
1997-03-17,0.73,CLIC
1997-03-18,1,CLIC
1997-03-19,2.23,CLIC
1997-03-20,2.64,CLIC
1997-03-21,3.28,CLIC
1997-03-22,2.91,CLIC
1997-03-23,4.14,CLIC
1997-03-24,3.86,CLIC
1997-03-25,2.51,CLIC
1997-03-26,2.5,CLIC
1997-03-27,3.53,CLIC
1997-03-28,2.83,CLIC
1997-03-29,3.1,CLIC
1997-03-30,2.88,CLIC
1997-03-31,1.5,CLIC
1997-04-01,2.06,CLIC
1997-04-02,1.29,CLIC
1997-04-03,4.61,CLIC
1997-04-04,4.09,CLIC
1997-04-05,3.71,CLIC
1997-04-06,4.43,CLIC
1997-04-07,1.1,CLIC
1997-04-08,2.06,CLIC
1997-04-09,6,CLIC
1997-04-10,6.24,CLIC
1997-04-11,3.95,CLIC
1997-04-12,3.63,CLIC
1997-04-13,1,CLIC
1997-04-14,3.26,CLIC
1997-04-15,2.1,CLIC
1997-04-16,3.9,CLIC
1997-04-17,1.18,CLIC
1997-04-18,4.06,CLIC
1997-04-19,4.22,CLIC
1997-04-20,3.87,CLIC
1997-04-21,4.85,CLIC
1997-04-22,5.18,CLIC
1997-04-23,4.76,CLIC
1997-04-24,6.15,CLIC
1997-04-25,4.61,CLIC
1997-04-26,1,CLIC
1997-04-27,2.71,CLIC
1997-04-28,2.07,CLIC
1997-04-29,3.14,CLIC
1997-04-30,3.8,CLIC
1997-05-01,4.2,CLIC
1997-05-02,3.89,CLIC
1997-05-03,4.16,CLIC
1997-05-04,2.62,CLIC
1997-05-05,4.33,CLIC
1997-05-06,6.41,CLIC
1997-05-07,5.19,CLIC
1997-05-08,5.49,CLIC
1997-05-09,2.89,CLIC
1997-05-10,2.78,CLIC
1997-05-11,4.34,CLIC
1997-05-12,3.49,CLIC
1997-05-13,5.51,CLIC
1997-05-14,3.59,CLIC
1997-05-15,3.92,CLIC
1997-05-16,4.61,CLIC
1997-05-17,4.83,CLIC
1997-05-18,3.51,CLIC
1997-05-19,4.54,CLIC
1997-05-20,5.46,CLIC
1997-05-21,4.28,CLIC
1997-05-22,4.39,CLIC
1997-05-23,4.77,CLIC
1997-05-24,4.05,CLIC
1997-05-25,4.84,CLIC
1997-05-26,3.91,CLIC
1997-05-27,2,CLIC
1997-05-28,1.72,CLIC
1997-05-29,4.78,CLIC
1997-05-30,2.21,CLIC
1997-05-31,2,CLIC
1997-06-01,5.04,CLIC
1997-06-02,6.05,CLIC
1997-06-03,1.88,CLIC
1997-06-04,3.72,CLIC
1997-06-05,4.37,CLIC
1997-06-06,3.62,CLIC
1997-06-07,4.44,CLIC
1997-06-08,3.3,CLIC
1997-06-09,3.85,CLIC
1997-06-10,2.28,CLIC
1997-06-11,3.22,CLIC
1997-06-12,5.05,CLIC
1997-06-13,6.3,CLIC
1997-06-14,4.74,CLIC
1997-06-15,5.86,CLIC
1997-06-16,7.31,CLIC
1997-06-17,5.9,CLIC
1997-06-18,6.9,CLIC
1997-06-19,6.58,CLIC
1997-06-20,5.32,CLIC
1997-06-21,4.23,CLIC
1997-06-22,6.84,CLIC
1997-06-23,6.08,CLIC
1997-06-24,6.93,CLIC
1997-06-25,6.92,CLIC
1997-06-26,6.75,CLIC
1997-06-27,6.9,CLIC
1997-06-28,7.45,CLIC
1997-06-29,6.96,CLIC
1997-06-30,6.91,CLIC
1997-07-01,6.89,CLIC
1997-07-02,3.72,CLIC
1997-07-03,3.63,CLIC
1997-07-04,4,CLIC
1997-07-05,7.07,CLIC
1997-07-06,6.79,CLIC
1997-07-07,6.96,CLIC
1997-07-08,6.89,CLIC
1997-07-09,7.12,CLIC
1997-07-10,6.23,CLIC
1997-07-11,7.76,CLIC
1997-07-12,6.97,CLIC
1997-07-13,7,CLIC
1997-07-14,6.89,CLIC
1997-07-15,7.06,CLIC
1997-07-16,6.84,CLIC
1997-07-17,7.13,CLIC
1997-07-18,6.84,CLIC
1997-07-19,6.77,CLIC
1997-07-20,2.44,CLIC
1997-07-21,3.15,CLIC
1997-07-22,6.73,CLIC
1997-07-23,6.81,CLIC
1997-07-24,7.1,CLIC
1997-07-25,7.27,CLIC
1997-07-26,8.09,CLIC
1997-07-27,7.8,CLIC
1997-07-28,7.15,CLIC
1997-07-29,6.92,CLIC
1997-07-30,6.9,CLIC
1997-07-31,10.63,CLIC
1997-08-01,6.86,CLIC
1997-08-02,7.05,CLIC
1997-08-03,6.79,CLIC
1997-08-04,6.89,CLIC
1997-08-05,7.32,CLIC
1997-08-06,6.94,CLIC
1997-08-07,6.94,CLIC
1997-08-08,6.61,CLIC
1997-08-09,7.31,CLIC
1997-08-10,6.34,CLIC
1997-08-11,7.73,CLIC
1997-08-12,6.95,CLIC
1997-08-13,6.98,CLIC
1997-08-14,6.9,CLIC
1997-08-15,6.96,CLIC
1997-08-16,6.95,CLIC
1997-08-17,6.41,CLIC
1997-08-18,7.73,CLIC
1997-08-19,7.9,CLIC
1997-08-20,7.83,CLIC
1997-08-21,8.26,CLIC
1997-08-22,7.68,CLIC
1997-08-23,7.9,CLIC
1997-08-24,6.83,CLIC
1997-08-25,7.07,CLIC
1997-08-26,7.77,CLIC
1997-08-27,7.28,CLIC
1997-08-28,6.92,CLIC
1997-08-29,7.69,CLIC
1997-08-30,6.9,CLIC
1997-08-31,6.95,CLIC
1997-09-01,6.83,CLIC
1997-09-02,7.29,CLIC
1997-09-03,6.8,CLIC
1997-09-04,6.7,CLIC
1997-09-05,5.97,CLIC
1997-09-06,7.33,CLIC
1997-09-07,5.57,CLIC
1997-09-08,6.5,CLIC
1997-09-09,5.86,CLIC
1997-09-10,7.15,CLIC
1997-09-11,6.79,CLIC
1997-09-12,7.32,CLIC
1997-09-13,6.68,CLIC
1997-09-14,6.25,CLIC
1997-09-15,5.91,CLIC
1997-09-16,7.44,CLIC
1997-09-17,7.29,CLIC
1997-09-18,6.88,CLIC
1997-09-19,7.2,CLIC
1997-09-20,7.86,CLIC
1997-09-21,8.76,CLIC
1997-09-22,5.29,CLIC
1997-09-23,4.57,CLIC
1997-09-24,3.84,CLIC
1997-09-25,3.7,CLIC
1997-09-26,2.34,CLIC
1997-09-27,5.49,CLIC
1997-09-28,6.2,CLIC
1997-09-29,6.86,CLIC
1997-09-30,3.18,CLIC
1997-10-01,4.52,CLIC
1997-10-02,3.1,CLIC
1997-10-03,9.95,CLIC
1997-10-04,7.95,CLIC
1997-10-05,1.15,CLIC
1997-10-06,2.9,CLIC
1997-10-07,3.08,CLIC
1997-10-08,4.06,CLIC
1997-10-09,7.2,CLIC
1997-10-10,1.72,CLIC
1997-10-11,1.27,CLIC
1997-10-12,4.93,CLIC
1997-10-13,4.37,CLIC
1997-10-14,5.67,CLIC
1997-10-15,4.39,CLIC
1997-10-16,4.85,CLIC
1997-10-17,5.5,CLIC
1997-10-18,5.17,CLIC
1997-10-19,4.92,CLIC
1997-10-20,4.98,CLIC
1997-10-21,4.12,CLIC
1997-10-22,4.63,CLIC
1997-10-23,3.94,CLIC
1997-10-24,3.51,CLIC
1997-10-25,4.53,CLIC
1997-10-26,3.84,CLIC
1997-10-27,4.08,CLIC
1997-10-28,3.85,CLIC
1997-10-29,3.7,CLIC
1997-10-30,4.51,CLIC
1997-10-31,3.73,CLIC
1997-11-01,4.25,CLIC
1997-11-02,4.49,CLIC
1997-11-03,2.86,CLIC
1997-11-04,2.54,CLIC
