Estación: ,C19162,VISTA HERMOSA. LINARES
2008-10-20,1.92,CLIC
2008-10-21,2.77,CLIC
2008-10-22,2.64,CLIC
2008-10-23,4.36,CLIC
2008-10-24,2.91,CLIC
2008-10-25,2.44,CLIC
2008-10-26,1.39,CLIC
2008-10-27,8.12,CLIC
2008-10-28,1.27,CLIC
2008-10-29,2.07,CLIC
2008-10-30,2.17,CLIC
2008-10-31,2.88,CLIC
2008-11-01,2.02,CLIC
2008-11-02,2.63,CLIC
2008-11-03,1.78,CLIC
2008-11-04,3.7,CLIC
2008-11-05,2.34,CLIC
2008-11-06,5.26,CLIC
2008-11-07,4.01,CLIC
2008-11-08,2.81,CLIC
2008-11-09,2.6,CLIC
2008-11-10,1.97,CLIC
2008-11-11,1.89,CLIC
2008-11-12,1.47,CLIC
2008-11-13,2.73,CLIC
2008-11-14,1.08,CLIC
2008-11-15,2.86,CLIC
2008-11-16,3.56,CLIC
2008-11-17,2.63,CLIC
2008-11-18,1.66,CLIC
2008-11-19,2.34,CLIC
2008-11-20,2.17,CLIC
2008-11-21,2.72,CLIC
2008-11-22,1.82,CLIC
2008-11-23,2.21,CLIC
2008-11-24,2.97,CLIC
2008-11-25,2.53,CLIC
2008-11-26,0.92,CLIC
2008-11-27,1.56,CLIC
2008-11-28,2.01,CLIC
2008-11-29,2.09,CLIC
2008-11-30,1.71,CLIC
2008-12-01,4.44,CLIC
2008-12-02,1.92,CLIC
2008-12-03,2.8,CLIC
2008-12-04,2.56,CLIC
2008-12-05,1.92,CLIC
2008-12-06,3.54,CLIC
2008-12-07,1.42,CLIC
2008-12-08,1.67,CLIC
2008-12-09,3.07,CLIC
2008-12-10,2.39,CLIC
2008-12-11,2.51,CLIC
2008-12-12,2.9,CLIC
2008-12-13,1.98,CLIC
2008-12-14,2.47,CLIC
2008-12-15,3.59,CLIC
2008-12-16,0.34,CLIC
2008-12-17,2.08,CLIC
2008-12-18,1.84,CLIC
2008-12-19,1.3,CLIC
2008-12-20,1.44,CLIC
2008-12-21,0.24,CLIC
2008-12-22,0.71,CLIC
2008-12-23,0.06,CLIC
2008-12-24,1.28,CLIC
2008-12-25,3.65,CLIC
2008-12-26,1.9,CLIC
2008-12-27,3.7,CLIC
2008-12-28,1.44,CLIC
2008-12-29,1.25,CLIC
2008-12-30,3.26,CLIC
2008-12-31,0.83,CLIC
2009-01-01,0.17,CLIC
2009-01-02,5.59,CLIC
2009-01-03,2.55,CLIC
2009-01-04,1.02,CLIC
2009-01-05,4.14,CLIC
2009-01-06,0.24,CLIC
2009-01-07,1.34,CLIC
2009-01-08,3.35,CLIC
2009-01-09,2.04,CLIC
2009-01-10,3.05,CLIC
2009-01-11,3.28,CLIC
2009-01-12,3.09,CLIC
2009-01-13,3.02,CLIC
2009-01-14,2.41,CLIC
2009-01-15,0.4,CLIC
2009-01-16,5.14,CLIC
2009-01-17,1.96,CLIC
2009-01-18,3.06,CLIC
2009-01-19,2.52,CLIC
2009-01-20,2.57,CLIC
2009-01-21,1.38,CLIC
2009-01-22,2.87,CLIC
2009-01-23,3.84,CLIC
2009-01-24,3.54,CLIC
2009-01-25,0.01,CLIC
2009-01-26,5.59,CLIC
2009-01-27,3.17,CLIC
2009-01-28,2.2,CLIC
2009-01-29,0.63,CLIC
2009-01-30,2.44,CLIC
2009-01-31,1.56,CLIC
2009-02-01,4.33,CLIC
2009-02-02,3.44,CLIC
2009-02-03,2.64,CLIC
2009-02-04,4.76,CLIC
2009-02-05,5.5,CLIC
2009-02-06,4.36,CLIC
2009-02-07,4.81,CLIC
2009-02-08,3.32,CLIC
2009-02-09,2.95,CLIC
2009-02-10,4.01,CLIC
2009-02-11,4.56,CLIC
2009-02-12,4.01,CLIC
2009-02-13,5.25,CLIC
2009-02-14,4.1,CLIC
2009-02-15,0.45,CLIC
2009-02-16,1.69,CLIC
2009-02-17,2.43,CLIC
2009-02-18,2.6,CLIC
2009-02-19,2.1,CLIC
2009-02-20,0.5,CLIC
2009-02-21,5.17,CLIC
2009-02-22,5.22,CLIC
2009-02-23,3.5,CLIC
2009-02-24,3.94,CLIC
2009-02-25,6.67,CLIC
2009-02-26,6.12,CLIC
2009-02-27,5.57,CLIC
2009-02-28,11.54,CLIC
2009-03-01,8.75,CLIC
2009-03-02,7.87,CLIC
2009-03-03,6.23,CLIC
2009-03-04,7.22,CLIC
2009-03-05,4.31,CLIC
2009-03-06,5.97,CLIC
2009-03-07,6.95,CLIC
2009-03-08,3.01,CLIC
2009-03-09,5.26,CLIC
2009-03-10,1.98,CLIC
2009-03-11,3.08,CLIC
2009-03-12,11.47,CLIC
2009-03-13,1.13,CLIC
2009-03-14,3.01,CLIC
2009-03-15,0.8,CLIC
2009-03-16,0.76,CLIC
2009-03-17,0.62,CLIC
2009-03-18,2.62,CLIC
2009-03-19,4.38,CLIC
2009-03-20,5.13,CLIC
2009-03-21,5.08,CLIC
2009-03-22,3.58,CLIC
2009-03-23,4.77,CLIC
2009-03-24,5.2,CLIC
2009-03-25,5.41,CLIC
2009-03-26,6.7,CLIC
2009-03-27,9.27,CLIC
2009-03-28,4.83,CLIC
2009-03-29,7.74,CLIC
2009-03-30,6.74,CLIC
2009-03-31,7.94,CLIC
2009-04-01,9.94,CLIC
2009-04-02,5.7,CLIC
2009-04-03,3.73,CLIC
2009-04-04,6.5,CLIC
2009-04-05,9.45,CLIC
2009-04-06,6.58,CLIC
2009-04-07,6.18,CLIC
2009-04-08,6.9,CLIC
2009-04-09,10.36,CLIC
2009-04-10,3.16,CLIC
2009-04-11,4.24,CLIC
2009-04-12,7.89,CLIC
2009-04-13,5.55,CLIC
2009-04-14,8.13,CLIC
2009-04-15,13.37,CLIC
2009-04-16,7.44,CLIC
2009-04-17,6.97,CLIC
2009-04-18,3.31,CLIC
2009-04-20,11.04,CLIC
2009-04-21,5.79,CLIC
2009-04-22,9.26,CLIC
2009-04-23,7.8,CLIC
2009-04-24,3.81,CLIC
2009-04-25,5.8,CLIC
2009-04-26,8.48,CLIC
2009-04-27,7.03,CLIC
2009-04-28,5.48,CLIC
2009-04-29,8.65,CLIC
2009-04-30,5.99,CLIC
2009-05-01,4.05,CLIC
2009-05-02,6.72,CLIC
2009-05-03,7.03,CLIC
2009-05-04,3.32,CLIC
2009-05-05,7.02,CLIC
2009-05-06,7.5,CLIC
2009-05-07,9.31,CLIC
2009-05-08,4.17,CLIC
2009-05-09,10.16,CLIC
2009-05-10,7.39,CLIC
2009-05-11,6.65,CLIC
2009-05-12,5.81,CLIC
2009-05-13,4.7,CLIC
2009-05-14,8.46,CLIC
2009-05-15,4.08,CLIC
2009-05-16,1,CLIC
2009-05-17,1.07,CLIC
2009-05-18,1.17,CLIC
2009-05-19,5.86,CLIC
2009-05-20,5.37,CLIC
2009-05-21,1.82,CLIC
2009-05-22,4.52,CLIC
2009-05-23,6.12,CLIC
2009-05-24,5.34,CLIC
2009-05-25,5.62,CLIC
2009-05-26,4.46,CLIC
2009-05-27,3.5,CLIC
2009-05-28,5.3,CLIC
2009-05-29,6.07,CLIC
2009-05-30,8.42,CLIC
2009-05-31,9.26,CLIC
2009-07-09,12.42,CLIC
2009-07-10,8.42,CLIC
2009-07-11,7.03,CLIC
2009-07-12,9.75,CLIC
2009-07-13,7.94,CLIC
2009-07-14,9.65,CLIC
2009-07-15,8.01,CLIC
2009-07-16,7.8,CLIC
2009-07-17,6.75,CLIC
2009-07-18,7.35,CLIC
2009-07-19,8.21,CLIC
2009-07-20,8.8,CLIC
2009-07-21,6.77,CLIC
2009-07-22,8.98,CLIC
2009-07-23,9.22,CLIC
2009-07-24,7.66,CLIC
2009-07-25,8.7,CLIC
2009-07-26,9.86,CLIC
2009-07-27,14.2,CLIC
2009-07-28,3.38,CLIC
2009-07-29,6.83,CLIC
2009-07-30,8.28,CLIC
2009-07-31,6.77,CLIC
2009-08-01,10.46,CLIC
2009-08-02,7.99,CLIC
2009-08-03,8.37,CLIC
2009-08-04,10.23,CLIC
2009-08-05,7.57,CLIC
2009-08-06,8.13,CLIC
2009-08-07,7.97,CLIC
2009-08-08,7.15,CLIC
2009-08-09,8.7,CLIC
2009-08-10,6.45,CLIC
2009-08-11,9.94,CLIC
2009-08-12,10.03,CLIC
2009-08-13,6.56,CLIC
2009-08-14,7.31,CLIC
2009-08-15,7.67,CLIC
2009-08-16,6.97,CLIC
2009-08-17,9.47,CLIC
2009-08-18,7.35,CLIC
2009-08-19,10.97,CLIC
2009-08-20,11.76,CLIC
2009-08-21,8.52,CLIC
2009-08-22,6.8,CLIC
2009-08-23,7.92,CLIC
2009-08-24,8.36,CLIC
2009-08-25,7.61,CLIC
2009-08-26,5.4,CLIC
2009-08-27,7.08,CLIC
2009-08-28,3.24,CLIC
2009-08-29,5.63,CLIC
2009-08-31,2.5,CLIC
2009-09-01,0.35,CLIC
2009-09-02,1.25,CLIC
2009-09-03,1.93,CLIC
2009-09-04,0.97,CLIC
2009-09-05,1.97,CLIC
2009-09-06,0.98,CLIC
2009-09-08,1.95,CLIC
2009-09-09,0.74,CLIC
2009-09-12,5.1,CLIC
2009-09-13,3.5,CLIC
2009-09-14,4.5,CLIC
2009-09-15,4.2,CLIC
2009-09-16,0.45,CLIC
2009-09-17,3.39,CLIC
2009-09-18,2.28,CLIC
2009-09-19,3.62,CLIC
2009-09-20,3.51,CLIC
2009-09-21,4.15,CLIC
2009-09-23,3.05,CLIC
2009-09-24,0.3,CLIC
2009-09-25,1.41,CLIC
2009-09-26,1.84,CLIC
2009-09-27,2.91,CLIC
2009-09-28,2.43,CLIC
2009-09-29,3.26,CLIC
2009-09-30,6.18,CLIC
2009-11-01,1.42,CLIC
2009-11-02,2.2,CLIC
2009-11-03,2.34,CLIC
2009-11-04,2.56,CLIC
2009-11-05,2.12,CLIC
2009-11-06,1.47,CLIC
2009-11-07,2.5,CLIC
2009-11-08,2.31,CLIC
2009-11-09,2.69,CLIC
2009-11-10,2.56,CLIC
2009-11-11,1.45,CLIC
2009-11-12,2.96,CLIC
2009-11-13,2.12,CLIC
2009-11-14,3.48,CLIC
2009-11-15,1.75,CLIC
2009-11-16,1.11,CLIC
2009-11-17,2.29,CLIC
2009-11-18,1.82,CLIC
2009-11-19,0.66,CLIC
2009-11-20,1.32,CLIC
2009-11-21,1.27,CLIC
2009-11-22,3.08,CLIC
2009-11-23,0.95,CLIC
2009-11-24,1.49,CLIC
2009-11-25,2.13,CLIC
2009-11-26,1.71,CLIC
2009-11-27,2.16,CLIC
2009-11-28,1.64,CLIC
2009-11-29,2.36,CLIC
2009-11-30,2.54,CLIC
2010-01-01,1.06,CLIC
2010-01-02,1.64,CLIC
2010-01-03,1.4,CLIC
2010-01-04,1.2,CLIC
2010-01-05,0.15,CLIC
2010-01-06,1.37,CLIC
2010-01-07,0.43,CLIC
2010-01-08,2.25,CLIC
2010-01-09,1,CLIC
2010-01-10,0.35,CLIC
2010-01-11,1.4,CLIC
2010-01-12,0.8,CLIC
2010-01-13,2.35,CLIC
2010-01-14,1.15,CLIC
2010-01-15,0.88,CLIC
2010-01-16,1.17,CLIC
2010-01-17,0.62,CLIC
2010-01-18,1.38,CLIC
2010-01-19,1.3,CLIC
2010-01-20,5.37,CLIC
2010-01-21,1.53,CLIC
2010-01-22,4.03,CLIC
2010-01-23,4.51,CLIC
2010-01-24,3.08,CLIC
2010-01-25,2.99,CLIC
2010-01-26,3.22,CLIC
2010-01-27,2.76,CLIC
2010-01-28,1.46,CLIC
2010-01-29,5.07,CLIC
2010-01-30,6.73,CLIC
2010-01-31,1.7,CLIC
2010-02-01,1.25,CLIC
2010-02-02,1.75,CLIC
2010-02-03,4.2,CLIC
2010-02-04,3.4,CLIC
2010-02-05,1.2,CLIC
2010-02-06,2.92,CLIC
2010-02-07,1.31,CLIC
2010-02-08,4.62,CLIC
2010-02-09,1.85,CLIC
2010-02-10,2.2,CLIC
2010-02-11,1.1,CLIC
2010-02-12,0.5,CLIC
2010-02-13,0.5,CLIC
2010-02-14,3.05,CLIC
2010-02-15,1.63,CLIC
2010-02-16,2.58,CLIC
2010-02-17,2.04,CLIC
2010-02-18,2.2,CLIC
2010-02-19,4.66,CLIC
2010-02-20,3.69,CLIC
2010-02-21,1.75,CLIC
2010-02-22,1.2,CLIC
2010-02-23,0.62,CLIC
2010-02-24,3.33,CLIC
2010-02-25,2.2,CLIC
2010-02-26,2.2,CLIC
2010-02-27,6.77,CLIC
2010-02-28,3.53,CLIC
2010-03-01,2.09,CLIC
2010-03-02,7.12,CLIC
2010-03-03,2.06,CLIC
2010-03-04,5.28,CLIC
2010-03-05,1.17,CLIC
2010-03-06,0.3,CLIC
2010-03-07,2,CLIC
2010-03-08,1.15,CLIC
2010-03-09,1.88,CLIC
2010-03-10,6.83,CLIC
2010-03-11,5.11,CLIC
2010-03-12,3.9,CLIC
2010-03-13,6.09,CLIC
2010-03-14,3.9,CLIC
2010-03-15,3.34,CLIC
2010-03-16,1.25,CLIC
2010-03-17,3.18,CLIC
2010-03-18,5.57,CLIC
2010-03-19,7,CLIC
2010-03-20,3.45,CLIC
2010-03-21,4.65,CLIC
2010-03-22,5.67,CLIC
2010-03-23,5.5,CLIC
2010-03-24,4.34,CLIC
2010-03-25,3.75,CLIC
2010-03-26,2.51,CLIC
2010-03-27,4.22,CLIC
2010-03-28,2.61,CLIC
2010-03-29,6.08,CLIC
2010-03-30,4.86,CLIC
2010-03-31,7.1,CLIC
2010-04-01,5.17,CLIC
2010-04-02,4.86,CLIC
2010-04-03,5.67,CLIC
2010-04-04,6.75,CLIC
2010-04-05,6.49,CLIC
2010-04-06,5.27,CLIC
2010-04-07,6.99,CLIC
2010-04-08,4.5,CLIC
2010-04-09,3.39,CLIC
2010-04-10,2.1,CLIC
2010-04-11,2.2,CLIC
2010-04-12,1.2,CLIC
2010-04-13,5.3,CLIC
2010-04-14,1.3,CLIC
2010-04-15,4.05,CLIC
2010-04-16,0.95,CLIC
2010-04-17,6.99,CLIC
2010-04-18,1.14,CLIC
2010-04-19,3.2,CLIC
2010-04-20,2.15,CLIC
2010-04-21,3.05,CLIC
2010-04-22,1.45,CLIC
2010-04-23,3.94,CLIC
2010-04-24,5.54,CLIC
2010-04-25,6.21,CLIC
2010-04-26,5.26,CLIC
2010-04-27,6.95,CLIC
2010-04-28,4.39,CLIC
2010-04-29,6.21,CLIC
2010-04-30,6.33,CLIC
2010-05-01,7.57,CLIC
2010-05-02,6.1,CLIC
2010-05-03,6.43,CLIC
2010-05-04,8.42,CLIC
2010-05-05,5.96,CLIC
2010-05-06,3.9,CLIC
2010-05-07,6.62,CLIC
2010-05-08,5.08,CLIC
2010-05-09,7.98,CLIC
2010-05-10,4.97,CLIC
2010-05-11,6.1,CLIC
2010-05-12,5.72,CLIC
2010-05-13,4.11,CLIC
2010-05-14,1.23,CLIC
2010-05-15,3.25,CLIC
2010-05-16,3.42,CLIC
2010-05-17,4.53,CLIC
2010-05-18,3.89,CLIC
2010-05-19,5.64,CLIC
2010-05-20,2.66,CLIC
2010-05-21,5.18,CLIC
2010-05-22,5.5,CLIC
2010-05-23,4.4,CLIC
2010-05-24,7.43,CLIC
2010-05-25,2.74,CLIC
2010-05-26,9.75,CLIC
2010-05-27,2.6,CLIC
2010-05-28,5.5,CLIC
2010-05-29,1.25,CLIC
2010-05-30,8.89,CLIC
2010-05-31,4.3,CLIC
2010-06-01,4.95,CLIC
2010-06-02,3.93,CLIC
2010-06-03,3.68,CLIC
2010-06-04,5.99,CLIC
2010-06-05,5.48,CLIC
2010-06-06,2.82,CLIC
2010-06-07,3,CLIC
2010-06-08,6.88,CLIC
2010-06-09,6.73,CLIC
2010-06-10,5.32,CLIC
2010-06-11,7.26,CLIC
2010-06-12,7.04,CLIC
2010-06-13,6.53,CLIC
2010-06-14,1.95,CLIC
2010-06-15,7.65,CLIC
2010-06-16,6.2,CLIC
2010-06-17,5.42,CLIC
2010-06-18,9.16,CLIC
2010-06-19,7.59,CLIC
2010-06-20,8.77,CLIC
2010-06-21,6.36,CLIC
2010-06-22,9.23,CLIC
2010-06-23,7.97,CLIC
2010-06-24,6.95,CLIC
2010-06-25,7.7,CLIC
2010-06-26,8.1,CLIC
2010-06-27,8.44,CLIC
2010-06-28,2.67,CLIC
2010-06-29,7.6,CLIC
2010-06-30,4.8,CLIC
2010-07-01,3,CLIC
2010-07-02,8.57,CLIC
2010-07-03,2.92,CLIC
2010-07-04,1.81,CLIC
2010-07-05,0.2,CLIC
2010-07-06,4.55,CLIC
2010-07-07,2.15,CLIC
2010-07-08,1.35,CLIC
2010-07-09,1.78,CLIC
2010-07-10,4.77,CLIC
2010-07-11,6.35,CLIC
2010-07-12,8.65,CLIC
2010-07-13,6.65,CLIC
2010-07-14,5.6,CLIC
2010-07-15,8.16,CLIC
2010-07-16,7.71,CLIC
2010-07-17,2.01,CLIC
2010-07-18,6.42,CLIC
2010-07-19,7.45,CLIC
2010-07-20,5.8,CLIC
2010-07-21,3.4,CLIC
2010-07-22,5.6,CLIC
2010-07-23,6.06,CLIC
2010-07-24,1.82,CLIC
2010-07-25,0.48,CLIC
2010-07-26,8.54,CLIC
2010-07-27,4.56,CLIC
2010-07-28,6.9,CLIC
2010-07-29,2.05,CLIC
2010-07-30,4.35,CLIC
2010-07-31,6.3,CLIC
2010-08-01,6.65,CLIC
2010-08-02,8.43,CLIC
2010-08-03,6.32,CLIC
2010-08-04,5.4,CLIC
2010-08-05,7.85,CLIC
2010-08-06,7.37,CLIC
2010-08-07,4.59,CLIC
2010-08-08,6.71,CLIC
2010-08-09,4.18,CLIC
2010-08-10,3.55,CLIC
2010-08-11,5.01,CLIC
2010-08-12,5.64,CLIC
2010-08-13,6,CLIC
2010-08-14,5.45,CLIC
2010-08-15,7.52,CLIC
2010-08-16,5.73,CLIC
2010-08-17,9.2,CLIC
2010-08-18,3.94,CLIC
2010-08-19,7.36,CLIC
2010-08-20,6.77,CLIC
2010-08-21,5.65,CLIC
2010-08-22,8.33,CLIC
2010-08-23,6.53,CLIC
2010-08-24,7.67,CLIC
2010-08-25,5.3,CLIC
2010-08-26,2.2,CLIC
2010-08-27,2.1,CLIC
2010-08-28,4.36,CLIC
2010-08-29,6.86,CLIC
2010-08-30,8.73,CLIC
2010-08-31,7.77,CLIC
2010-09-01,6.54,CLIC
2010-09-02,7.89,CLIC
2010-09-05,5.84,CLIC
2010-09-06,3.91,CLIC
2010-09-07,5.24,CLIC
2010-09-08,5.07,CLIC
2010-09-09,4.97,CLIC
2010-09-10,7.05,CLIC
2010-09-11,0.75,CLIC
2010-09-12,5.33,CLIC
2010-09-13,6.27,CLIC
2010-09-14,5.11,CLIC
2010-09-15,7.24,CLIC
2010-09-16,5.3,CLIC
2010-09-17,7.28,CLIC
2010-09-18,2.53,CLIC
2010-09-19,3.49,CLIC
2010-09-21,1.75,CLIC
2010-09-22,3.25,CLIC
2010-09-23,3.9,CLIC
2010-09-24,4.2,CLIC
2010-09-27,6.22,CLIC
2010-09-28,4.18,CLIC
2010-09-29,3.54,CLIC
2010-09-30,5.07,CLIC
2010-10-01,5.15,CLIC
2010-10-02,3.78,CLIC
2010-10-03,6.16,CLIC
2010-10-04,2.81,CLIC
2010-10-05,2.83,CLIC
2010-10-06,4.66,CLIC
2010-10-07,3.87,CLIC
2010-10-08,2.93,CLIC
2010-10-09,5.1,CLIC
2010-10-10,4.21,CLIC
2010-10-11,3.32,CLIC
2010-10-12,4.96,CLIC
2010-10-13,4.84,CLIC
2010-10-14,3.92,CLIC
2010-10-15,2.1,CLIC
2010-10-16,1.75,CLIC
2010-10-17,3.9,CLIC
2010-10-18,2.99,CLIC
2010-10-19,3.79,CLIC
2010-10-20,2.33,CLIC
2010-10-21,2.87,CLIC
2010-10-22,4.27,CLIC
2010-10-23,2.68,CLIC
2010-10-24,2.82,CLIC
2010-10-25,2.2,CLIC
2010-10-26,8.29,CLIC
2010-10-27,0.47,CLIC
2010-10-28,2.29,CLIC
2010-10-29,2.58,CLIC
2010-10-30,3.67,CLIC
2010-10-31,3.78,CLIC
2010-11-01,3.03,CLIC
2010-11-02,3.63,CLIC
2010-11-03,5.8,CLIC
2010-11-04,4.73,CLIC
2010-11-05,4.56,CLIC
2010-11-06,2.9,CLIC
2010-11-07,4.21,CLIC
2010-11-08,1.65,CLIC
2010-11-09,2.21,CLIC
2010-11-10,0.43,CLIC
2010-11-11,4.43,CLIC
2010-11-12,2.37,CLIC
2010-11-13,2.57,CLIC
2010-11-14,4.28,CLIC
2010-11-15,1.32,CLIC
2010-11-16,5.17,CLIC
2010-11-17,5.44,CLIC
2010-11-18,1.58,CLIC
2010-11-19,5.8,CLIC
2010-11-20,3.6,CLIC
2010-11-21,1.95,CLIC
2010-11-22,2.3,CLIC
2010-11-23,2.37,CLIC
2010-11-24,2.74,CLIC
2010-11-25,4.23,CLIC
2010-11-26,2.88,CLIC
2010-11-27,2.98,CLIC
2010-11-28,4.94,CLIC
2010-11-29,7.48,CLIC
2010-11-30,1.78,CLIC
2010-12-01,1.58,CLIC
2010-12-02,2.5,CLIC
2010-12-03,2.25,CLIC
2010-12-04,3.8,CLIC
2010-12-05,0.9,CLIC
2010-12-06,4.37,CLIC
2010-12-07,0.83,CLIC
2010-12-08,1.55,CLIC
2010-12-09,2.55,CLIC
2010-12-10,1.76,CLIC
2010-12-11,4.19,CLIC
2010-12-12,1.69,CLIC
2010-12-13,3.73,CLIC
2010-12-14,2,CLIC
2010-12-15,2.08,CLIC
2010-12-16,4.45,CLIC
2010-12-17,1.67,CLIC
2010-12-18,1.8,CLIC
2010-12-19,1.88,CLIC
2010-12-20,2.68,CLIC
2010-12-21,1.56,CLIC
2010-12-22,2.5,CLIC
2010-12-23,1.26,CLIC
2010-12-24,2.62,CLIC
2010-12-25,2,CLIC
2010-12-26,2.95,CLIC
2010-12-27,0.81,CLIC
2010-12-28,2.1,CLIC
2010-12-29,2.01,CLIC
2010-12-30,1.96,CLIC
2010-12-31,2.05,CLIC
2011-01-01,1.12,CLIC
2011-01-02,0.48,CLIC
2011-01-03,0.87,CLIC
2011-01-04,2.3,CLIC
2011-01-05,2.83,CLIC
2011-01-06,2.05,CLIC
2011-01-07,3.45,CLIC
2011-01-08,1.42,CLIC
2011-01-09,0.69,CLIC
2011-01-10,2.79,CLIC
2011-01-11,0.44,CLIC
2011-01-12,2.56,CLIC
2011-01-13,2.43,CLIC
2011-01-14,3.42,CLIC
2011-01-15,1.78,CLIC
2011-01-16,1.12,CLIC
2011-01-17,2.35,CLIC
2011-01-18,3.5,CLIC
2011-01-19,3.68,CLIC
2011-01-20,1.9,CLIC
2011-01-21,3.22,CLIC
2011-01-22,1.98,CLIC
2011-01-23,2.54,CLIC
2011-01-24,3.18,CLIC
2011-01-25,2.65,CLIC
2011-01-26,2.15,CLIC
2011-01-27,2.57,CLIC
2011-01-28,1.67,CLIC
2011-01-29,2.56,CLIC
2011-01-30,1.34,CLIC
2011-01-31,3.77,CLIC
2011-02-01,2.77,CLIC
2011-02-02,4.96,CLIC
2011-02-03,2.38,CLIC
2011-02-04,3.89,CLIC
2011-02-05,2.99,CLIC
2011-02-06,2.66,CLIC
2011-02-07,4.01,CLIC
2011-02-08,2.24,CLIC
2011-02-09,6,CLIC
2011-02-10,3.49,CLIC
2011-02-11,0.77,CLIC
2011-02-12,1.98,CLIC
2011-02-13,3.13,CLIC
2011-02-14,1.21,CLIC
2011-02-15,3.56,CLIC
2011-02-16,3.44,CLIC
2011-02-17,1.68,CLIC
2011-02-18,3.44,CLIC
2011-02-19,4.7,CLIC
2011-02-20,5.84,CLIC
2011-02-21,4.88,CLIC
2011-02-22,5.01,CLIC
2011-02-23,1.87,CLIC
2011-02-24,6.57,CLIC
2011-02-25,4.17,CLIC
2011-02-26,1.1,CLIC
2011-02-27,3.97,CLIC
2011-02-28,7.13,CLIC
2011-05-01,11.29,CLIC
2011-05-02,3.34,CLIC
2011-05-03,5.01,CLIC
2011-05-04,5.92,CLIC
2011-05-05,6.39,CLIC
2011-05-06,6.22,CLIC
2011-05-07,8.52,CLIC
2011-05-08,5.8,CLIC
2011-05-09,9.86,CLIC
2011-05-10,5.79,CLIC
2011-05-11,7.18,CLIC
2011-05-13,4.75,CLIC
2011-05-14,3.35,CLIC
2011-05-15,1.38,CLIC
2011-05-16,7.75,CLIC
2011-05-17,1.27,CLIC
2011-05-18,3.69,CLIC
2011-05-19,5.76,CLIC
2011-05-20,9.3,CLIC
2011-05-21,7.63,CLIC
2011-05-22,9.08,CLIC
2011-05-23,7.36,CLIC
2011-05-24,7.14,CLIC
2011-05-25,6.86,CLIC
2011-05-26,17.38,CLIC
2011-05-27,4.8,CLIC
2011-05-28,3.59,CLIC
2011-05-29,8.04,CLIC
2011-05-30,6.63,CLIC
2011-05-31,6.99,CLIC
2011-06-01,9.54,CLIC
2011-06-02,7.71,CLIC
2011-06-03,8.14,CLIC
2011-06-04,8.29,CLIC
2011-06-05,7.98,CLIC
2011-06-06,8.03,CLIC
2011-06-07,7.76,CLIC
2011-06-08,5.8,CLIC
2011-06-09,6.8,CLIC
2011-06-10,7.24,CLIC
2011-06-11,6.56,CLIC
2011-06-12,9.9,CLIC
2011-06-13,8.49,CLIC
2011-06-14,10.14,CLIC
2011-06-15,9.84,CLIC
2011-06-16,10.05,CLIC
2011-06-17,8.46,CLIC
2011-06-18,4.6,CLIC
2011-06-19,4.87,CLIC
2011-06-20,10.15,CLIC
2011-06-21,4.84,CLIC
2011-06-23,4.55,CLIC
2011-06-24,4.97,CLIC
2011-06-25,8.63,CLIC
2011-06-26,6.63,CLIC
2011-06-28,3.8,CLIC
2011-07-03,1.32,CLIC
2011-07-04,7.85,CLIC
2011-07-05,5.21,CLIC
2011-07-06,7.58,CLIC
2011-07-07,7.16,CLIC
2011-07-08,6.65,CLIC
2011-07-09,4.85,CLIC
2011-07-10,7.02,CLIC
2011-07-11,5.81,CLIC
2011-07-12,5.55,CLIC
2011-07-13,8.45,CLIC
2011-07-14,8.3,CLIC
2011-07-15,6.83,CLIC
2011-07-16,2.75,CLIC
2011-07-17,5.1,CLIC
2011-07-18,7.05,CLIC
2011-07-19,8.09,CLIC
2011-07-20,5.37,CLIC
2011-07-21,6.19,CLIC
2011-07-22,6.37,CLIC
2011-07-23,8.48,CLIC
2011-07-24,8.67,CLIC
2011-07-25,6.52,CLIC
2011-07-26,7.07,CLIC
2011-07-27,6.04,CLIC
2011-07-28,5.58,CLIC
2011-07-29,4.85,CLIC
2011-07-30,5.8,CLIC
2011-07-31,5.63,CLIC
2011-08-01,8.82,CLIC
2011-08-02,8.85,CLIC
2011-08-03,7.68,CLIC
2011-08-04,7.75,CLIC
2011-08-05,6.94,CLIC
2011-08-06,6.76,CLIC
2011-08-07,8.14,CLIC
2011-08-08,8.48,CLIC
2011-08-09,4.75,CLIC
2011-08-10,5.68,CLIC
2011-08-11,8.27,CLIC
2011-08-12,7.63,CLIC
2011-08-13,7.99,CLIC
2011-08-14,8.08,CLIC
2011-08-15,9.55,CLIC
2011-08-16,9.35,CLIC
2011-08-17,6,CLIC
2011-08-18,7.61,CLIC
2011-08-19,8.07,CLIC
2011-08-20,2.8,CLIC
2011-08-21,8.3,CLIC
2011-08-22,6.36,CLIC
2011-08-23,6.02,CLIC
2011-08-24,8.25,CLIC
2011-08-25,13.16,CLIC
2011-08-27,3.66,CLIC
2011-08-28,5.52,CLIC
2011-08-29,7.37,CLIC
2011-08-30,8.1,CLIC
2011-09-01,3.94,CLIC
2011-09-02,6.06,CLIC
2011-09-03,4.94,CLIC
2011-09-04,5.1,CLIC
2011-09-05,4.3,CLIC
2011-09-06,6.37,CLIC
2011-09-07,5.9,CLIC
2011-09-08,8.63,CLIC
2011-09-09,6.84,CLIC
